#acceleration,force,along,the,x,y,z,axes,(including,gravity).
"#timestamp(ns),x,y,z(m/s^2)","1.0342951,","9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
#datetime:,28/05/2013,11:32:23,-0.7374141,-,stairs,down,-,(including,gravity).
##########################################,"1.0342951,","9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
#activity:,6,-,stn,-,stairs,down,-,10s,gravity).
#subject,id:,5,-0.7374141,-,stairs,down,-,(including,gravity).
#first,name:,sub5,-0.7374141,-,stairs,down,-,(including,gravity).
#last,name:,sub5,-0.7374141,-,stairs,down,-,(including,gravity).
#age:,36,"9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
#height(cm):,160,"9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
#weight(kg):,50,"9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
#gender:,female,"9.892841,",-0.7374141,-,stairs,down,-,(including,gravity).
"1601727401000,","-2.0207062,","7.144298,",1.685518,-,stairs,down,-,(including,gravity).
"1601738706000,","-1.3694834,","7.785944,",1.733402,-,stairs,down,-,(including,gravity).
"1601748598000,","-1.2162545,","8.149862,",1.6950948,-,stairs,down,-,(including,gravity).
"1601760865000,","-1.3215994,","8.504205,",1.9249382,-,stairs,down,-,(including,gravity).
"1601772110000,","-1.6567876,","8.810662,",2.0685902,-,stairs,down,-,(including,gravity).
"1601781635000,","-2.135628,","9.059659,",2.1452048,-,stairs,down,-,(including,gravity).
"1601792578000,","-2.6527755,","9.165004,",2.1547816,-,stairs,down,-,(including,gravity).
"1601807363000,","-3.217807,","9.11712,",2.2409728,-,stairs,down,-,(including,gravity).
"1601816862000,","-3.916914,","9.576807,",2.0207062,-,stairs,down,-,(including,gravity).
"1601827267000,","-3.4955344,","10.745177,",2.0590134,-,stairs,down,-,(including,gravity).
"1601838624000,","-2.96881,","12.717999,",2.030283,-,stairs,down,-,(including,gravity).
"1601849053000,","-2.1452048,","15.064317,",1.8770541,-,stairs,down,-,(including,gravity).
"1601861039000,","-0.9768343,","16.836027,",1.4748282,-,stairs,down,-,(including,gravity).
"1601872438000,","0.5554548,","17.324444,",0.9864111,-,stairs,down,-,(including,gravity).
"1601881729000,","1.8195933,","16.203957,",1.0342951,-,stairs,down,-,(including,gravity).
"1601892379000,","2.2409728,","14.528016,",1.2066777,-,stairs,down,-,(including,gravity).
"1601905795000,","1.3694834,","12.133814,",1.1492168,-,stairs,down,-,(including,gravity).
"1601916265000,","0.63206923,","11.999739,",1.2162545,-,stairs,down,-,(including,gravity).
"1601927484000,","0.18195933,","12.105083,",1.0247183,-,stairs,down,-,(including,gravity).
"1601938804000,","0.2777274,","13.484144,",1.6184803,-,stairs,down,-,(including,gravity).
"1601951217000,","0.78529817,","14.54717,",2.4708161,-,stairs,down,-,(including,gravity).
"1601963405000,","1.2449849,","14.5088625,",3.064578,-,stairs,down,-,(including,gravity).
"1601973106000,","1.2545617,","13.790602,",3.5913026,-,stairs,down,-,(including,gravity).
"1601988097000,","0.5267244,","11.903971,",3.821146,-,stairs,down,-,(including,gravity).
"1602000746000,","-0.06703765,","11.33894,",3.2561142,-,stairs,down,-,(including,gravity).
"1602012083000,","-0.6512229,","10.6877165,",2.8538885,-,stairs,down,-,(including,gravity).
"1602022058000,","-0.7661445,","10.055647,",2.566584,-,stairs,down,-,(including,gravity).
"1602031629000,","-0.61291564,","9.481039,",2.4229321,-,stairs,down,-,(including,gravity).
"1602042104000,","-0.2873042,","8.916007,",2.327164,-,stairs,down,-,(including,gravity).
"1602051704000,","-0.06703765,","8.39886,",2.231396,-,stairs,down,-,(including,gravity).
"1602063629000,","0.06703765,","7.5848308,",2.1068976,-,stairs,down,-,(including,gravity).
"1602075504000,","0.095768064,","7.28795,",2.0494366,-,stairs,down,-,(including,gravity).
"1602087188000,","0.21068975,","6.981492,",1.982399,-,stairs,down,-,(including,gravity).
"1602097074000,","0.545878,","6.7229185,",1.8770541,-,stairs,down,-,(including,gravity).
"1602107042000,","0.9672575,","6.397307,",1.733402,-,stairs,down,-,(including,gravity).
"1602117207000,","1.3215994,","6.1770406,",1.6376339,-,stairs,down,-,(including,gravity).
"1602129954000,","1.5705963,","6.0046577,",1.532289,-,stairs,down,-,(including,gravity).
"1602139859000,","1.5227122,","5.985504,",1.3503298,-,stairs,down,-,(including,gravity).
"1602150635000,","1.2737153,","6.0142345,",1.1875241,-,stairs,down,-,(including,gravity).
"1602160562000,","0.90021986,","6.129156,",1.0726024,-,stairs,down,-,(including,gravity).
"1602172181000,","0.7278373,","6.1866174,",1.1013328,-,stairs,down,-,(including,gravity).
"1602182255000,","0.8523358,","6.1004257,",1.1300632,-,stairs,down,-,(including,gravity).
"1602192459000,","0.92895025,","5.9280434,",1.3120226,-,stairs,down,-,(including,gravity).
"1602208452000,","0.91937345,","5.861006,",1.6184803,-,stairs,down,-,(including,gravity).
"1602220845000,","0.80445176,","6.1770406,",2.0973208,-,stairs,down,-,(including,gravity).
"1602231572000,","0.63206923,","6.435614,",2.3463178,-,stairs,down,-,(including,gravity).
"1602241967000,","0.47884035,","6.531382,",2.4420857,-,stairs,down,-,(including,gravity).
"1602251542000,","0.36391866,","6.5218053,",2.5474305,-,stairs,down,-,(including,gravity).
"1602265665000,","0.24899697,","6.5984197,",2.719813,-,stairs,down,-,(including,gravity).
"1602276008000,","0.15322891,","6.751649,",2.8634653,-,stairs,down,-,(including,gravity).
"1602288342000,","0.20111294,","7.201759,",2.9113493,-,stairs,down,-,(including,gravity).
"1602298302000,","0.20111294,","7.603985,",2.9783869,-,stairs,down,-,(including,gravity).
"1602308792000,","0.17238252,","8.015787,",3.0071173,-,stairs,down,-,(including,gravity).
"1602322076000,","0.30645782,","8.820239,",3.016694,-,stairs,down,-,(including,gravity).
"1602331855000,","0.51714754,","9.346964,",3.265691,-,stairs,down,-,(including,gravity).
"1602342837000,","0.7469909,","9.710882,",3.8402996,-,stairs,down,-,(including,gravity).
"1602356161000,","1.0630256,","9.940725,",4.462792,-,stairs,down,-,(including,gravity).
"1602366332000,","1.1109096,","9.959879,",5.056554,-,stairs,down,-,(including,gravity).
"1602377940000,","1.436521,","9.710882,",5.544971,-,stairs,down,-,(including,gravity).
"1602389419000,","2.930503,","10.869676,",4.1946416,-,stairs,down,-,(including,gravity).
"1602401451000,","3.620033,","13.570335,",1.4173675,-,stairs,down,-,(including,gravity).
"1602416513000,","3.1028855,","16.558298,",0.842759,-,stairs,down,-,(including,gravity).
"1602426482000,","1.4173675,","18.05228,",-0.78529817,-,stairs,down,-,(including,gravity).
"1602439187000,","-2.2218192,","17.24783,",-3.9360676,-,stairs,down,-,(including,gravity).
"1602448656000,","-2.1547816,","14.288596,",-2.2026656,-,stairs,down,-,(including,gravity).
"1602459641000,","-0.19153613,","14.346057,",-0.5363012,-,stairs,down,-,(including,gravity).
"1602472470000,","1.7046716,","16.941372,",0.20111294,-,stairs,down,-,(including,gravity).
"1602482381000,","0.45968673,","18.243816,",0.8810662,-,stairs,down,-,(including,gravity).
"1602493162000,","-2.2218192,","16.692375,",1.7908629,-,stairs,down,-,(including,gravity).
"1602506656000,","-1.3120226,","11.281479,",0.047884032,-,stairs,down,-,(including,gravity).
"1602517179000,","-0.51714754,","9.576807,",-0.24899697,-,stairs,down,-,(including,gravity).
"1602526892000,","-0.076614454,","9.222465,",-0.25857377,-,stairs,down,-,(including,gravity).
"1602539350000,","-0.15322891,","9.5385,",-0.22026655,-,stairs,down,-,(including,gravity).
"1602550617000,","-0.12449849,","10.572795,",0.02873042,-,stairs,down,-,(including,gravity).
"1602561834000,","0.019153614,","11.894394,",0.15322891,-,stairs,down,-,(including,gravity).
"1602571977000,","-0.019153614,","12.277467,",-0.15322891,-,stairs,down,-,(including,gravity).
"1602582479000,","-0.36391866,","11.444284,",-0.34476504,-,stairs,down,-,(including,gravity).
"1602593353000,","-0.5554548,","10.084377,",-0.40222588,-,stairs,down,-,(including,gravity).
"1602607820000,","-0.8810662,","8.379706,",-0.1340753,-,stairs,down,-,(including,gravity).
"1602622041000,","-1.2258313,","8.350976,",0.019153614,-,stairs,down,-,(including,gravity).
"1602631941000,","-1.5897499,","8.408437,",0.20111294,-,stairs,down,-,(including,gravity).
"1602642214000,","-1.7717092,","8.446744,",0.5554548,-,stairs,down,-,(including,gravity).
"1602652439000,","-1.7046716,","8.283937,",0.7086837,-,stairs,down,-,(including,gravity).
"1602665863000,","-1.0342951,","8.341399,",0.78529817,-,stairs,down,-,(including,gravity).
"1602677242000,","-0.5746084,","8.820239,",0.7565677,-,stairs,down,-,(including,gravity).
"1602689199000,","-0.22984336,","9.5385,",0.7469909,-,stairs,down,-,(including,gravity).
"1602701107000,","-0.047884032,","10.400413,",0.78529817,-,stairs,down,-,(including,gravity).
"1602711668000,","0.095768064,","11.061212,",0.90021986,-,stairs,down,-,(including,gravity).
"1602722535000,","-0.02873042,","10.802638,",0.90979666,-,stairs,down,-,(including,gravity).
"1602732272000,","-0.02873042,","10.381259,",1.2545617,-,stairs,down,-,(including,gravity).
"1602743165000,","-0.076614454,","9.844957,",1.3120226,-,stairs,down,-,(including,gravity).
"1602756607000,","-0.36391866,","9.232041,",0.9576807,-,stairs,down,-,(including,gravity).
"1602766388000,","-0.8523358,","8.686164,",0.49799395,-,stairs,down,-,(including,gravity).
"1602777080000,","-1.2737153,","8.475474,",0.25857377,-,stairs,down,-,(including,gravity).
"1602789204000,","-1.6376339,","8.599973,",0.21068975,-,stairs,down,-,(including,gravity).
"1602798699000,","-1.7621324,","8.935161,",0.1436521,-,stairs,down,-,(including,gravity).
"1602810436000,","-1.6950948,","9.471462,",0.10534488,-,stairs,down,-,(including,gravity).
"1602823084000,","-1.1204864,","10.228029,",0.25857377,-,stairs,down,-,(including,gravity).
"1602832586000,","-0.6607997,","10.400413,",0.17238252,-,stairs,down,-,(including,gravity).
"1602845765000,","-0.24899697,","10.630256,",-0.19153613,-,stairs,down,-,(including,gravity).
"1602856941000,","0.10534488,","10.927136,",-0.49799395,-,stairs,down,-,(including,gravity).
"1602866825000,","0.47884035,","11.147403,",-0.7182605,-,stairs,down,-,(including,gravity).
"1602879210000,","0.7565677,","11.061212,",-0.8523358,-,stairs,down,-,(including,gravity).
"1602891932000,","0.8331822,","10.553641,",-0.59376204,-,stairs,down,-,(including,gravity).
"1602901769000,","0.79487497,","10.333375,",-0.36391866,-,stairs,down,-,(including,gravity).
"1602911933000,","0.6799533,","10.141838,",-0.06703765,-,stairs,down,-,(including,gravity).
"1602921755000,","0.46926352,","9.883265,",0.19153613,-,stairs,down,-,(including,gravity).
"1602941879000,","0.20111294,","9.32781,",-0.05746084,-,stairs,down,-,(including,gravity).
"1602953146000,","-0.1340753,","9.165004,",-0.15322891,-,stairs,down,-,(including,gravity).
"1602962119000,","-0.24899697,","9.232041,",-0.34476504,-,stairs,down,-,(including,gravity).
"1602972387000,","-0.40222588,","9.442732,",-0.545878,-,stairs,down,-,(including,gravity).
"1602982520000,","-0.5267244,","9.691729,",-0.7086837,-,stairs,down,-,(including,gravity).
"1602992718000,","-0.6895301,","9.77792,",-0.8331822,-,stairs,down,-,(including,gravity).
"1603009172000,","-0.91937345,","9.653421,",-0.6512229,-,stairs,down,-,(including,gravity).
"1603019517000,","-0.8714894,","9.643845,",-0.5554548,-,stairs,down,-,(including,gravity).
"1603030521000,","-0.78529817,","9.653421,",-0.6799533,-,stairs,down,-,(including,gravity).
"1603040343000,","-0.62249243,","9.768343,",-0.7565677,-,stairs,down,-,(including,gravity).
"1603050593000,","-0.29688102,","10.036493,",-0.6991069,-,stairs,down,-,(including,gravity).
"1603060648000,","0.05746084,","10.362105,",-0.6512229,-,stairs,down,-,(including,gravity).
"1603076108000,","0.5554548,","10.649409,",-0.641646,-,stairs,down,-,(including,gravity).
"1603089268000,","1.6280571,","10.6398325,",-0.45968673,-,stairs,down,-,(including,gravity).
"1603101702000,","2.030283,","10.371682,",-0.48841715,-,stairs,down,-,(including,gravity).
"1603111706000,","2.2505496,","10.208876,",-0.5554548,-,stairs,down,-,(including,gravity).
"1603121164000,","2.327164,","10.113108,",-0.59376204,-,stairs,down,-,(including,gravity).
"1603130624000,","2.2984335,","9.9790325,",-0.50757074,-,stairs,down,-,(including,gravity).
"1603141084000,","1.8866309,","9.691729,",-0.47884035,-,stairs,down,-,(including,gravity).
"1603151215000,","1.283292,","9.404425,",-0.5650316,-,stairs,down,-,(including,gravity).
"1603162441000,","0.7374141,","9.174581,",-0.62249243,-,stairs,down,-,(including,gravity).
"1603172254000,","0.29688102,","9.097966,",-0.6799533,-,stairs,down,-,(including,gravity).
"1603182321000,","-0.009576807,","9.14585,",-0.6703765,-,stairs,down,-,(including,gravity).
"1603192479000,","-0.18195933,","9.260772,",-0.63206923,-,stairs,down,-,(including,gravity).
"1603206642000,","0.15322891,","9.739613,",-0.5746084,-,stairs,down,-,(including,gravity).
"1603216270000,","0.38307226,","10.007763,",-0.5650316,-,stairs,down,-,(including,gravity).
"1603226930000,","0.641646,","10.160992,",-0.5363012,-,stairs,down,-,(including,gravity).
"1603237865000,","0.8523358,","10.228029,",-0.51714754,-,stairs,down,-,(including,gravity).
"1603247156000,","1.0342951,","10.237606,",-0.47884035,-,stairs,down,-,(including,gravity).
"1603257768000,","1.1971009,","10.247183,",-0.40222588,-,stairs,down,-,(including,gravity).
"1603267507000,","1.3599066,","10.189722,",-0.45010993,-,stairs,down,-,(including,gravity).
"1603281665000,","1.3982137,","10.151415,",-0.47884035,-,stairs,down,-,(including,gravity).
"1603292081000,","1.3982137,","10.065224,",-0.45010993,-,stairs,down,-,(including,gravity).
"1603301602000,","1.3311762,","9.988609,",-0.48841715,-,stairs,down,-,(including,gravity).
"1603312436000,","1.3120226,","9.940725,",-0.50757074,-,stairs,down,-,(including,gravity).
"1603322544000,","1.3120226,","9.892841,",-0.5267244,-,stairs,down,-,(including,gravity).
"1603332686000,","1.1683705,","9.873688,",-0.5267244,-,stairs,down,-,(including,gravity).
"1603342900000,","1.0247183,","9.854534,",-0.6512229,-,stairs,down,-,(including,gravity).
"1603354460000,","0.82360536,","9.77792,",-0.7182605,-,stairs,down,-,(including,gravity).
"1603366359000,","0.7374141,","9.643845,",-0.89064306,-,stairs,down,-,(including,gravity).
"1603377548000,","0.7374141,","9.500193,",-0.8714894,-,stairs,down,-,(including,gravity).
"1603390641000,","0.8331822,","9.442732,",-0.91937345,-,stairs,down,-,(including,gravity).
"1603401395000,","1.1779473,","9.490616,",-0.7374141,-,stairs,down,-,(including,gravity).
"1603415445000,","1.3599066,","9.710882,",-0.7469909,-,stairs,down,-,(including,gravity).
"1603427068000,","1.4269443,","9.931149,",-0.7374141,-,stairs,down,-,(including,gravity).
"1603439345000,","1.4460979,","10.093954,",-0.80445176,-,stairs,down,-,(including,gravity).
"1603451225000,","1.4748282,","10.04607,",-0.9576807,-,stairs,down,-,(including,gravity).
"1603461778000,","1.436521,","9.940725,",-1.0726024,-,stairs,down,-,(including,gravity).
"1603471637000,","1.3790601,","9.864111,",-1.1204864,-,stairs,down,-,(including,gravity).
"1603481973000,","1.3503298,","9.80665,",-1.091756,-,stairs,down,-,(including,gravity).
"1603492878000,","1.3311762,","9.797073,",-1.0342951,-,stairs,down,-,(including,gravity).
"1603506075000,","1.3024458,","9.844957,",-0.90979666,-,stairs,down,-,(including,gravity).
"1603516959000,","1.2737153,","9.911995,",-0.82360536,-,stairs,down,-,(including,gravity).
"1603527767000,","1.2066777,","9.988609,",-0.7757214,-,stairs,down,-,(including,gravity).
"1603538246000,","1.1204864,","10.0748005,",-0.7278373,-,stairs,down,-,(including,gravity).
"1603548579000,","1.091756,","10.093954,",-0.7278373,-,stairs,down,-,(including,gravity).
"1603559663000,","1.0055647,","10.007763,",-0.6512229,-,stairs,down,-,(including,gravity).
"1603572932000,","0.9672575,","9.892841,",-0.6895301,-,stairs,down,-,(including,gravity).
"1603582529000,","0.91937345,","9.77792,",-0.7086837,-,stairs,down,-,(including,gravity).
"1603593319000,","0.92895025,","9.701305,",-0.6607997,-,stairs,down,-,(including,gravity).
"1603609196000,","0.842759,","9.586384,",-0.6703765,-,stairs,down,-,(including,gravity).
"1603622400000,","0.8619126,","9.595961,",-0.7374141,-,stairs,down,-,(including,gravity).
"1603632198000,","0.93852705,","9.662998,",-0.7469909,-,stairs,down,-,(including,gravity).
"1603642732000,","0.9768343,","9.730036,",-0.7374141,-,stairs,down,-,(including,gravity).
"1603652805000,","1.0630256,","9.77792,",-0.7278373,-,stairs,down,-,(including,gravity).
"1603666230000,","1.1300632,","9.758766,",-0.7469909,-,stairs,down,-,(including,gravity).
"1603676861000,","1.1492168,","9.662998,",-0.7374141,-,stairs,down,-,(including,gravity).
"1603687930000,","1.1587936,","9.653421,",-0.6895301,-,stairs,down,-,(including,gravity).
"1603697406000,","1.13964,","9.682152,",-0.6991069,-,stairs,down,-,(including,gravity).
"1603707395000,","1.1013328,","9.768343,",-0.7374141,-,stairs,down,-,(including,gravity).
"1603717417000,","1.043872,","9.816227,",-0.7469909,-,stairs,down,-,(including,gravity).
"1603727696000,","0.9864111,","9.854534,",-0.7278373,-,stairs,down,-,(including,gravity).
"1603738103000,","0.9576807,","9.825804,",-0.6703765,-,stairs,down,-,(including,gravity).
"1603749179000,","0.9576807,","9.768343,",-0.6799533,-,stairs,down,-,(including,gravity).
"1603760785000,","0.9672575,","9.77792,",-0.6512229,-,stairs,down,-,(including,gravity).
"1603773635000,","1.0342951,","9.797073,",-0.63206923,-,stairs,down,-,(including,gravity).
"1603782859000,","1.0151415,","9.844957,",-0.62249243,-,stairs,down,-,(including,gravity).
"1603793431000,","1.0534488,","9.883265,",-0.51714754,-,stairs,down,-,(including,gravity).
"1603806818000,","1.0342951,","9.940725,",-0.5363012,-,stairs,down,-,(including,gravity).
"1603823093000,","0.9768343,","9.931149,",-0.5554548,-,stairs,down,-,(including,gravity).
"1603832881000,","0.9576807,","9.911995,",-0.5746084,-,stairs,down,-,(including,gravity).
"1603843356000,","0.9672575,","9.931149,",-0.61291564,-,stairs,down,-,(including,gravity).
"1603856021000,","0.9576807,","9.921572,",-0.6799533,-,stairs,down,-,(including,gravity).
"1603866712000,","1.0247183,","9.892841,",-0.6703765,-,stairs,down,-,(including,gravity).
"1603876063000,","1.0821792,","9.864111,",-0.6799533,-,stairs,down,-,(including,gravity).
"1603887831000,","1.1204864,","9.844957,",-0.6607997,-,stairs,down,-,(including,gravity).
"1603897926000,","1.13964,","9.873688,",-0.7086837,-,stairs,down,-,(including,gravity).
"1603907943000,","1.1779473,","9.911995,",-0.7086837,-,stairs,down,-,(including,gravity).
"1603923013000,","1.2066777,","9.825804,",-0.7374141,-,stairs,down,-,(including,gravity).
"1603932947000,","1.1779473,","9.77792,",-0.7182605,-,stairs,down,-,(including,gravity).
"1603943462000,","1.1971009,","9.768343,",-0.6799533,-,stairs,down,-,(including,gravity).
"1603957174000,","1.1587936,","9.787497,",-0.6703765,-,stairs,down,-,(including,gravity).
"1603966729000,","1.1683705,","9.787497,",-0.7086837,-,stairs,down,-,(including,gravity).
"1603977680000,","1.2162545,","9.80665,",-0.7182605,-,stairs,down,-,(including,gravity).
"1603989418000,","1.1971009,","9.787497,",-0.7469909,-,stairs,down,-,(including,gravity).
"1604000676000,","1.13964,","9.749189,",-0.7661445,-,stairs,down,-,(including,gravity).
"1604011825000,","1.1300632,","9.720459,",-0.7086837,-,stairs,down,-,(including,gravity).
"1604023064000,","1.091756,","9.730036,",-0.63206923,-,stairs,down,-,(including,gravity).
"1604033029000,","1.0726024,","9.80665,",-0.641646,-,stairs,down,-,(including,gravity).
"1604043337000,","1.043872,","9.835381,",-0.59376204,-,stairs,down,-,(including,gravity).
"1604057158000,","1.0630256,","9.835381,",-0.5746084,-,stairs,down,-,(including,gravity).
"1604066955000,","1.0534488,","9.883265,",-0.61291564,-,stairs,down,-,(including,gravity).
"1604077141000,","1.0247183,","9.883265,",-0.61291564,-,stairs,down,-,(including,gravity).
"1604088924000,","1.0821792,","9.892841,",-0.60333884,-,stairs,down,-,(including,gravity).
"1604100550000,","1.1779473,","9.902418,",-0.60333884,-,stairs,down,-,(including,gravity).
"1604111736000,","1.2066777,","9.883265,",-0.5554548,-,stairs,down,-,(including,gravity).
"1604122252000,","1.1683705,","9.854534,",-0.5267244,-,stairs,down,-,(including,gravity).
"1604131987000,","1.1300632,","9.825804,",-0.50757074,-,stairs,down,-,(including,gravity).
"1604142571000,","1.0726024,","9.844957,",-0.5267244,-,stairs,down,-,(including,gravity).
"1604155671000,","0.9768343,","9.825804,",-0.5554548,-,stairs,down,-,(including,gravity).
"1604166099000,","1.0055647,","9.787497,",-0.5650316,-,stairs,down,-,(including,gravity).
"1604176590000,","1.0630256,","9.797073,",-0.5650316,-,stairs,down,-,(including,gravity).
"1604188061000,","1.1204864,","9.80665,",-0.61291564,-,stairs,down,-,(including,gravity).
"1604198104000,","1.1683705,","9.768343,",-0.5746084,-,stairs,down,-,(including,gravity).
"1604208829000,","1.1779473,","9.77792,",-0.5746084,-,stairs,down,-,(including,gravity).
"1604222175000,","1.1875241,","9.80665,",-0.5650316,-,stairs,down,-,(including,gravity).
"1604231715000,","1.1971009,","9.816227,",-0.61291564,-,stairs,down,-,(including,gravity).
"1604242519000,","1.1683705,","9.844957,",-0.641646,-,stairs,down,-,(including,gravity).
"1604255574000,","1.1779473,","9.854534,",-0.7182605,-,stairs,down,-,(including,gravity).
"1604265692000,","1.1683705,","9.844957,",-0.7374141,-,stairs,down,-,(including,gravity).
"1604277106000,","1.1587936,","9.797073,",-0.7374141,-,stairs,down,-,(including,gravity).
"1604288602000,","1.1492168,","9.77792,",-0.641646,-,stairs,down,-,(including,gravity).
"1604297951000,","1.1875241,","9.80665,",-0.6799533,-,stairs,down,-,(including,gravity).
"1604308174000,","1.1587936,","9.854534,",-0.641646,-,stairs,down,-,(including,gravity).
"1604323655000,","1.1779473,","9.931149,",-0.6512229,-,stairs,down,-,(including,gravity).
"1604338174000,","1.1971009,","9.902418,",-0.6799533,-,stairs,down,-,(including,gravity).
"1604349183000,","1.1875241,","9.873688,",-0.6799533,-,stairs,down,-,(including,gravity).
"1604361110000,","1.1683705,","9.873688,",-0.6703765,-,stairs,down,-,(including,gravity).
"1604372442000,","1.1109096,","9.835381,",-0.62249243,-,stairs,down,-,(including,gravity).
"1604382402000,","1.1013328,","9.816227,",-0.5363012,-,stairs,down,-,(including,gravity).
"1604392980000,","1.091756,","9.80665,",-0.5746084,-,stairs,down,-,(including,gravity).
"1604404836000,","1.091756,","9.787497,",-0.5363012,-,stairs,down,-,(including,gravity).
"1604416482000,","1.0342951,","9.749189,",-0.49799395,-,stairs,down,-,(including,gravity).
"1604427602000,","1.0151415,","9.739613,",-0.5554548,-,stairs,down,-,(including,gravity).
"1604440563000,","0.9959879,","9.749189,",-0.61291564,-,stairs,down,-,(including,gravity).
"1604451405000,","0.9959879,","9.797073,",-0.60333884,-,stairs,down,-,(including,gravity).
"1604460985000,","1.0055647,","9.835381,",-0.50757074,-,stairs,down,-,(including,gravity).
"1604477207000,","1.0151415,","9.902418,",-0.45968673,-,stairs,down,-,(including,gravity).
"1604490141000,","1.0151415,","9.911995,",-0.4405331,-,stairs,down,-,(including,gravity).
"1604499939000,","1.043872,","9.959879,",-0.4405331,-,stairs,down,-,(including,gravity).
"1604509988000,","1.043872,","9.931149,",-0.48841715,-,stairs,down,-,(including,gravity).
"1604520293000,","1.0342951,","9.902418,",-0.51714754,-,stairs,down,-,(including,gravity).
"1604529572000,","1.0151415,","9.864111,",-0.51714754,-,stairs,down,-,(including,gravity).
"1604539817000,","0.9864111,","9.816227,",-0.5650316,-,stairs,down,-,(including,gravity).
"1604549568000,","1.0055647,","9.730036,",-0.49799395,-,stairs,down,-,(including,gravity).
"1604559934000,","1.0342951,","9.749189,",-0.5363012,-,stairs,down,-,(including,gravity).
"1604572559000,","1.091756,","9.825804,",-0.49799395,-,stairs,down,-,(including,gravity).
"1604581826000,","1.091756,","9.825804,",-0.49799395,-,stairs,down,-,(including,gravity).
"1604592116000,","1.1013328,","9.854534,",-0.48841715,-,stairs,down,-,(including,gravity).
"1604608072000,","1.13964,","9.873688,",-0.51714754,-,stairs,down,-,(including,gravity).
"1604617363000,","1.0821792,","9.835381,",-0.51714754,-,stairs,down,-,(including,gravity).
"1604627689000,","1.043872,","9.825804,",-0.47884035,-,stairs,down,-,(including,gravity).
"1604640872000,","1.0151415,","9.825804,",-0.50757074,-,stairs,down,-,(including,gravity).
"1604651583000,","1.0342951,","9.80665,",-0.49799395,-,stairs,down,-,(including,gravity).
"1604661849000,","0.9864111,","9.797073,",-0.45010993,-,stairs,down,-,(including,gravity).
"1604673446000,","1.0151415,","9.797073,",-0.46926352,-,stairs,down,-,(including,gravity).
"1604685552000,","1.0151415,","9.825804,",-0.49799395,-,stairs,down,-,(including,gravity).
"1604696301000,","1.0151415,","9.816227,",-0.47884035,-,stairs,down,-,(including,gravity).
"1604707253000,","1.0342951,","9.864111,",-0.47884035,-,stairs,down,-,(including,gravity).
"1604716980000,","0.9864111,","9.892841,",-0.46926352,-,stairs,down,-,(including,gravity).
"1604727556000,","0.9768343,","9.883265,",-0.4309563,-,stairs,down,-,(including,gravity).
"1604739256000,","1.0342951,","9.902418,",-0.45968673,-,stairs,down,-,(including,gravity).
"1604751059000,","0.9864111,","9.825804,",-0.5554548,-,stairs,down,-,(including,gravity).
"1604762023000,","1.0247183,","9.797073,",-0.5554548,-,stairs,down,-,(including,gravity).
"1604773540000,","1.0055647,","9.787497,",-0.5650316,-,stairs,down,-,(including,gravity).
"1604787964000,","0.9959879,","9.768343,",-0.545878,-,stairs,down,-,(including,gravity).
"1604797991000,","0.9959879,","9.768343,",-0.545878,-,stairs,down,-,(including,gravity).
"1604811142000,","0.9864111,","9.892841,",-0.51714754,-,stairs,down,-,(including,gravity).
"1604823341000,","0.9768343,","9.902418,",-0.5554548,-,stairs,down,-,(including,gravity).
