#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","-0.004886922,","0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#datetime:,03/07/2013,14:19:00,0.009773844,-,car,step-in,-,6s,(angular,velocity).
##########################################,"-0.004886922,","0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#activity:,8,-,csi,-,car,step-in,-,6s,(angular,velocity).
#subject,id:,10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#first,name:,sub10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#last,name:,sub10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#age:,26,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#height(cm):,170,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#weight(kg):,90,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#gender:,female,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
"3541652048000,","-0.34055737,","0.72173727,",0.6753115,-,car,step-in,-,6s,(angular,velocity).
"3541657060000,","-0.36377025,","0.6979135,",0.66798115,-,car,step-in,-,6s,(angular,velocity).
"3541662044000,","-0.38728857,","0.6627888,",0.66859204,-,car,step-in,-,6s,(angular,velocity).
"3541667112000,","-0.39278635,","0.61086524,",0.66798115,-,car,step-in,-,6s,(angular,velocity).
"3541672022000,","-0.39461896,","0.58459806,",0.6658431,-,car,step-in,-,6s,(angular,velocity).
"3541677071000,","-0.40286562,","0.54153204,",0.68294734,-,car,step-in,-,6s,(angular,velocity).
"3541682066000,","-0.41263947,","0.4746423,",0.7141015,-,car,step-in,-,6s,(angular,velocity).
"3541687045000,","-0.40286562,","0.3924809,",0.7315111,-,car,step-in,-,6s,(angular,velocity).
"3541692494000,","-0.40408736,","0.3381139,",0.7339546,-,car,step-in,-,6s,(angular,velocity).
"3541697071000,","-0.3839288,","0.3359759,",0.77732605,-,car,step-in,-,6s,(angular,velocity).
"3541702053000,","-0.35796702,","0.31703907,",0.7684685,-,car,step-in,-,6s,(angular,velocity).
"3541707049000,","-0.34391713,","0.2519819,",0.7351763,-,car,step-in,-,6s,(angular,velocity).
"3541712069000,","-0.30390546,","0.20677789,",0.74220127,-,car,step-in,-,6s,(angular,velocity).
"3541717259000,","-0.25595254,","0.17959438,",0.7309003,-,car,step-in,-,6s,(angular,velocity).
"3541722043000,","-0.2012801,","0.20066923,",0.72509706,-,car,step-in,-,6s,(angular,velocity).
"3541727138000,","-0.15790866,","0.25809056,",0.70524395,-,car,step-in,-,6s,(angular,velocity).
"3541732101000,","-0.13194689,","0.3182608,",0.677755,-,car,step-in,-,6s,(angular,velocity).
"3541737131000,","-0.12736541,","0.3594942,",0.66339964,-,car,step-in,-,6s,(angular,velocity).
"3541742176000,","-0.14110987,","0.41996986,",0.63255095,-,car,step-in,-,6s,(angular,velocity).
"3541747057000,","-0.14508049,","0.5021312,",0.61544675,-,car,step-in,-,6s,(angular,velocity).
"3541752116000,","-0.14905111,","0.56199604,",0.59131753,-,car,step-in,-,6s,(angular,velocity).
"3541757057000,","-0.16126843,","0.6246097,",0.5815437,-,car,step-in,-,6s,(angular,velocity).
"3541762039000,","-0.16218472,","0.65087694,",0.5717699,-,car,step-in,-,6s,(angular,velocity).
"3541767116000,","-0.15241088,","0.68966687,",0.57971114,-,car,step-in,-,6s,(angular,velocity).
"3541772053000,","-0.15210545,","0.6221663,",0.56413406,-,car,step-in,-,6s,(angular,velocity).
"3541777019000,","-0.13500121,","0.58184916,",0.56505036,-,car,step-in,-,6s,(angular,velocity).
"3541782049000,","-0.119729586,","0.5476407,",0.5699373,-,car,step-in,-,6s,(angular,velocity).
"3541787009000,","-0.11453723,","0.516792,",0.58032197,-,car,step-in,-,6s,(angular,velocity).
"3541792150000,","-0.12034045,","0.49357912,",0.5885687,-,car,step-in,-,6s,(angular,velocity).
"3541797030000,","-0.13988814,","0.4288274,",0.5696318,-,car,step-in,-,6s,(angular,velocity).
"3541802040000,","-0.14782938,","0.30695978,",0.5644395,-,car,step-in,-,6s,(angular,velocity).
"3541807090000,","-0.15882497,","0.2171626,",0.55771995,-,car,step-in,-,6s,(angular,velocity).
"3541812028000,","-0.15607607,","0.20555615,",0.5589417,-,car,step-in,-,6s,(angular,velocity).
"3541817137000,","-0.1685988,","0.14660765,",0.52290064,-,car,step-in,-,6s,(angular,velocity).
"3541822054000,","-0.18906279,","0.0888809,",0.49357912,-,car,step-in,-,6s,(angular,velocity).
"3541827076000,","-0.19425514,","0.0720821,",0.47525316,-,car,step-in,-,6s,(angular,velocity).
"3541832031000,","-0.17440203,","0.083383106,",0.44318274,-,car,step-in,-,6s,(angular,velocity).
"3541837401000,","-0.15790866,","0.119729586,",0.4120286,-,car,step-in,-,6s,(angular,velocity).
"3541842193000,","-0.14172074,","0.1282817,",0.3707952,-,car,step-in,-,6s,(angular,velocity).
"3541847045000,","-0.12064589,","0.1600467,",0.35155296,-,car,step-in,-,6s,(angular,velocity).
"3541852800000,","-0.1142318,","0.20861048,",0.3359759,-,car,step-in,-,6s,(angular,velocity).
"3541857055000,","-0.11178834,","0.2519819,",0.3182608,-,car,step-in,-,6s,(angular,velocity).
"3541862047000,","-0.11636983,","0.28252518,",0.30818152,-,car,step-in,-,6s,(angular,velocity).
"3541867072000,","-0.10354166,","0.3203988,",0.28588495,-,car,step-in,-,6s,(angular,velocity).
"3541872080000,","-0.121256754,","0.34605515,",0.28313604,-,car,step-in,-,6s,(angular,velocity).
"3541877118000,","-0.14569137,","0.3491095,",0.28344148,-,car,step-in,-,6s,(angular,velocity).
"3541882055000,","-0.16157386,","0.35246924,",0.28313604,-,car,step-in,-,6s,(angular,velocity).
"3541887089000,","-0.19028452,","0.34147367,",0.2828306,-,car,step-in,-,6s,(angular,velocity).
"3541892139000,","-0.21868975,","0.33628133,",0.28680122,-,car,step-in,-,6s,(angular,velocity).
"3541897130000,","-0.23884831,","0.32986724,",0.2843578,-,car,step-in,-,6s,(angular,velocity).
"3541902057000,","-0.24312437,","0.3323107,",0.28099802,-,car,step-in,-,6s,(angular,velocity).
"3541907072000,","-0.2489276,","0.33964106,",0.2751948,-,car,step-in,-,6s,(angular,velocity).
"3541912047000,","-0.2574797,","0.35216382,",0.267559,-,car,step-in,-,6s,(angular,velocity).
"3541917146000,","-0.28405234,","0.35002577,",0.26236662,-,car,step-in,-,6s,(angular,velocity).
"3541922061000,","-0.28710666,","0.35246924,",0.2519819,-,car,step-in,-,6s,(angular,velocity).
"3541927062000,","-0.29443705,","0.37140608,",0.23793201,-,car,step-in,-,6s,(angular,velocity).
"3541932047000,","-0.30634892,","0.37782016,",0.23243423,-,car,step-in,-,6s,(angular,velocity).
"3541937050000,","-0.30482176,","0.4034765,",0.21899518,-,car,step-in,-,6s,(angular,velocity).
"3541942097000,","-0.31306845,","0.39003745,",0.2012801,-,car,step-in,-,6s,(angular,velocity).
"3541947070000,","-0.31673363,","0.364992,",0.19700404,-,car,step-in,-,6s,(angular,velocity).
"3541952036000,","-0.29077184,","0.3622431,",0.183565,-,car,step-in,-,6s,(angular,velocity).
"3541957049000,","-0.27458394,","0.34025195,",0.18051068,-,car,step-in,-,6s,(angular,velocity).
"3541962037000,","-0.26939157,","0.2919936,",0.1731803,-,car,step-in,-,6s,(angular,velocity).
"3541967141000,","-0.24831672,","0.27397305,",0.1563815,-,car,step-in,-,6s,(angular,velocity).
"3541972035000,","-0.23854288,","0.27947086,",0.15271631,-,car,step-in,-,6s,(angular,velocity).
"3541977077000,","-0.23090707,","0.26236662,",0.14355333,-,car,step-in,-,6s,(angular,velocity).
"3541982048000,","-0.22266038,","0.23396139,",0.12797627,-,car,step-in,-,6s,(angular,velocity).
"3541987050000,","-0.22052236,","0.23151793,",0.12889257,-,car,step-in,-,6s,(angular,velocity).
"3541992110000,","-0.21135938,","0.22266038,",0.12461651,-,car,step-in,-,6s,(angular,velocity).
"3541997120000,","-0.18570304,","0.22693644,",0.12492194,-,car,step-in,-,6s,(angular,velocity).
"3542002091000,","-0.18448131,","0.22113322,",0.13072516,-,car,step-in,-,6s,(angular,velocity).
"3542007099000,","-0.18112154,","0.204029,",0.13805555,-,car,step-in,-,6s,(angular,velocity).
"3542012422000,","-0.14660765,","0.19394971,",0.1386664,-,car,step-in,-,6s,(angular,velocity).
"3542017124000,","-0.12858713,","0.21777347,",0.15607607,-,car,step-in,-,6s,(angular,velocity).
"3542022071000,","-0.10262536,","0.19608775,",0.15088372,-,car,step-in,-,6s,(angular,velocity).
"3542027089000,","-0.096516706,","0.19120082,",0.15271631,-,car,step-in,-,6s,(angular,velocity).
"3542032047000,","-0.095294975,","0.22296582,",0.17287487,-,car,step-in,-,6s,(angular,velocity).
"3542037050000,","-0.084910266,","0.2489276,",0.17531833,-,car,step-in,-,6s,(angular,velocity).
"3542042080000,","-0.079107046,","0.2706133,",0.19058995,-,car,step-in,-,6s,(angular,velocity).
"3542047093000,","-0.06047566,","0.27183503,",0.2003638,-,car,step-in,-,6s,(angular,velocity).
"3542052054000,","-0.052839845,","0.2751948,",0.21777347,-,car,step-in,-,6s,(angular,velocity).
"3542057044000,","-0.04642576,","0.2751948,",0.22724187,-,car,step-in,-,6s,(angular,velocity).
"3542062069000,","-0.032070424,","0.27855456,",0.24373524,-,car,step-in,-,6s,(angular,velocity).
"3542067063000,","-0.004886922,","0.28527406,",0.26083946,-,car,step-in,-,6s,(angular,velocity).
"3542072495000,","-3.0543262e-4,","0.2764165,",0.28588495,-,car,step-in,-,6s,(angular,velocity).
"3542077062000,","0.014660766,","0.26939157,",0.29229903,-,car,step-in,-,6s,(angular,velocity).
"3542082052000,","0.02107485,","0.2611449,",0.30024028,-,car,step-in,-,6s,(angular,velocity).
"3542087063000,","0.034513887,","0.24862215,",0.2947425,-,car,step-in,-,6s,(angular,velocity).
"3542092073000,","0.049785517,","0.24831672,",0.30482176,-,car,step-in,-,6s,(angular,velocity).
"3542097559000,","0.052534413,","0.24648413,",0.30665436,-,car,step-in,-,6s,(angular,velocity).
"3542102053000,","0.07666359,","0.25473082,",0.30115658,-,car,step-in,-,6s,(angular,velocity).
"3542107203000,","0.07880162,","0.25289822,",0.301462,-,car,step-in,-,6s,(angular,velocity).
"3542112044000,","0.10323623,","0.26389378,",0.29901853,-,car,step-in,-,6s,(angular,velocity).
"3542117068000,","0.1151481,","0.25961772,",0.2941316,-,car,step-in,-,6s,(angular,velocity).
"3542122043000,","0.1432479,","0.26725355,",0.301462,-,car,step-in,-,6s,(angular,velocity).
"3542127050000,","0.1554652,","0.2602286,",0.2947425,-,car,step-in,-,6s,(angular,velocity).
"3542132092000,","0.18692477,","0.26450464,",0.29749137,-,car,step-in,-,6s,(angular,velocity).
"3542137034000,","0.1881465,","0.2611449,",0.30451632,-,car,step-in,-,6s,(angular,velocity).
"3542142145000,","0.20555615,","0.24556783,",0.30787608,-,car,step-in,-,6s,(angular,velocity).
"3542147072000,","0.22113322,","0.23365596,",0.31398472,-,car,step-in,-,6s,(angular,velocity).
"3542152031000,","0.23884831,","0.22968534,",0.33078352,-,car,step-in,-,6s,(angular,velocity).
"3542157057000,","0.2501493,","0.22082779,",0.34025195,-,car,step-in,-,6s,(angular,velocity).
"3542162045000,","0.26725355,","0.21013765,",0.3481932,-,car,step-in,-,6s,(angular,velocity).
"3542167249000,","0.28588495,","0.18997909,",0.35643986,-,car,step-in,-,6s,(angular,velocity).
"3542172003000,","0.29626966,","0.16707164,",0.3622431,-,car,step-in,-,6s,(angular,velocity).
"3542178035000,","0.30634892,","0.16890424,",0.37507126,-,car,step-in,-,6s,(angular,velocity).
"3542182052000,","0.31490102,","0.15974127,",0.37659842,-,car,step-in,-,6s,(angular,velocity).
"3542187037000,","0.3295618,","0.16218472,",0.37110063,-,car,step-in,-,6s,(angular,velocity).
"3542192140000,","0.34238997,","0.17256944,",0.36865717,-,car,step-in,-,6s,(angular,velocity).
"3542197060000,","0.35033122,","0.17256944,",0.35979962,-,car,step-in,-,6s,(angular,velocity).
"3542202032000,","0.3680463,","0.20250183,",0.3454443,-,car,step-in,-,6s,(angular,velocity).
"3542207039000,","0.37232238,","0.21502456,",0.33628133,-,car,step-in,-,6s,(angular,velocity).
"3542212366000,","0.3924809,","0.22052236,",0.31856623,-,car,step-in,-,6s,(angular,velocity).
"3542217076000,","0.39828414,","0.21991149,",0.30085114,-,car,step-in,-,6s,(angular,velocity).
"3542222063000,","0.4196644,","0.23823744,",0.2733622,-,car,step-in,-,6s,(angular,velocity).
"3542227061000,","0.42455134,","0.26053402,",0.25809056,-,car,step-in,-,6s,(angular,velocity).
"3542232073000,","0.4373795,","0.27488935,",0.23457226,-,car,step-in,-,6s,(angular,velocity).
"3542237047000,","0.43157628,","0.29352075,",0.21197024,-,car,step-in,-,6s,(angular,velocity).
"3542242179000,","0.4447099,","0.31123585,",0.19303341,-,car,step-in,-,6s,(angular,velocity).
"3542247074000,","0.44837508,","0.31978795,",0.17592919,-,car,step-in,-,6s,(angular,velocity).
"3542252199000,","0.4541783,","0.33444872,",0.17562376,-,car,step-in,-,6s,(angular,velocity).
"3542257060000,","0.45020768,","0.3594942,",0.17806722,-,car,step-in,-,6s,(angular,velocity).
"3542262044000,","0.4447099,","0.37995818,",0.18112154,-,car,step-in,-,6s,(angular,velocity).
"3542267075000,","0.45845437,","0.39675698,",0.19120082,-,car,step-in,-,6s,(angular,velocity).
"3542272045000,","0.4810564,","0.40317106,",0.1908954,-,car,step-in,-,6s,(angular,velocity).
"3542277098000,","0.49602258,","0.4111123,",0.19883664,-,car,step-in,-,6s,(angular,velocity).
"3542282069000,","0.49327368,","0.40194935,",0.2180789,-,car,step-in,-,6s,(angular,velocity).
"3542287051000,","0.4859433,","0.42149702,",0.2510656,-,car,step-in,-,6s,(angular,velocity).
"3542292103000,","0.48808134,","0.4718934,",0.2648101,-,car,step-in,-,6s,(angular,velocity).
"3542297081000,","0.47983465,","0.5140431,",0.3115413,-,car,step-in,-,6s,(angular,velocity).
"3542302068000,","0.48380527,","0.5552765,",0.3680463,-,car,step-in,-,6s,(angular,velocity).
"3542307050000,","0.48991394,","0.55741453,",0.43157628,-,car,step-in,-,6s,(angular,velocity).
"3542312042000,","0.5140431,","0.5739079,",0.5021312,-,car,step-in,-,6s,(angular,velocity).
"3542317124000,","0.50732356,","0.56596667,",0.5702427,-,car,step-in,-,6s,(angular,velocity).
"3542322086000,","0.51159966,","0.5476407,",0.65118235,-,car,step-in,-,6s,(angular,velocity).
"3542327085000,","0.5002986,","0.50579643,",0.72418076,-,car,step-in,-,6s,(angular,velocity).
"3542332053000,","0.49846604,","0.47067168,",0.7968737,-,car,step-in,-,6s,(angular,velocity).
"3542337048000,","0.48075095,","0.4373795,",0.8680395,-,car,step-in,-,6s,(angular,velocity).
"3542342136000,","0.45998153,","0.40194935,",0.93462384,-,car,step-in,-,6s,(angular,velocity).
"3542347084000,","0.43188173,","0.35185838,",0.9999864,-,car,step-in,-,6s,(angular,velocity).
"3542352059000,","0.42821655,","0.3203988,",1.0464121,-,car,step-in,-,6s,(angular,velocity).
"3542357044000,","0.39645153,","0.30848694,",1.0665708,-,car,step-in,-,6s,(angular,velocity).
"3542362042000,","0.40500367,","0.31795537,",1.0888673,-,car,step-in,-,6s,(angular,velocity).
"3542367087000,","0.41355577,","0.33658674,",1.0983357,-,car,step-in,-,6s,(angular,velocity).
"3542372072000,","0.41263947,","0.3631594,",1.1255192,-,car,step-in,-,6s,(angular,velocity).
"3542377056000,","0.42149702,","0.40194935,",1.1523973,-,car,step-in,-,6s,(angular,velocity).
"3542382052000,","0.43188173,","0.41874814,",1.1887437,-,car,step-in,-,6s,(angular,velocity).
"3542387072000,","0.42913285,","0.43554693,",1.1976013,-,car,step-in,-,6s,(angular,velocity).
"3542392098000,","0.41813725,","0.45020768,",1.2073752,-,car,step-in,-,6s,(angular,velocity).
"3542397061000,","0.42088616,","0.4792238,",1.2144,-,car,step-in,-,6s,(angular,velocity).
"3542402036000,","0.39950588,","0.48502702,",1.2275337,-,car,step-in,-,6s,(angular,velocity).
"3542407448000,","0.37690386,","0.4868596,",1.2635747,-,car,step-in,-,6s,(angular,velocity).
"3542412058000,","0.35430184,","0.4908302,",1.2928963,-,car,step-in,-,6s,(angular,velocity).
"3542417446000,","0.32834008,","0.46944994,",1.3191634,-,car,step-in,-,6s,(angular,velocity).
"3542422080000,","0.33292156,","0.44409904,",1.3249667,-,car,step-in,-,6s,(angular,velocity).
"3542427529000,","0.32345316,","0.44990227,",1.3432927,-,car,step-in,-,6s,(angular,velocity).
"3542432053000,","0.31948254,","0.46211955,",1.3570372,-,car,step-in,-,6s,(angular,velocity).
"3542437411000,","0.3051272,","0.46670106,",1.3732251,-,car,step-in,-,6s,(angular,velocity).
"3542442081000,","0.29138273,","0.45051312,",1.3897184,-,car,step-in,-,6s,(angular,velocity).
"3542447193000,","0.26939157,","0.4007276,",1.3720033,-,car,step-in,-,6s,(angular,velocity).
"3542452050000,","0.25228736,","0.3203988,",1.3631458,-,car,step-in,-,6s,(angular,velocity).
"3542457052000,","0.22418754,","0.20677789,",1.3439035,-,car,step-in,-,6s,(angular,velocity).
"3542462062000,","0.19181168,","0.070249505,",1.3423764,-,car,step-in,-,6s,(angular,velocity).
"3542467323000,","0.16218472,","-0.058643065,",1.3558154,-,car,step-in,-,6s,(angular,velocity).
"3542472039000,","0.13194689,","-0.16493362,",1.3738359,-,car,step-in,-,6s,(angular,velocity).
"3542477059000,","0.12889257,","-0.2556471,",1.4092661,-,car,step-in,-,6s,(angular,velocity).
"3542482033000,","0.110872045,","-0.28710666,",1.4724907,-,car,step-in,-,6s,(angular,velocity).
"3542487030000,","0.10873401,","-0.3136793,",1.5027285,-,car,step-in,-,6s,(angular,velocity).
"3542492164000,","0.10598512,","-0.301462,",1.565953,-,car,step-in,-,6s,(angular,velocity).
"3542497059000,","0.10934488,","-0.2733622,",1.6533068,-,car,step-in,-,6s,(angular,velocity).
"3542502938000,","0.10598512,","-0.2302962,",1.7644843,-,car,step-in,-,6s,(angular,velocity).
"3542507047000,","0.10751228,","-0.15821409,",1.894904,-,car,step-in,-,6s,(angular,velocity).
"3542512042000,","0.098043874,","-0.05497787,",1.9975294,-,car,step-in,-,6s,(angular,velocity).
"3542517068000,","0.10170906,","0.04642576,",2.0677788,-,car,step-in,-,6s,(angular,velocity).
"3542522042000,","0.093462385,","0.13500121,",2.0790799,-,car,step-in,-,6s,(angular,velocity).
"3542527096000,","0.070249505,","0.22876903,",2.0748038,-,car,step-in,-,6s,(angular,velocity).
"3542532023000,","0.06261369,","0.31337386,",2.0583105,-,car,step-in,-,6s,(angular,velocity).
"3542537093000,","0.06994407,","0.38789943,",2.0372355,-,car,step-in,-,6s,(angular,velocity).
"3542542116000,","0.06719518,","0.4370741,",2.0323486,-,car,step-in,-,6s,(angular,velocity).
"3542547079000,","0.061391957,","0.4654793,",2.048842,-,car,step-in,-,6s,(angular,velocity).
"3542552409000,","0.058948494,","0.48441613,",2.0583105,-,car,step-in,-,6s,(angular,velocity).
"3542557052000,","0.04520403,","0.52931476,",2.0766363,-,car,step-in,-,6s,(angular,velocity).
"3542562286000,","0.02565634,","0.55955255,",2.107485,-,car,step-in,-,6s,(angular,velocity).
"3542567141000,","0.009468411,","0.57757306,",2.122146,-,car,step-in,-,6s,(angular,velocity).
"3542572173000,","-0.004886922,","0.59803706,",2.1520782,-,car,step-in,-,6s,(angular,velocity).
"3542577070000,","-0.023518313,","0.61422503,",2.1911736,-,car,step-in,-,6s,(angular,velocity).
"3542582269000,","-0.027794369,","0.63041294,",2.2262983,-,car,step-in,-,6s,(angular,velocity).
"3542587053000,","-0.031154128,","0.643852,",2.235767,-,car,step-in,-,6s,(angular,velocity).
"3542592138000,","-0.021685716,","0.6737844,",2.2421808,-,car,step-in,-,6s,(angular,velocity).
"3542597051000,","-0.011911872,","0.70524395,",2.2595906,-,car,step-in,-,6s,(angular,velocity).
"3542602062000,","-0.005192355,","0.74006325,",2.2672265,-,car,step-in,-,6s,(angular,velocity).
"3542607053000,","-0.0015271631,","0.7470882,",2.2452352,-,car,step-in,-,6s,(angular,velocity).
"3542612057000,","0.0036651916,","0.74464476,",2.2470677,-,car,step-in,-,6s,(angular,velocity).
"3542617095000,","0.01863139,","0.74189585,",2.2201898,-,car,step-in,-,6s,(angular,velocity).
"3542622441000,","0.044898596,","0.7312057,",2.2036965,-,car,step-in,-,6s,(angular,velocity).
"3542628761000,","0.06047566,","0.71776664,",2.1978931,-,car,step-in,-,6s,(angular,velocity).
"3542632119000,","0.09437868,","0.7141015,",2.1954496,-,car,step-in,-,6s,(angular,velocity).
"3542637095000,","0.099571034,","0.72234815,",2.2192733,-,car,step-in,-,6s,(angular,velocity).
"3542642089000,","0.10720685,","0.7153232,",2.1933117,-,car,step-in,-,6s,(angular,velocity).
"3542647214000,","0.109650314,","0.713796,",2.1661282,-,car,step-in,-,6s,(angular,velocity).
"3542652093000,","0.10873401,","0.7510588,",2.1655173,-,car,step-in,-,6s,(angular,velocity).
"3542657105000,","0.11728613,","0.79045963,",2.1725423,-,car,step-in,-,6s,(angular,velocity).
"3542662056000,","0.10629055,","0.8176431,",2.165212,-,car,step-in,-,6s,(angular,velocity).
"3542667102000,","0.116675265,","0.84207773,",2.1682663,-,car,step-in,-,6s,(angular,velocity).
"3542672047000,","0.10751228,","0.8677341,",2.1627684,-,car,step-in,-,6s,(angular,velocity).
"3542677079000,","0.10048734,","0.89552844,",2.2104158,-,car,step-in,-,6s,(angular,velocity).
"3542682053000,","0.08827003,","0.88086766,",2.17804,-,car,step-in,-,6s,(angular,velocity).
"3542687045000,","0.08277224,","0.86590147,",2.1233675,-,car,step-in,-,6s,(angular,velocity).
"3542692080000,","0.08674286,","0.8573494,",2.1044307,-,car,step-in,-,6s,(angular,velocity).
"3542697086000,","0.08399397,","0.81245077,",2.0891593,-,car,step-in,-,6s,(angular,velocity).
"3542702257000,","0.087659165,","0.7556403,",2.0653355,-,car,step-in,-,6s,(angular,velocity).
"3542707057000,","0.09987647,","0.6933321,",2.0442605,-,car,step-in,-,6s,(angular,velocity).
"3542712075000,","0.122478485,","0.64812803,",2.0140228,-,car,step-in,-,6s,(angular,velocity).
"3542717101000,","0.14477506,","0.6032294,",1.9911152,-,car,step-in,-,6s,(angular,velocity).
"3542722025000,","0.16768251,","0.54825157,",1.9611828,-,car,step-in,-,6s,(angular,velocity).
"3542727065000,","0.18112154,","0.5143485,",1.9657644,-,car,step-in,-,6s,(angular,velocity).
"3542732044000,","0.1863139,","0.46761733,",1.9477439,-,car,step-in,-,6s,(angular,velocity).
"3542737052000,","0.20799962,","0.39920044,",1.8664987,-,car,step-in,-,6s,(angular,velocity).
"3542742165000,","0.22143865,","0.39553526,",1.8286251,-,car,step-in,-,6s,(angular,velocity).
"3542747093000,","0.23762658,","0.37720928,",1.8026633,-,car,step-in,-,6s,(angular,velocity).
"3542752084000,","0.24007004,","0.31123585,",1.7675385,-,car,step-in,-,6s,(angular,velocity).
"3542757053000,","0.25411993,","0.2724459,",1.724778,-,car,step-in,-,6s,(angular,velocity).
"3542762029000,","0.24373524,","0.2510656,",1.68385,-,car,step-in,-,6s,(angular,velocity).
"3542767080000,","0.258396,","0.24404067,",1.6404786,-,car,step-in,-,6s,(angular,velocity).
"3542772043000,","0.26450464,","0.23182335,",1.6102408,-,car,step-in,-,6s,(angular,velocity).
"3542777071000,","0.2706133,","0.22571471,",1.57084,-,car,step-in,-,6s,(angular,velocity).
"3542782439000,","0.2687807,","0.18692477,",1.53205,-,car,step-in,-,6s,(angular,velocity).
"3542787052000,","0.28008172,","0.18020524,",1.5115861,-,car,step-in,-,6s,(angular,velocity).
"3542792441000,","0.28680122,","0.18081611,",1.4590516,-,car,step-in,-,6s,(angular,velocity).
"3542797068000,","0.28496864,","0.18325958,",1.4141531,-,car,step-in,-,6s,(angular,velocity).
"3542802071000,","0.2864958,","0.17501289,",1.3808609,-,car,step-in,-,6s,(angular,velocity).
"3542807053000,","0.28619036,","0.16035213,",1.3542882,-,car,step-in,-,6s,(angular,velocity).
"3542812377000,","0.28802297,","0.1704314,",1.3048081,-,car,step-in,-,6s,(angular,velocity).
"3542817135000,","0.2855795,","0.19211712,",1.2577715,-,car,step-in,-,6s,(angular,velocity).
"3542822073000,","0.28680122,","0.17440203,",1.210124,-,car,step-in,-,6s,(angular,velocity).
"3542828034000,","0.29657507,","0.16707164,",1.1746938,-,car,step-in,-,6s,(angular,velocity).
"3542832001000,","0.30726522,","0.15943582,",1.1414018,-,car,step-in,-,6s,(angular,velocity).
"3542837041000,","0.30757064,","0.15974127,",1.1044444,-,car,step-in,-,6s,(angular,velocity).
"3542842063000,","0.301462,","0.14752395,",1.0586295,-,car,step-in,-,6s,(angular,velocity).
"3542847078000,","0.301462,","0.1328632,",1.028697,-,car,step-in,-,6s,(angular,velocity).
"3542852101000,","0.28099802,","0.12003502,",0.98929626,-,car,step-in,-,6s,(angular,velocity).
"3542857051000,","0.28008172,","0.12156218,",0.9569204,-,car,step-in,-,6s,(angular,velocity).
"3542862074000,","0.27763826,","0.11301007,",0.9294315,-,car,step-in,-,6s,(angular,velocity).
"3542867113000,","0.27977628,","0.11209377,",0.8961393,-,car,step-in,-,6s,(angular,velocity).
"3542872081000,","0.27152961,","0.0983493,",0.8671232,-,car,step-in,-,6s,(angular,velocity).
"3542877097000,","0.28496864,","0.10170906,",0.84604836,-,car,step-in,-,6s,(angular,velocity).
"3542882051000,","0.3042109,","0.10720685,",0.8240572,-,car,step-in,-,6s,(angular,velocity).
"3542887038000,","0.3191771,","0.094989546,",0.7987063,-,car,step-in,-,6s,(angular,velocity).
"3542892129000,","0.34697145,","0.07849618,",0.7806858,-,car,step-in,-,6s,(angular,velocity).
"3542898235000,","0.364992,","0.07452556,",0.729984,-,car,step-in,-,6s,(angular,velocity).
"3542902146000,","0.41630468,","0.07422013,",0.7147123,-,car,step-in,-,6s,(angular,velocity).
"3542907048000,","0.4392121,","0.06078109,",0.6899723,-,car,step-in,-,6s,(angular,velocity).
"3542912039000,","0.45478916,","0.030543262,",0.65668017,-,car,step-in,-,6s,(angular,velocity).
"3542917098000,","0.48258355,","0.022296581,",0.6151413,-,car,step-in,-,6s,(angular,velocity).
"3542922059000,","0.51159966,","0.0033597588,",0.5684101,-,car,step-in,-,6s,(angular,velocity).
"3542927115000,","0.5516113,","-0.048563786,",0.54305923,-,car,step-in,-,6s,(angular,velocity).
"3542932115000,","0.57726765,","-0.06566802,",0.4886922,-,car,step-in,-,6s,(angular,velocity).
"3542937071000,","0.59681535,","-0.09743301,",0.44837508,-,car,step-in,-,6s,(angular,velocity).
"3542942237000,","0.62858033,","-0.11942416,",0.4089743,-,car,step-in,-,6s,(angular,velocity).
"3542947102000,","0.6469063,","-0.15118915,",0.35705075,-,car,step-in,-,6s,(angular,velocity).
"3542952113000,","0.66950834,","-0.19181168,",0.3213151,-,car,step-in,-,6s,(angular,velocity).
"3542957135000,","0.69058317,","-0.20708331,",0.2779437,-,car,step-in,-,6s,(angular,velocity).
"3542962055000,","0.7141015,","-0.22510384,",0.24373524,-,car,step-in,-,6s,(angular,velocity).
"3542967138000,","0.74067414,","-0.24770586,",0.20830505,-,car,step-in,-,6s,(angular,velocity).
"3542972069000,","0.75869465,","-0.24831672,",0.16584991,-,car,step-in,-,6s,(angular,velocity).
"3542977126000,","0.768163,","-0.26267207,",0.14538592,-,car,step-in,-,6s,(angular,velocity).
"3542982097000,","0.782213,","-0.27275133,",0.10903945,-,car,step-in,-,6s,(angular,velocity).
