#acceleration,force,along,the,x,y,z,axes,(including,gravity).
"#timestamp(ns),x,y,z(m/s^2)","-9.059659,","2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
#datetime:,05/07/2013,10:40:33,2.3175871,-,sideward,lying,-,(including,gravity).
##########################################,"-9.059659,","2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
#activity:,13,-,sdl,-,sideward,lying,-,10s,gravity).
#subject,id:,2,2.3175871,-,sideward,lying,-,(including,gravity).
#first,name:,sub2,2.3175871,-,sideward,lying,-,(including,gravity).
#last,name:,sub2,2.3175871,-,sideward,lying,-,(including,gravity).
#age:,26,"2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
#height(cm):,169,"2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
#weight(kg):,64,"2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
#gender:,male,"2.9592333,",2.3175871,-,sideward,lying,-,(including,gravity).
"531161705000,","-8.983045,","2.9975405,",2.3942018,-,sideward,lying,-,(including,gravity).
"531171591000,","-8.992621,","3.016694,",2.3750482,-,sideward,lying,-,(including,gravity).
"531186180000,","-9.040505,","2.9879637,",2.3463178,-,sideward,lying,-,(including,gravity).
"531195929000,","-9.040505,","3.0071173,",2.327164,-,sideward,lying,-,(including,gravity).
"531206290000,","-9.030929,","2.96881,",2.327164,-,sideward,lying,-,(including,gravity).
"531216295000,","-9.030929,","2.9975405,",2.3463178,-,sideward,lying,-,(including,gravity).
"531227191000,","-9.021352,","3.0071173,",2.3942018,-,sideward,lying,-,(including,gravity).
"531239603000,","-9.030929,","3.0358477,",2.3942018,-,sideward,lying,-,(including,gravity).
"531252285000,","-9.021352,","3.064578,",2.3080103,-,sideward,lying,-,(including,gravity).
"531264624000,","-9.059659,","3.0358477,",2.2984335,-,sideward,lying,-,(including,gravity).
"531277210000,","-9.040505,","3.0262709,",2.336741,-,sideward,lying,-,(including,gravity).
"531288588000,","-9.040505,","3.0262709,",2.327164,-,sideward,lying,-,(including,gravity).
"531301149000,","-9.078813,","3.0071173,",2.3463178,-,sideward,lying,-,(including,gravity).
"531311237000,","-9.059659,","3.0262709,",2.384625,-,sideward,lying,-,(including,gravity).
"531321481000,","-9.030929,","3.0358477,",2.336741,-,sideward,lying,-,(including,gravity).
"531331537000,","-9.040505,","3.0262709,",2.3463178,-,sideward,lying,-,(including,gravity).
"531341498000,","-9.002198,","3.0071173,",2.3463178,-,sideward,lying,-,(including,gravity).
"531352210000,","-9.002198,","2.9975405,",2.3175871,-,sideward,lying,-,(including,gravity).
"531362261000,","-9.011775,","2.9975405,",2.3175871,-,sideward,lying,-,(including,gravity).
"531374262000,","-9.011775,","2.96881,",2.3175871,-,sideward,lying,-,(including,gravity).
"531385773000,","-9.011775,","2.9975405,",2.3558946,-,sideward,lying,-,(including,gravity).
"531395626000,","-9.030929,","3.016694,",2.327164,-,sideward,lying,-,(including,gravity).
"531406515000,","-9.040505,","3.0454245,",2.3463178,-,sideward,lying,-,(including,gravity).
"531416429000,","-9.059659,","3.0262709,",2.3463178,-,sideward,lying,-,(including,gravity).
"531427453000,","-9.097966,","3.0454245,",2.336741,-,sideward,lying,-,(including,gravity).
"531440103000,","-9.165004,","3.0071173,",2.3175871,-,sideward,lying,-,(including,gravity).
"531452405000,","-9.14585,","2.9783869,",2.27928,-,sideward,lying,-,(including,gravity).
"531464978000,","-9.107543,","2.9879637,",2.2888567,-,sideward,lying,-,(including,gravity).
"531477195000,","-9.11712,","2.9592333,",2.2984335,-,sideward,lying,-,(including,gravity).
"531489655000,","-9.002198,","2.9592333,",2.3080103,-,sideward,lying,-,(including,gravity).
"531502503000,","-8.992621,","3.016694,",2.3080103,-,sideward,lying,-,(including,gravity).
"531514958000,","-8.954314,","3.074155,",2.336741,-,sideward,lying,-,(including,gravity).
"531527471000,","-8.973468,","3.064578,",2.2888567,-,sideward,lying,-,(including,gravity).
"531540108000,","-9.011775,","3.064578,",2.27928,-,sideward,lying,-,(including,gravity).
"531552512000,","-9.021352,","3.0358477,",2.27928,-,sideward,lying,-,(including,gravity).
"531564674000,","-9.021352,","3.0550013,",2.2984335,-,sideward,lying,-,(including,gravity).
"531577200000,","-9.069236,","3.0454245,",2.3175871,-,sideward,lying,-,(including,gravity).
"531589613000,","-9.088389,","3.064578,",2.2888567,-,sideward,lying,-,(including,gravity).
"531602348000,","-9.078813,","3.0550013,",2.3080103,-,sideward,lying,-,(including,gravity).
"531614636000,","-9.069236,","3.016694,",2.3463178,-,sideward,lying,-,(including,gravity).
"531627125000,","-9.030929,","3.0358477,",2.327164,-,sideward,lying,-,(including,gravity).
"531638230000,","-9.002198,","3.0262709,",2.3175871,-,sideward,lying,-,(including,gravity).
"531651456000,","-8.973468,","3.0358477,",2.2505496,-,sideward,lying,-,(including,gravity).
"531661633000,","-8.963891,","3.0454245,",2.2984335,-,sideward,lying,-,(including,gravity).
"531671479000,","-8.992621,","3.0454245,",2.3175871,-,sideward,lying,-,(including,gravity).
"531681898000,","-9.002198,","3.0358477,",2.3175871,-,sideward,lying,-,(including,gravity).
"531691755000,","-9.011775,","3.0358477,",2.336741,-,sideward,lying,-,(including,gravity).
"531702440000,","-9.002198,","3.0358477,",2.2984335,-,sideward,lying,-,(including,gravity).
"531713590000,","-9.040505,","3.0071173,",2.2888567,-,sideward,lying,-,(including,gravity).
"531724244000,","-9.050082,","2.9879637,",2.2984335,-,sideward,lying,-,(including,gravity).
"531734429000,","-9.059659,","3.0454245,",2.327164,-,sideward,lying,-,(including,gravity).
"531743960000,","-9.069236,","3.016694,",2.336741,-,sideward,lying,-,(including,gravity).
"531756326000,","-9.059659,","3.0262709,",2.3750482,-,sideward,lying,-,(including,gravity).
"531766189000,","-9.097966,","2.9975405,",2.3654714,-,sideward,lying,-,(including,gravity).
"531777689000,","-9.078813,","2.9783869,",2.3175871,-,sideward,lying,-,(including,gravity).
"531790137000,","-9.078813,","2.9783869,",2.2888567,-,sideward,lying,-,(including,gravity).
"531802813000,","-9.030929,","2.9975405,",2.3175871,-,sideward,lying,-,(including,gravity).
"531815070000,","-8.992621,","3.0071173,",2.3463178,-,sideward,lying,-,(including,gravity).
"531827749000,","-8.973468,","3.016694,",2.3080103,-,sideward,lying,-,(including,gravity).
"531840108000,","-9.002198,","3.0262709,",2.3463178,-,sideward,lying,-,(including,gravity).
"531852997000,","-9.002198,","3.0454245,",2.336741,-,sideward,lying,-,(including,gravity).
"531864480000,","-9.021352,","3.0071173,",2.3463178,-,sideward,lying,-,(including,gravity).
"531878244000,","-9.021352,","3.0358477,",2.3558946,-,sideward,lying,-,(including,gravity).
"531890695000,","-9.011775,","3.0454245,",2.327164,-,sideward,lying,-,(including,gravity).
"531903406000,","-8.963891,","2.9975405,",2.2888567,-,sideward,lying,-,(including,gravity).
"531915736000,","-9.002198,","3.0262709,",2.3175871,-,sideward,lying,-,(including,gravity).
"531927612000,","-9.030929,","3.0262709,",2.2409728,-,sideward,lying,-,(including,gravity).
"531940245000,","-9.011775,","3.0454245,",2.2601264,-,sideward,lying,-,(including,gravity).
"531952167000,","-9.030929,","3.0550013,",2.2601264,-,sideward,lying,-,(including,gravity).
"531962089000,","-9.021352,","3.0933087,",2.2888567,-,sideward,lying,-,(including,gravity).
"531974344000,","-9.030929,","3.064578,",2.2888567,-,sideward,lying,-,(including,gravity).
"531986036000,","-9.030929,","3.064578,",2.3175871,-,sideward,lying,-,(including,gravity).
"531995815000,","-9.040505,","3.0550013,",2.3080103,-,sideward,lying,-,(including,gravity).
"532006235000,","-9.040505,","3.0454245,",2.27928,-,sideward,lying,-,(including,gravity).
"532016357000,","-9.030929,","3.0071173,",2.2505496,-,sideward,lying,-,(including,gravity).
"532027565000,","-9.030929,","3.0071173,",2.2601264,-,sideward,lying,-,(including,gravity).
"532040408000,","-9.040505,","3.016694,",2.2409728,-,sideward,lying,-,(including,gravity).
"532052597000,","-9.050082,","2.9783869,",2.231396,-,sideward,lying,-,(including,gravity).
"532065298000,","-9.050082,","3.016694,",2.27928,-,sideward,lying,-,(including,gravity).
"532077537000,","-9.088389,","3.0262709,",2.2888567,-,sideward,lying,-,(including,gravity).
"532089691000,","-9.088389,","3.064578,",2.3080103,-,sideward,lying,-,(including,gravity).
"532102496000,","-9.069236,","3.0933087,",2.27928,-,sideward,lying,-,(including,gravity).
"532115103000,","-9.059659,","3.0358477,",2.27928,-,sideward,lying,-,(including,gravity).
"532127014000,","-9.050082,","3.0262709,",2.2697031,-,sideward,lying,-,(including,gravity).
"532136492000,","-9.059659,","2.9975405,",2.2697031,-,sideward,lying,-,(including,gravity).
"532146520000,","-9.011775,","2.9975405,",2.231396,-,sideward,lying,-,(including,gravity).
"532156542000,","-9.021352,","3.0358477,",2.2122424,-,sideward,lying,-,(including,gravity).
"532168071000,","-8.954314,","3.0550013,",2.2122424,-,sideward,lying,-,(including,gravity).
"532179737000,","-8.983045,","3.064578,",2.231396,-,sideward,lying,-,(including,gravity).
"532190408000,","-9.002198,","3.083732,",2.231396,-,sideward,lying,-,(including,gravity).
"532202396000,","-9.021352,","3.0454245,",2.231396,-,sideward,lying,-,(including,gravity).
"532214754000,","-9.059659,","3.016694,",2.2505496,-,sideward,lying,-,(including,gravity).
"532227274000,","-9.126697,","3.0454245,",2.2122424,-,sideward,lying,-,(including,gravity).
"532239780000,","-9.097966,","3.0358477,",2.231396,-,sideward,lying,-,(including,gravity).
"532252396000,","-9.088389,","3.064578,",2.231396,-,sideward,lying,-,(including,gravity).
"532264857000,","-9.059659,","3.0358477,",2.231396,-,sideward,lying,-,(including,gravity).
"532277256000,","-9.002198,","3.064578,",2.1930888,-,sideward,lying,-,(including,gravity).
"532289578000,","-8.992621,","3.064578,",2.2218192,-,sideward,lying,-,(including,gravity).
"532302318000,","-8.973468,","3.0550013,",2.2122424,-,sideward,lying,-,(including,gravity).
"532314753000,","-8.983045,","3.074155,",2.1930888,-,sideward,lying,-,(including,gravity).
"532327276000,","-9.002198,","3.0550013,",2.2218192,-,sideward,lying,-,(including,gravity).
"532339696000,","-9.040505,","3.0358477,",2.2026656,-,sideward,lying,-,(including,gravity).
"532352352000,","-9.069236,","3.0071173,",2.183512,-,sideward,lying,-,(including,gravity).
"532364803000,","-9.078813,","3.0071173,",2.2218192,-,sideward,lying,-,(including,gravity).
"532377277000,","-9.107543,","2.9879637,",2.2122424,-,sideward,lying,-,(including,gravity).
"532389712000,","-9.107543,","2.9879637,",2.2601264,-,sideward,lying,-,(including,gravity).
"532402385000,","-9.097966,","2.9783869,",2.2122424,-,sideward,lying,-,(including,gravity).
"532414781000,","-9.050082,","2.9879637,",2.2122424,-,sideward,lying,-,(including,gravity).
"532427335000,","-9.021352,","3.016694,",2.2026656,-,sideward,lying,-,(including,gravity).
"532440269000,","-8.992621,","3.0454245,",2.1930888,-,sideward,lying,-,(including,gravity).
"532452446000,","-9.021352,","3.0933087,",2.1739352,-,sideward,lying,-,(including,gravity).
"532464918000,","-9.040505,","3.064578,",2.2026656,-,sideward,lying,-,(including,gravity).
"532477297000,","-9.097966,","3.0550013,",2.1547816,-,sideward,lying,-,(including,gravity).
"532489744000,","-9.088389,","3.0550013,",2.1547816,-,sideward,lying,-,(including,gravity).
"532502360000,","-9.088389,","2.9975405,",2.1452048,-,sideward,lying,-,(including,gravity).
"532514953000,","-9.107543,","3.0358477,",2.1930888,-,sideward,lying,-,(including,gravity).
"532527248000,","-9.126697,","3.064578,",2.183512,-,sideward,lying,-,(including,gravity).
"532539666000,","-9.088389,","3.0933087,",2.1739352,-,sideward,lying,-,(including,gravity).
"532552314000,","-9.059659,","3.1028855,",2.1643584,-,sideward,lying,-,(including,gravity).
"532564833000,","-9.050082,","3.0933087,",2.1739352,-,sideward,lying,-,(including,gravity).
"532577598000,","-9.050082,","3.1028855,",2.1452048,-,sideward,lying,-,(including,gravity).
"532590439000,","-9.040505,","3.083732,",2.135628,-,sideward,lying,-,(including,gravity).
"532602659000,","-9.059659,","3.083732,",2.1452048,-,sideward,lying,-,(including,gravity).
"532615267000,","-9.107543,","3.064578,",2.1068976,-,sideward,lying,-,(including,gravity).
"532626709000,","-9.097966,","3.016694,",2.1164744,-,sideward,lying,-,(including,gravity).
"532636824000,","-9.078813,","3.064578,",2.1643584,-,sideward,lying,-,(including,gravity).
"532646642000,","-9.078813,","3.0358477,",2.1643584,-,sideward,lying,-,(including,gravity).
"532660453000,","-9.059659,","3.0933087,",2.135628,-,sideward,lying,-,(including,gravity).
"532671038000,","-9.050082,","3.1028855,",2.1164744,-,sideward,lying,-,(including,gravity).
"532681330000,","-9.011775,","3.122039,",2.135628,-,sideward,lying,-,(including,gravity).
"532691737000,","-9.059659,","3.0550013,",2.1547816,-,sideward,lying,-,(including,gravity).
"532702436000,","-9.078813,","3.0454245,",2.1452048,-,sideward,lying,-,(including,gravity).
"532715059000,","-9.11712,","3.016694,",2.183512,-,sideward,lying,-,(including,gravity).
"532727272000,","-9.14585,","3.0262709,",2.2026656,-,sideward,lying,-,(including,gravity).
"532739665000,","-9.107543,","3.083732,",2.1547816,-,sideward,lying,-,(including,gravity).
"532752425000,","-9.078813,","3.1411927,",2.1068976,-,sideward,lying,-,(including,gravity).
"532764772000,","-9.097966,","3.169923,",2.1164744,-,sideward,lying,-,(including,gravity).
"532777353000,","-9.097966,","3.122039,",2.1164744,-,sideward,lying,-,(including,gravity).
"532789852000,","-9.107543,","3.0358477,",2.1930888,-,sideward,lying,-,(including,gravity).
"532802492000,","-9.097966,","3.0071173,",2.1452048,-,sideward,lying,-,(including,gravity).
"532815106000,","-9.069236,","2.96881,",2.1164744,-,sideward,lying,-,(including,gravity).
"532827188000,","-9.030929,","2.9879637,",2.1164744,-,sideward,lying,-,(including,gravity).
"532837430000,","-9.059659,","3.016694,",2.078167,-,sideward,lying,-,(including,gravity).
"532849345000,","-9.107543,","3.0358477,",2.1164744,-,sideward,lying,-,(including,gravity).
"532860776000,","-9.059659,","3.0262709,",2.1452048,-,sideward,lying,-,(including,gravity).
"532871272000,","-9.078813,","3.016694,",2.1452048,-,sideward,lying,-,(including,gravity).
"532881452000,","-9.059659,","3.016694,",2.1068976,-,sideward,lying,-,(including,gravity).
"532891584000,","-9.069236,","3.0071173,",2.0590134,-,sideward,lying,-,(including,gravity).
"532902077000,","-9.078813,","3.0454245,",2.1068976,-,sideward,lying,-,(including,gravity).
"532914568000,","-9.069236,","3.083732,",2.1260512,-,sideward,lying,-,(including,gravity).
"532927367000,","-9.078813,","3.1028855,",2.1452048,-,sideward,lying,-,(including,gravity).
"532940224000,","-9.069236,","3.1316159,",2.1452048,-,sideward,lying,-,(including,gravity).
"532952544000,","-9.040505,","3.1507695,",2.183512,-,sideward,lying,-,(including,gravity).
"532965298000,","-8.973468,","3.1794999,",2.1068976,-,sideward,lying,-,(including,gravity).
"532977663000,","-8.963891,","3.1603463,",2.078167,-,sideward,lying,-,(including,gravity).
"532990374000,","-8.925584,","3.122039,",2.087744,-,sideward,lying,-,(including,gravity).
"533002734000,","-8.973468,","3.083732,",2.0398598,-,sideward,lying,-,(including,gravity).
"533015625000,","-9.050082,","3.0454245,",2.1068976,-,sideward,lying,-,(including,gravity).
"533027720000,","-9.040505,","3.0358477,",2.1164744,-,sideward,lying,-,(including,gravity).
"533039991000,","-9.059659,","3.0550013,",2.1260512,-,sideward,lying,-,(including,gravity).
"533052609000,","-9.059659,","3.0454245,",2.1260512,-,sideward,lying,-,(including,gravity).
"533065153000,","-9.11712,","3.1124623,",2.1164744,-,sideward,lying,-,(including,gravity).
"533077427000,","-9.136273,","3.1124623,",2.135628,-,sideward,lying,-,(including,gravity).
"533089787000,","-9.155427,","3.1124623,",2.1643584,-,sideward,lying,-,(including,gravity).
"533102751000,","-9.107543,","3.122039,",2.078167,-,sideward,lying,-,(including,gravity).
"533115644000,","-9.097966,","3.122039,",2.078167,-,sideward,lying,-,(including,gravity).
"533127988000,","-9.059659,","3.1028855,",2.087744,-,sideward,lying,-,(including,gravity).
"533140633000,","-9.059659,","3.1028855,",2.0590134,-,sideward,lying,-,(including,gravity).
"533152776000,","-9.021352,","3.1316159,",2.0685902,-,sideward,lying,-,(including,gravity).
"533165159000,","-9.050082,","3.1411927,",2.078167,-,sideward,lying,-,(including,gravity).
"533177712000,","-9.040505,","3.122039,",2.0207062,-,sideward,lying,-,(including,gravity).
"533190371000,","-9.021352,","3.1124623,",2.0685902,-,sideward,lying,-,(including,gravity).
"533202809000,","-9.107543,","3.0454245,",2.0494366,-,sideward,lying,-,(including,gravity).
"533215697000,","-9.069236,","3.0071173,",2.0398598,-,sideward,lying,-,(including,gravity).
"533227160000,","-9.107543,","3.0071173,",2.0590134,-,sideward,lying,-,(including,gravity).
"533239832000,","-9.097966,","3.169923,",2.0973208,-,sideward,lying,-,(including,gravity).
"533251555000,","-9.136273,","3.083732,",2.1260512,-,sideward,lying,-,(including,gravity).
"533261565000,","-9.088389,","3.1411927,",2.1164744,-,sideward,lying,-,(including,gravity).
"533271652000,","-9.050082,","3.1507695,",2.1068976,-,sideward,lying,-,(including,gravity).
"533281778000,","-9.059659,","3.1411927,",2.087744,-,sideward,lying,-,(including,gravity).
"533291927000,","-8.992621,","3.1316159,",2.0685902,-,sideward,lying,-,(including,gravity).
"533302607000,","-9.011775,","3.064578,",2.087744,-,sideward,lying,-,(including,gravity).
