#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","-1.0693196,","-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#datetime:,29/05/2013,14:18:30,-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
##########################################,"-1.0693196,","-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#activity:,4,-,jum,-,jumping,-,30s,axes,(angular,velocity).
#subject,id:,7,-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#first,name:,sub7,-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#last,name:,sub7,-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#age:,25,"-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#height(cm):,189,"-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#weight(kg):,80,"-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
#gender:,male,"-0.007330383,",-0.2883284,-,jumping,-,30s,axes,(angular,velocity).
"4180019024000,","-3.1764994,","-0.43188173,",-0.12034045,-,jumping,-,30s,axes,(angular,velocity).
"4180023991000,","-2.941927,","-0.97524637,",3.0543262e-4,-,jumping,-,30s,axes,(angular,velocity).
"4180029026000,","-2.864958,","-1.3005321,",0.099571034,-,jumping,-,30s,axes,(angular,velocity).
"4180034247000,","-2.9972103,","-1.2125676,",0.12767084,-,jumping,-,30s,axes,(angular,velocity).
"4180039001000,","-3.1441233,","-0.6844745,",0.11178834,-,jumping,-,30s,axes,(angular,velocity).
"4180044041000,","-3.072652,","-0.043982297,",0.062308256,-,jumping,-,30s,axes,(angular,velocity).
"4180049107000,","-2.7088819,","0.19761491,",-0.047036625,-,jumping,-,30s,axes,(angular,velocity).
"4180053968000,","-2.2241604,","0.6386596,",-0.12614368,-,jumping,-,30s,axes,(angular,velocity).
"4180059045000,","-2.0271564,","1.4905112,",-0.3231477,-,jumping,-,30s,axes,(angular,velocity).
"4180064029000,","-1.89918,","2.9150488,",-0.5705481,-,jumping,-,30s,axes,(angular,velocity).
"4180069007000,","-1.9071213,","4.0146065,",-0.7425067,-,jumping,-,30s,axes,(angular,velocity).
"4180074036000,","-1.6957619,","4.227493,",-0.8381071,-,jumping,-,30s,axes,(angular,velocity).
"4180079372000,","-1.1722504,","3.8344011,",-0.96669424,-,jumping,-,30s,axes,(angular,velocity).
"4180084097000,","-0.6835582,","3.1041117,",-1.0751228,-,jumping,-,30s,axes,(angular,velocity).
"4180089041000,","-0.57879484,","2.2489004,",-1.0207558,-,jumping,-,30s,axes,(angular,velocity).
"4180094025000,","-0.7333437,","1.5577064,",-0.75136423,-,jumping,-,30s,axes,(angular,velocity).
"4180099043000,","-0.9120218,","1.1756102,",-0.46211955,-,jumping,-,30s,axes,(angular,velocity).
"4180104221000,","-0.85918194,","1.0989466,",-0.33261612,-,jumping,-,30s,axes,(angular,velocity).
"4180109047000,","-0.5170974,","1.0882565,",-0.33292156,-,jumping,-,30s,axes,(angular,velocity).
"4180114021000,","-0.08368854,","1.024421,",-0.355829,-,jumping,-,30s,axes,(angular,velocity).
"4180119060000,","0.25381452,","0.9068295,",-0.35613444,-,jumping,-,30s,axes,(angular,velocity).
"4180124033000,","0.52290064,","0.6771441,",-0.3005457,-,jumping,-,30s,axes,(angular,velocity).
"4180129025000,","0.7672467,","0.38545597,",-0.18967366,-,jumping,-,30s,axes,(angular,velocity).
"4180134158000,","0.93523467,","0.22418754,",-0.056505036,-,jumping,-,30s,axes,(angular,velocity).
"4180138995000,","1.0180069,","0.2565634,",0.08368854,-,jumping,-,30s,axes,(angular,velocity).
"4180144038000,","1.1136073,","0.38453966,",0.20861048,-,jumping,-,30s,axes,(angular,velocity).
"4180148959000,","1.2614367,","0.44929138,",0.26328292,-,jumping,-,30s,axes,(angular,velocity).
"4180153996000,","1.3393221,","0.49205196,",0.38881573,-,jumping,-,30s,axes,(angular,velocity).
"4180158993000,","1.4764613,","0.3662137,",0.5225952,-,jumping,-,30s,axes,(angular,velocity).
"4180163964000,","1.575116,","0.11911872,",0.6407976,-,jumping,-,30s,axes,(angular,velocity).
"4180169042000,","1.6136005,","-0.16584991,",0.7470882,-,jumping,-,30s,axes,(angular,velocity).
"4180173995000,","1.6511687,","-0.43890667,",0.83260936,-,jumping,-,30s,axes,(angular,velocity).
"4180179010000,","1.6630806,","-0.61758476,",0.93523467,-,jumping,-,30s,axes,(angular,velocity).
"4180184106000,","1.6618589,","-0.7858781,",1.0757337,-,jumping,-,30s,axes,(angular,velocity).
"4180189266000,","1.6389514,","-0.99021256,",1.1976013,-,jumping,-,30s,axes,(angular,velocity).
"4180194003000,","1.6533068,","-1.1972959,",1.2880094,-,jumping,-,30s,axes,(angular,velocity).
"4180199030000,","1.7366899,","-1.382388,",1.344209,-,jumping,-,30s,axes,(angular,velocity).
"4180204064000,","1.8805487,","-1.5204436,",1.3567317,-,jumping,-,30s,axes,(angular,velocity).
"4180209011000,","2.0552561,","-1.5882497,",1.2974777,-,jumping,-,30s,axes,(angular,velocity).
"4180214038000,","2.2241604,","-1.5812247,",1.237613,-,jumping,-,30s,axes,(angular,velocity).
"4180219065000,","2.3545802,","-1.5421293,",1.1881329,-,jumping,-,30s,axes,(angular,velocity).
"4180223960000,","2.4788911,","-1.4966198,",1.1133019,-,jumping,-,30s,axes,(angular,velocity).
"4180229025000,","2.579684,","-1.4083499,",1.0345002,-,jumping,-,30s,axes,(angular,velocity).
"4180234039000,","2.6881125,","-1.2678508,",0.9294315,-,jumping,-,30s,axes,(angular,velocity).
"4180239058000,","2.833193,","-1.1233811,",0.78893244,-,jumping,-,30s,axes,(angular,velocity).
"4180244031000,","2.9798007,","-1.0622946,",0.66645396,-,jumping,-,30s,axes,(angular,velocity).
"4180249068000,","3.0586023,","-0.95447695,",0.5671884,-,jumping,-,30s,axes,(angular,velocity).
"4180253991000,","3.0601294,","-0.8753699,",0.5317582,-,jumping,-,30s,axes,(angular,velocity).
"4180258996000,","3.0305026,","-0.8206975,",0.5122105,-,jumping,-,30s,axes,(angular,velocity).
"4180263970000,","2.9342911,","-0.77213365,",0.5494733,-,jumping,-,30s,axes,(angular,velocity).
"4180269010000,","2.8093693,","-0.7623598,",0.5751296,-,jumping,-,30s,axes,(angular,velocity).
"4180274038000,","2.6853635,","-0.70432764,",0.57360244,-,jumping,-,30s,axes,(angular,velocity).
"4180279412000,","2.6013696,","-0.5876524,",0.537256,-,jumping,-,30s,axes,(angular,velocity).
"4180284223000,","2.5964828,","-0.42485678,",0.43676865,-,jumping,-,30s,axes,(angular,velocity).
"4180289074000,","2.679255,","-0.17256944,",0.29565877,-,jumping,-,30s,axes,(angular,velocity).
"4180294026000,","2.8081474,","0.1255328,",0.1151481,-,jumping,-,30s,axes,(angular,velocity).
"4180299051000,","2.9571986,","0.48288897,",-0.08674286,-,jumping,-,30s,axes,(angular,velocity).
"4180304057000,","3.0644054,","0.8781188,",-0.29016098,-,jumping,-,30s,axes,(angular,velocity).
"4180309043000,","3.0882292,","1.2052372,",-0.47616947,-,jumping,-,30s,axes,(angular,velocity).
"4180314025000,","3.0524936,","1.466382,",-0.61483586,-,jumping,-,30s,axes,(angular,velocity).
"4180319080000,","2.9382617,","1.6743816,",-0.691194,-,jumping,-,30s,axes,(angular,velocity).
"4180323957000,","2.7495046,","1.8793269,",-0.68661255,-,jumping,-,30s,axes,(angular,velocity).
"4180329057000,","2.4929411,","2.019826,",-0.6404922,-,jumping,-,30s,axes,(angular,velocity).
"4180334132000,","2.1820107,","2.076331,",-0.5864306,-,jumping,-,30s,axes,(angular,velocity).
"4180339111000,","1.8527542,","2.0167716,",-0.5305365,-,jumping,-,30s,axes,(angular,velocity).
"4180344011000,","1.5360206,","1.9382755,",-0.42424592,-,jumping,-,30s,axes,(angular,velocity).
"4180349058000,","1.4129313,","1.738828,",-0.3576616,-,jumping,-,30s,axes,(angular,velocity).
"4180353925000,","1.1771374,","1.4630222,",-0.2180789,-,jumping,-,30s,axes,(angular,velocity).
"4180358872000,","0.9618073,","1.1282681,",-0.099265605,-,jumping,-,30s,axes,(angular,velocity).
"4180363899000,","0.7104363,","0.7101309,",-0.0070249503,-,jumping,-,30s,axes,(angular,velocity).
"4180368892000,","0.43310347,","0.2003638,",0.05497787,-,jumping,-,30s,axes,(angular,velocity).
"4180373880000,","0.10293079,","-0.36041048,",0.13164146,-,jumping,-,30s,axes,(angular,velocity).
"4180378866000,","-0.28985557,","-0.88056225,",0.21227567,-,jumping,-,30s,axes,(angular,velocity).
"4180383905000,","-0.6786713,","-1.2388347,",0.3173445,-,jumping,-,30s,axes,(angular,velocity).
"4180388867000,","-1.040609,","-1.421178,",0.41447207,-,jumping,-,30s,axes,(angular,velocity).
"4180393892000,","-1.351234,","-1.4831808,",0.51068336,-,jumping,-,30s,axes,(angular,velocity).
"4180398881000,","-1.6126842,","-1.4459181,",0.573297,-,jumping,-,30s,axes,(angular,velocity).
"4180403867000,","-1.7745636,","-1.3057245,",0.59986967,-,jumping,-,30s,axes,(angular,velocity).
"4180408885000,","-1.8115209,","-1.0607675,",0.57787853,-,jumping,-,30s,axes,(angular,velocity).
"4180413898000,","-1.7220291,","-0.7147123,",0.5271767,-,jumping,-,30s,axes,(angular,velocity).
"4180418904000,","-1.5354098,","-0.3417791,",0.44104472,-,jumping,-,30s,axes,(angular,velocity).
"4180423880000,","-1.2837334,","-0.045814894,",0.33536503,-,jumping,-,30s,axes,(angular,velocity).
"4180428890000,","-1.0247264,","0.1020145,",0.20647246,-,jumping,-,30s,axes,(angular,velocity).
"4180433897000,","-0.79320854,","0.1337795,",0.07788532,-,jumping,-,30s,axes,(angular,velocity).
"4180438871000,","-0.64904433,","0.1282817,",-0.07849618,-,jumping,-,30s,axes,(angular,velocity).
"4180443878000,","-0.6093381,","0.105068825,",-0.15363261,-,jumping,-,30s,axes,(angular,velocity).
"4180448882000,","-0.5992588,","0.11575896,",-0.258396,-,jumping,-,30s,axes,(angular,velocity).
"4180453879000,","-0.6258314,","0.21777347,",-0.3200934,-,jumping,-,30s,axes,(angular,velocity).
"4180458869000,","-0.64751714,","0.37934732,",-0.35185838,-,jumping,-,30s,axes,(angular,velocity).
"4180463877000,","-0.6560693,","0.5552765,",-0.35277468,-,jumping,-,30s,axes,(angular,velocity).
"4180468884000,","-0.67164636,","0.66645396,",-0.34697145,-,jumping,-,30s,axes,(angular,velocity).
"4180473877000,","-0.6783658,","0.7107417,",-0.37965274,-,jumping,-,30s,axes,(angular,velocity).
"4180478856000,","-0.6792821,","0.68691796,",-0.4071417,-,jumping,-,30s,axes,(angular,velocity).
"4180483905000,","-0.66523224,","0.6404922,",-0.42546764,-,jumping,-,30s,axes,(angular,velocity).
"4180488851000,","-0.634689,","0.5882632,",-0.4437936,-,jumping,-,30s,axes,(angular,velocity).
"4180493861000,","-0.61086524,","0.54550266,",-0.4373795,-,jumping,-,30s,axes,(angular,velocity).
"4180498875000,","-0.6075055,","0.5375614,",-0.44409904,-,jumping,-,30s,axes,(angular,velocity).
"4180503872000,","-0.62125,","0.54244834,",-0.45753807,-,jumping,-,30s,axes,(angular,velocity).
"4180508862000,","-0.64721173,","0.52931476,",-0.47708577,-,jumping,-,30s,axes,(angular,velocity).
"4180513858000,","-0.6957755,","0.5305365,",-0.48624873,-,jumping,-,30s,axes,(angular,velocity).
"4180518883000,","-0.75411314,","0.52564955,",-0.50854534,-,jumping,-,30s,axes,(angular,velocity).
"4180523865000,","-0.829555,","0.50640726,",-0.537256,-,jumping,-,30s,axes,(angular,velocity).
"4180528877000,","-0.8912524,","0.4813618,",-0.56779927,-,jumping,-,30s,axes,(angular,velocity).
"4180533869000,","-0.9428705,","0.47067168,",-0.5925393,-,jumping,-,30s,axes,(angular,velocity).
"4180538902000,","-0.9950995,","0.4071417,",-0.6081163,-,jumping,-,30s,axes,(angular,velocity).
"4180543903000,","-1.0149527,","0.33292156,",-0.6197228,-,jumping,-,30s,axes,(angular,velocity).
"4180548885000,","-1.0647382,","0.2657264,",-0.63499445,-,jumping,-,30s,axes,(angular,velocity).
"4180553931000,","-1.1117748,","0.2049453,",-0.64996064,-,jumping,-,30s,axes,(angular,velocity).
"4180558920000,","-1.1557571,","0.15271631,",-0.6640105,-,jumping,-,30s,axes,(angular,velocity).
"4180563935000,","-1.201572,","0.09040806,",-0.68569624,-,jumping,-,30s,axes,(angular,velocity).
"4180568952000,","-1.2544118,","0.042455133,",-0.7058548,-,jumping,-,30s,axes,(angular,velocity).
"4180573923000,","-1.3069462,","0.004276057,",-0.72051555,-,jumping,-,30s,axes,(angular,velocity).
"4180578890000,","-1.3429873,","-0.056505036,",-0.7440339,-,jumping,-,30s,axes,(angular,velocity).
"4180583919000,","-1.3631458,","-0.17837265,",-0.7910705,-,jumping,-,30s,axes,(angular,velocity).
"4180588914000,","-1.3600914,","-0.35369098,",-0.8549059,-,jumping,-,30s,axes,(angular,velocity).
"4180593891000,","-1.3243558,","-0.52534413,",-0.91996306,-,jumping,-,30s,axes,(angular,velocity).
"4180598952000,","-1.318858,","-0.7281514,",-0.979217,-,jumping,-,30s,axes,(angular,velocity).
"4180603994000,","-1.4004086,","-0.806953,",-0.98807454,-,jumping,-,30s,axes,(angular,velocity).
"4180608971000,","-1.6780468,","-0.72601336,",-0.97158116,-,jumping,-,30s,axes,(angular,velocity).
"4180613934000,","-2.1481075,","-0.6976081,",-0.9633345,-,jumping,-,30s,axes,(angular,velocity).
"4180619023000,","-2.6658158,","-0.9987647,",-0.93187493,-,jumping,-,30s,axes,(angular,velocity).
"4180623955000,","-2.9202414,","-1.4162911,",-0.69913524,-,jumping,-,30s,axes,(angular,velocity).
"4180628973000,","-2.8322768,","-1.5293012,",-0.312763,-,jumping,-,30s,axes,(angular,velocity).
"4180633945000,","-2.6111436,","-1.5714508,",0.004581489,-,jumping,-,30s,axes,(angular,velocity).
"4180638985000,","-2.5011878,","-1.743104,",0.10476339,-,jumping,-,30s,axes,(angular,velocity).
"4180643950000,","-2.4596488,","-1.8897116,",0.17134771,-,jumping,-,30s,axes,(angular,velocity).
"4180648967000,","-2.26631,","-1.997224,",0.17104226,-,jumping,-,30s,axes,(angular,velocity).
"4180654011000,","-1.93797,","-2.0265455,",0.22143865,-,jumping,-,30s,axes,(angular,velocity).
"4180659049000,","-1.539075,","-1.8832976,",0.2883284,-,jumping,-,30s,axes,(angular,velocity).
"4180664030000,","-1.0693196,","-1.4761559,",0.23457226,-,jumping,-,30s,axes,(angular,velocity).
"4180669045000,","-0.6835582,","-0.7852673,",0.06352998,-,jumping,-,30s,axes,(angular,velocity).
"4180674055000,","-0.40561453,","0.056505036,",-0.099571034,-,jumping,-,30s,axes,(angular,velocity).
"4180678955000,","-0.2321288,","0.6151413,",-0.06627888,-,jumping,-,30s,axes,(angular,velocity).
"4180684082000,","-0.33383787,","0.71837753,",0.13072516,-,jumping,-,30s,axes,(angular,velocity).
"4180689009000,","-0.6374379,","0.7489208,",0.29779682,-,jumping,-,30s,axes,(angular,velocity).
"4180694015000,","-0.85154617,","0.8793405,",0.36193767,-,jumping,-,30s,axes,(angular,velocity).
"4180699075000,","-0.7266242,","0.8756753,",0.24312437,-,jumping,-,30s,axes,(angular,velocity).
"4180704237000,","-0.46303585,","0.766025,",0.004276057,-,jumping,-,30s,axes,(angular,velocity).
"4180709053000,","-0.40683624,","0.7959574,",-0.25289822,-,jumping,-,30s,axes,(angular,velocity).
"4180714027000,","-0.43157628,","1.241889,",-0.46028697,-,jumping,-,30s,axes,(angular,velocity).
"4180719077000,","-0.24251351,","1.9459113,",-0.59620446,-,jumping,-,30s,axes,(angular,velocity).
"4180723965000,","0.10903945,","2.3374758,",-0.64965516,-,jumping,-,30s,axes,(angular,velocity).
"4180729030000,","0.45356745,","1.9816469,",-0.6258314,-,jumping,-,30s,axes,(angular,velocity).
"4180734067000,","0.63438356,","1.0711522,",-0.47861293,-,jumping,-,30s,axes,(angular,velocity).
"4180739047000,","0.7296785,","0.6600399,",-0.33322698,-,jumping,-,30s,axes,(angular,velocity).
"4180744080000,","0.7495316,","0.0693332,",-0.005192355,-,jumping,-,30s,axes,(angular,velocity).
"4180749044000,","0.7806858,","-0.2843578,",0.30115658,-,jumping,-,30s,axes,(angular,velocity).
"4180754061000,","0.8698721,","-0.5494733,",0.54519725,-,jumping,-,30s,axes,(angular,velocity).
"4180759033000,","1.0308352,","-0.8384125,",0.7275405,-,jumping,-,30s,axes,(angular,velocity).
"4180764029000,","1.210735,","-1.1997393,",0.8915578,-,jumping,-,30s,axes,(angular,velocity).
"4180769088000,","1.3982705,","-1.613906,",1.047023,-,jumping,-,30s,axes,(angular,velocity).
"4180774057000,","1.5894713,","-2.0299053,",1.1798862,-,jumping,-,30s,axes,(angular,velocity).
"4180778989000,","1.7959439,","-2.3200662,",1.2498302,-,jumping,-,30s,axes,(angular,velocity).
"4180784092000,","2.031127,","-2.35794,",1.2699889,-,jumping,-,30s,axes,(angular,velocity).
"4180789041000,","2.3542747,","-2.2412646,",1.2067643,-,jumping,-,30s,axes,(angular,velocity).
"4180794025000,","2.717434,","-2.1077905,",1.0824533,-,jumping,-,30s,axes,(angular,velocity).
"4180799090000,","3.0317242,","-1.9578232,",0.91721416,-,jumping,-,30s,axes,(angular,velocity).
"4180804068000,","3.2604933,","-1.8380935,",0.72356987,-,jumping,-,30s,axes,(angular,velocity).
"4180808996000,","3.3585372,","-1.724778,",0.5693264,-,jumping,-,30s,axes,(angular,velocity).
"4180814011000,","3.352123,","-1.6694947,",0.50885075,-,jumping,-,30s,axes,(angular,velocity).
"4180819071000,","3.2598825,","-1.6044376,",0.41813725,-,jumping,-,30s,axes,(angular,velocity).
"4180823999000,","3.189633,","-1.4019357,",0.28405234,-,jumping,-,30s,axes,(angular,velocity).
"4180829020000,","3.147483,","-1.1090258,",0.16737708,-,jumping,-,30s,axes,(angular,velocity).
"4180834019000,","3.100141,","-0.9407325,",0.042760566,-,jumping,-,30s,axes,(angular,velocity).
"4180839003000,","3.086702,","-0.5925393,",-0.02321288,-,jumping,-,30s,axes,(angular,velocity).
"4180843955000,","3.0903673,","-0.2510656,",-0.1133155,-,jumping,-,30s,axes,(angular,velocity).
"4180849067000,","3.1401527,","0.07788532,",-0.1563815,-,jumping,-,30s,axes,(angular,velocity).
"4180854031000,","3.1865785,","0.410196,",-0.1337795,-,jumping,-,30s,axes,(angular,velocity).
"4180858975000,","3.2424726,","0.7284568,",-0.087659165,-,jumping,-,30s,axes,(angular,velocity).
"4180863967000,","3.2501085,","1.0464121,",-0.01985312,-,jumping,-,30s,axes,(angular,velocity).
"4180868950000,","3.1884112,","1.357648,",0.03970624,-,jumping,-,30s,axes,(angular,velocity).
"4180874031000,","2.9889636,","1.6841555,",0.055283304,-,jumping,-,30s,axes,(angular,velocity).
"4180878946000,","2.627026,","1.9593502,",0.025045475,-,jumping,-,30s,axes,(angular,velocity).
"4180884107000,","2.189952,","2.1820107,",-0.038789943,-,jumping,-,30s,axes,(angular,velocity).
"4180888989000,","1.7458528,","2.35794,",-0.049785517,-,jumping,-,30s,axes,(angular,velocity).
"4180894023000,","1.3393221,","2.389705,",-0.03634648,-,jumping,-,30s,axes,(angular,velocity).
"4180899021000,","0.9896017,","2.2531765,",-0.016493361,-,jumping,-,30s,axes,(angular,velocity).
"4180903964000,","0.6957755,","1.9996674,",0.0018325958,-,jumping,-,30s,axes,(angular,velocity).
"4180909038000,","0.42730024,","1.5906931,",0.019242255,-,jumping,-,30s,axes,(angular,velocity).
"4180913942000,","0.17745635,","0.99387777,",0.048563786,-,jumping,-,30s,axes,(angular,velocity).
"4180919068000,","-0.07880162,","0.23915374,",0.096516706,-,jumping,-,30s,axes,(angular,velocity).
"4180923952000,","-0.34574974,","-0.48349985,",0.14385876,-,jumping,-,30s,axes,(angular,velocity).
"4180929022000,","-0.61911196,","-1.1328496,",0.18478674,-,jumping,-,30s,axes,(angular,velocity).
"4180934040000,","-0.90316427,","-1.41904,",0.23365596,-,jumping,-,30s,axes,(angular,velocity).
"4180939076000,","-1.0415252,","-1.8985692,",0.269697,-,jumping,-,30s,axes,(angular,velocity).
"4180944028000,","-1.3148874,","-2.2177463,",0.3371976,-,jumping,-,30s,axes,(angular,velocity).
"4180949106000,","-1.5796975,","-2.3273966,",0.41599923,-,jumping,-,30s,axes,(angular,velocity).
"4180954058000,","-1.756543,","-2.182927,",0.4728097,-,jumping,-,30s,axes,(angular,velocity).
"4180959061000,","-1.7996091,","-1.7684549,",0.5164866,-,jumping,-,30s,axes,(angular,velocity).
"4180964031000,","-1.7482964,","-1.2082914,",0.50488013,-,jumping,-,30s,axes,(angular,velocity).
"4180969037000,","-1.575116,","-0.591623,",0.4373795,-,jumping,-,30s,axes,(angular,velocity).
"4180974043000,","-1.4205672,","-0.06994407,",0.35246924,-,jumping,-,30s,axes,(angular,velocity).
"4180979011000,","-1.3219124,","0.2648101,",0.28924468,-,jumping,-,30s,axes,(angular,velocity).
"4180984017000,","-1.2889256,","0.38698313,",0.21074851,-,jumping,-,30s,axes,(angular,velocity).
"4180989421000,","-1.2983941,","0.35796702,",0.13530666,-,jumping,-,30s,axes,(angular,velocity).
"4180993978000,","-1.2974777,","0.2929099,",0.081855945,-,jumping,-,30s,axes,(angular,velocity).
"4180999114000,","-1.2669345,","0.19211712,",0.05497787,-,jumping,-,30s,axes,(angular,velocity).
"4181004038000,","-1.20371,","0.122783914,",0.021380283,-,jumping,-,30s,axes,(angular,velocity).
"4181009014000,","-1.1276573,","0.06841691,",-0.02076942,-,jumping,-,30s,axes,(angular,velocity).
"4181013982000,","-1.0693196,","0.027488936,",-0.058643065,-,jumping,-,30s,axes,(angular,velocity).
"4181019068000,","-1.0268645,","-0.01160644,",-0.099265605,-,jumping,-,30s,axes,(angular,velocity).
"4181024012000,","-0.93951076,","-0.07513642,",-0.14844026,-,jumping,-,30s,axes,(angular,velocity).
"4181029023000,","-0.8344419,","-0.11148291,",-0.21746802,-,jumping,-,30s,axes,(angular,velocity).
"4181034020000,","-0.7189884,","-0.18234327,",-0.2510656,-,jumping,-,30s,axes,(angular,velocity).
"4181038992000,","-0.6606508,","-0.21563543,",-0.31215215,-,jumping,-,30s,axes,(angular,velocity).
"4181043957000,","-0.5726862,","-0.21655174,",-0.37323865,-,jumping,-,30s,axes,(angular,velocity).
"4181049107000,","-0.5030475,","-0.17715092,",-0.4156938,-,jumping,-,30s,axes,(angular,velocity).
"4181054038000,","-0.4447099,","-0.11575896,",-0.43554693,-,jumping,-,30s,axes,(angular,velocity).
"4181058989000,","-0.39767328,","-0.0720821,",-0.44318274,-,jumping,-,30s,axes,(angular,velocity).
"4181063965000,","-0.36346483,","-0.051618114,",-0.42852196,-,jumping,-,30s,axes,(angular,velocity).
"4181069020000,","-0.34605515,","-0.062308256,",-0.41233405,-,jumping,-,30s,axes,(angular,velocity).
"4181074032000,","-0.35033122,","-0.103847094,",-0.3744604,-,jumping,-,30s,axes,(angular,velocity).
"4181079077000,","-0.36896262,","-0.14721853,",-0.33475417,-,jumping,-,30s,axes,(angular,velocity).
"4181084105000,","-0.40317106,","-0.18967366,",-0.31123585,-,jumping,-,30s,axes,(angular,velocity).
"4181089085000,","-0.46486846,","-0.21410827,",-0.27580565,-,jumping,-,30s,axes,(angular,velocity).
"4181094034000,","-0.54183745,","-0.23823744,",-0.25350907,-,jumping,-,30s,axes,(angular,velocity).
"4181101014000,","-0.6188065,","-0.25625798,",-0.23365596,-,jumping,-,30s,axes,(angular,velocity).
"4181104319000,","-0.76174897,","-0.25992316,",-0.23579398,-,jumping,-,30s,axes,(angular,velocity).
"4181109055000,","-0.81000733,","-0.2678644,",-0.24709499,-,jumping,-,30s,axes,(angular,velocity).
"4181114019000,","-0.9233228,","-0.26450464,",-0.27580565,-,jumping,-,30s,axes,(angular,velocity).
"4181119006000,","-1.0228939,","-0.26083946,",-0.31123585,-,jumping,-,30s,axes,(angular,velocity).
"4181124038000,","-1.1160508,","-0.2507602,",-0.35155296,-,jumping,-,30s,axes,(angular,velocity).
"4181129029000,","-1.2012665,","-0.24984388,",-0.4089743,-,jumping,-,30s,axes,(angular,velocity).
"4181134393000,","-1.244027,","-0.30085114,",-0.43401974,-,jumping,-,30s,axes,(angular,velocity).
"4181139095000,","-1.3429873,","-0.3203988,",-0.43860126,-,jumping,-,30s,axes,(angular,velocity).
"4181143947000,","-1.3662001,","-0.3454443,",-0.45265114,-,jumping,-,30s,axes,(angular,velocity).
"4181149201000,","-1.4318681,","-0.32650748,",-0.44959682,-,jumping,-,30s,axes,(angular,velocity).
"4181154050000,","-1.484708,","-0.28160888,",-0.43035457,-,jumping,-,30s,axes,(angular,velocity).
"4181159042000,","-1.5155567,","-0.22204952,",-0.41722095,-,jumping,-,30s,axes,(angular,velocity).
"4181164031000,","-1.5512923,","-0.20647246,",-0.40103304,-,jumping,-,30s,axes,(angular,velocity).
"4181169076000,","-1.5457945,","-0.26511553,",-0.39920044,-,jumping,-,30s,axes,(angular,velocity).
"4181174024000,","-1.5259414,","-0.34422258,",-0.46303585,-,jumping,-,30s,axes,(angular,velocity).
"4181179019000,","-1.563815,","-0.48838675,",-0.5861252,-,jumping,-,30s,axes,(angular,velocity).
"4181184015000,","-1.6588045,","-0.7644979,",-0.6948592,-,jumping,-,30s,axes,(angular,velocity).
"4181189148000,","-1.7198911,","-1.1114693,",-0.74220127,-,jumping,-,30s,axes,(angular,velocity).
"4181194019000,","-1.815186,","-1.2974777,",-0.65393126,-,jumping,-,30s,axes,(angular,velocity).
"4181199199000,","-2.0402899,","-1.3698653,",-0.49541172,-,jumping,-,30s,axes,(angular,velocity).
"4181203999000,","-2.4388795,","-1.5894713,",-0.4034765,-,jumping,-,30s,axes,(angular,velocity).
"4181209012000,","-2.9571986,","-1.8451185,",-0.40225476,-,jumping,-,30s,axes,(angular,velocity).
"4181213940000,","-3.4202344,","-1.8759671,",-0.40591997,-,jumping,-,30s,axes,(angular,velocity).
"4181219071000,","-3.5146132,","-1.640784,",-0.2556471,-,jumping,-,30s,axes,(angular,velocity).
"4181224033000,","-3.1991012,","-0.8594874,",0.021685716,-,jumping,-,30s,axes,(angular,velocity).
"4181229025000,","-2.7669141,","-0.344528,",0.15118915,-,jumping,-,30s,axes,(angular,velocity).
"4181234072000,","-2.680782,","0.37140608,",0.30879238,-,jumping,-,30s,axes,(angular,velocity).
"4181239064000,","-2.6975808,","0.21044308,",0.28405234,-,jumping,-,30s,axes,(angular,velocity).
"4181244025000,","-2.708271,","-0.5329799,",0.12614368,-,jumping,-,30s,axes,(angular,velocity).
"4181249171000,","-2.558609,","-0.9682214,",0.041233405,-,jumping,-,30s,axes,(angular,velocity).
"4181254052000,","-2.3875668,","-0.48716503,",0.008246681,-,jumping,-,30s,axes,(angular,velocity).
"4181259026000,","-2.3408356,","0.65209866,",-0.035124753,-,jumping,-,30s,axes,(angular,velocity).
"4181263979000,","-2.200642,","1.7085901,",-0.18875736,-,jumping,-,30s,axes,(angular,velocity).
"4181269143000,","-1.7663169,","2.261423,",-0.40378192,-,jumping,-,30s,axes,(angular,velocity).
"4181274030000,","-1.3197744,","2.2241604,",-0.5742133,-,jumping,-,30s,axes,(angular,velocity).
"4181278945000,","-0.9819659,","1.829236,",-0.65484756,-,jumping,-,30s,axes,(angular,velocity).
"4181284022000,","-0.7012733,","1.6377298,",-0.57879484,-,jumping,-,30s,axes,(angular,velocity).
"4181289120000,","-0.43463063,","1.8044959,",-0.4877759,-,jumping,-,30s,axes,(angular,velocity).
"4181294128000,","-0.10934488,","2.0708332,",-0.4978552,-,jumping,-,30s,axes,(angular,velocity).
