#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","-6.1086525e-4,","0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
#datetime:,05/07/2013,10:46:44,0.009773844,-,fall,forward,lying,-,(angular,velocity).
##########################################,"-6.1086525e-4,","0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
#activity:,10,-,fol,-,fall,forward,lying,-,10s,velocity).
#subject,id:,10,0.009773844,-,fall,forward,lying,-,(angular,velocity).
#first,name:,sub10,0.009773844,-,fall,forward,lying,-,(angular,velocity).
#last,name:,sub10,0.009773844,-,fall,forward,lying,-,(angular,velocity).
#age:,26,"0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
#height(cm):,170,"0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
#weight(kg):,90,"0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
#gender:,female,"0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
"888932603000,","-0.00580322,","-0.005192355,",0.0106901415,-,fall,forward,lying,-,(angular,velocity).
"888937671000,","-0.0076358155,","0.005497787,",0.005497787,-,fall,forward,lying,-,(angular,velocity).
"888942740000,","-0.011301007,","-0.003970624,",0.0106901415,-,fall,forward,lying,-,(angular,velocity).
"888947621000,","0.009773844,","0.006414085,",0.01282817,-,fall,forward,lying,-,(angular,velocity).
"888952600000,","-6.1086525e-4,","0.009773844,",0.017104227,-,fall,forward,lying,-,(angular,velocity).
"888957605000,","-6.1086525e-4,","0.0036651916,",0.019547688,-,fall,forward,lying,-,(angular,velocity).
"888962638000,","0.004276057,","0.0012217305,",0.020463986,-,fall,forward,lying,-,(angular,velocity).
"888967644000,","0.01160644,","0.0076358155,",0.018325957,-,fall,forward,lying,-,(angular,velocity).
"888973108000,","0.0021380284,","0.005192355,",0.020158553,-,fall,forward,lying,-,(angular,velocity).
"888977616000,","0.010079277,","0.002443461,",0.02565634,-,fall,forward,lying,-,(angular,velocity).
"888982579000,","0.0125227375,","0.006414085,",0.01863139,-,fall,forward,lying,-,(angular,velocity).
"888987665000,","0.0012217305,","0.0021380284,",0.017104227,-,fall,forward,lying,-,(angular,velocity).
"888992639000,","0.004276057,","0.005192355,",0.02443461,-,fall,forward,lying,-,(angular,velocity).
"888997784000,","9.162979e-4,","-0.00580322,",0.017715093,-,fall,forward,lying,-,(angular,velocity).
"889002606000,","3.0543262e-4,","0.005497787,",0.013439035,-,fall,forward,lying,-,(angular,velocity).
"889007601000,","-0.00580322,","-0.007941248,",0.013439035,-,fall,forward,lying,-,(angular,velocity).
"889012705000,","0.0036651916,","-0.0076358155,",0.008857546,-,fall,forward,lying,-,(angular,velocity).
"889017719000,","-0.004886922,","-6.1086525e-4,",0.0125227375,-,fall,forward,lying,-,(angular,velocity).
"889022624000,","-6.1086525e-4,","0.00580322,",0.009162978,-,fall,forward,lying,-,(angular,velocity).
"889027601000,","-0.0015271631,","0.0067195175,",0.004886922,-,fall,forward,lying,-,(angular,velocity).
"889032604000,","-0.0061086523,","0.0021380284,",0.014049901,-,fall,forward,lying,-,(angular,velocity).
"889037659000,","0.008246681,","3.0543262e-4,",0.010079277,-,fall,forward,lying,-,(angular,velocity).
"889042634000,","0.00580322,","-0.0018325958,",0.010079277,-,fall,forward,lying,-,(angular,velocity).
"889047694000,","-0.0021380284,","-6.1086525e-4,",0.0061086523,-,fall,forward,lying,-,(angular,velocity).
"889052604000,","-0.008246681,","0.0012217305,",6.1086525e-4,-,fall,forward,lying,-,(angular,velocity).
"889057608000,","-0.01282817,","0.0033597588,",0.0021380284,-,fall,forward,lying,-,(angular,velocity).
"889062674000,","-0.01160644,","0.004581489,",-0.0012217305,-,fall,forward,lying,-,(angular,velocity).
"889067643000,","-0.016798794,","0.013133603,",-0.0027488936,-,fall,forward,lying,-,(angular,velocity).
"889072612000,","-0.01160644,","0.007941248,",6.1086525e-4,-,fall,forward,lying,-,(angular,velocity).
"889077602000,","-0.014966198,","0.0012217305,",0.0030543262,-,fall,forward,lying,-,(angular,velocity).
"889082604000,","-0.007330383,","-0.0027488936,",-3.0543262e-4,-,fall,forward,lying,-,(angular,velocity).
"889087689000,","-0.010079277,","-0.004276057,",-0.0018325958,-,fall,forward,lying,-,(angular,velocity).
"889092649000,","-0.0076358155,","-0.0027488936,",0.008552114,-,fall,forward,lying,-,(angular,velocity).
"889097607000,","-0.0033597588,","-0.009162978,",0.008552114,-,fall,forward,lying,-,(angular,velocity).
"889102580000,","9.162979e-4,","-0.0067195175,",0.009468411,-,fall,forward,lying,-,(angular,velocity).
"889107597000,","-0.002443461,","-0.002443461,",0.014049901,-,fall,forward,lying,-,(angular,velocity).
"889112613000,","0.0018325958,","-0.0030543262,",0.008857546,-,fall,forward,lying,-,(angular,velocity).
"889117689000,","0.0027488936,","-9.162979e-4,",0.003970624,-,fall,forward,lying,-,(angular,velocity).
"889122618000,","-0.0030543262,","-3.0543262e-4,",0.007941248,-,fall,forward,lying,-,(angular,velocity).
"889127598000,","-0.0018325958,","-0.002443461,",0.0076358155,-,fall,forward,lying,-,(angular,velocity).
"889132606000,","-0.004581489,","0.0036651916,",-0.009468411,-,fall,forward,lying,-,(angular,velocity).
"889137663000,","-0.008552114,","0.0125227375,",3.0543262e-4,-,fall,forward,lying,-,(angular,velocity).
"889142707000,","-0.010079277,","0.003970624,",3.0543262e-4,-,fall,forward,lying,-,(angular,velocity).
"889147610000,","-0.010995574,","0.0015271631,",0.0027488936,-,fall,forward,lying,-,(angular,velocity).
"889152604000,","6.1086525e-4,","9.162979e-4,",-0.005497787,-,fall,forward,lying,-,(angular,velocity).
"889157599000,","-0.004276057,","-6.1086525e-4,",-0.0033597588,-,fall,forward,lying,-,(angular,velocity).
"889162662000,","-9.162979e-4,","-0.0036651916,",0.003970624,-,fall,forward,lying,-,(angular,velocity).
"889167740000,","-0.0021380284,","-0.009773844,",0.011301007,-,fall,forward,lying,-,(angular,velocity).
"889172615000,","0.002443461,","-0.0033597588,",0.0076358155,-,fall,forward,lying,-,(angular,velocity).
"889177603000,","0.0067195175,","-0.0012217305,",0.003970624,-,fall,forward,lying,-,(angular,velocity).
"889182575000,","0.009468411,","-0.0027488936,",0.008857546,-,fall,forward,lying,-,(angular,velocity).
"889187631000,","0.010995574,","-0.0030543262,",3.0543262e-4,-,fall,forward,lying,-,(angular,velocity).
"889192615000,","6.1086525e-4,","0.0015271631,",-0.0015271631,-,fall,forward,lying,-,(angular,velocity).
"889197652000,","0.0036651916,","0.0012217305,",0.002443461,-,fall,forward,lying,-,(angular,velocity).
"889202652000,","0.004886922,","0.0033597588,",0.0070249503,-,fall,forward,lying,-,(angular,velocity).
"889207609000,","0.01282817,","0.004886922,",0.0067195175,-,fall,forward,lying,-,(angular,velocity).
"889212771000,","0.013439035,","-0.0012217305,",0.0061086523,-,fall,forward,lying,-,(angular,velocity).
"889217706000,","0.014049901,","0.004581489,",0.006414085,-,fall,forward,lying,-,(angular,velocity).
"889222648000,","0.004886922,","-9.162979e-4,",0.008246681,-,fall,forward,lying,-,(angular,velocity).
"889227623000,","0.008552114,","-0.0027488936,",0.007330383,-,fall,forward,lying,-,(angular,velocity).
"889232644000,","0.009468411,","-0.009468411,",-0.0021380284,-,fall,forward,lying,-,(angular,velocity).
"889237658000,","0.004581489,","-0.012217305,",0.009162978,-,fall,forward,lying,-,(angular,velocity).
"889242649000,","0.016493361,","-0.0076358155,",0.005192355,-,fall,forward,lying,-,(angular,velocity).
"889247653000,","0.009468411,","-0.004886922,",0.0061086523,-,fall,forward,lying,-,(angular,velocity).
"889252516000,","0.004886922,","-0.007330383,",0.004886922,-,fall,forward,lying,-,(angular,velocity).
"889257512000,","0.0067195175,","-0.0061086523,",0.00580322,-,fall,forward,lying,-,(angular,velocity).
"889262543000,","3.0543262e-4,","-0.01160644,",0.00580322,-,fall,forward,lying,-,(angular,velocity).
"889267537000,","3.0543262e-4,","-0.003970624,",-0.0067195175,-,fall,forward,lying,-,(angular,velocity).
"889272525000,","-0.0036651916,","0.005497787,",0.006414085,-,fall,forward,lying,-,(angular,velocity).
"889277504000,","9.162979e-4,","0.005497787,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
"889282504000,","0.008246681,","9.162979e-4,",0.007330383,-,fall,forward,lying,-,(angular,velocity).
"889287573000,","0.010079277,","0.006414085,",0.008552114,-,fall,forward,lying,-,(angular,velocity).
"889292514000,","0.005497787,","0.016493361,",0.016187929,-,fall,forward,lying,-,(angular,velocity).
"889297501000,","0.008857546,","0.014966198,",0.01160644,-,fall,forward,lying,-,(angular,velocity).
"889302542000,","0.020158553,","0.005497787,",0.018325957,-,fall,forward,lying,-,(angular,velocity).
"889307543000,","0.007330383,","0.004886922,",0.023823744,-,fall,forward,lying,-,(angular,velocity).
"889312569000,","0.013439035,","0.004581489,",0.018325957,-,fall,forward,lying,-,(angular,velocity).
"889317576000,","0.014660766,","0.004581489,",0.023823744,-,fall,forward,lying,-,(angular,velocity).
"889322527000,","0.01160644,","-0.0030543262,",0.023518313,-,fall,forward,lying,-,(angular,velocity).
"889327583000,","0.007941248,","-0.0027488936,",0.018020526,-,fall,forward,lying,-,(angular,velocity).
"889332524000,","-0.0021380284,","0.005497787,",0.016798794,-,fall,forward,lying,-,(angular,velocity).
"889337586000,","0.0036651916,","-0.009162978,",0.014966198,-,fall,forward,lying,-,(angular,velocity).
"889342570000,","0.0030543262,","-0.009468411,",0.0061086523,-,fall,forward,lying,-,(angular,velocity).
"889347586000,","0.0021380284,","-0.0030543262,",0.0143553335,-,fall,forward,lying,-,(angular,velocity).
"889352637000,","-0.0018325958,","-0.008552114,",0.009162978,-,fall,forward,lying,-,(angular,velocity).
"889357630000,","0.006414085,","-0.0027488936,",0.002443461,-,fall,forward,lying,-,(angular,velocity).
"889362674000,","0.00580322,","-0.0033597588,",0.0076358155,-,fall,forward,lying,-,(angular,velocity).
"889367726000,","0.0061086523,","-0.008246681,",0.002443461,-,fall,forward,lying,-,(angular,velocity).
"889372676000,","0.004581489,","-0.004276057,",0.008857546,-,fall,forward,lying,-,(angular,velocity).
"889377660000,","0.0076358155,","-0.016493361,",-0.0027488936,-,fall,forward,lying,-,(angular,velocity).
"889382624000,","0.0106901415,","-0.009773844,",-0.0012217305,-,fall,forward,lying,-,(angular,velocity).
"889387651000,","0.004276057,","-0.018936822,",-0.008552114,-,fall,forward,lying,-,(angular,velocity).
"889392742000,","0.0030543262,","-0.023823744,",-0.006414085,-,fall,forward,lying,-,(angular,velocity).
"889397616000,","-0.0036651916,","-0.013744468,",-0.0067195175,-,fall,forward,lying,-,(angular,velocity).
"889402683000,","-0.0033597588,","-0.013133603,",-0.004276057,-,fall,forward,lying,-,(angular,velocity).
"889407571000,","3.0543262e-4,","-0.005497787,",-0.01038471,-,fall,forward,lying,-,(angular,velocity).
"889412681000,","0.0012217305,","-0.0033597588,",-0.004886922,-,fall,forward,lying,-,(angular,velocity).
"889417708000,","-0.0036651916,","-0.003970624,",-0.0033597588,-,fall,forward,lying,-,(angular,velocity).
"889422616000,","0.004886922,","-0.008552114,",-0.0018325958,-,fall,forward,lying,-,(angular,velocity).
"889427665000,","-0.0021380284,","-0.0012217305,",-9.162979e-4,-,fall,forward,lying,-,(angular,velocity).
"889432577000,","-0.002443461,","-9.162979e-4,",-9.162979e-4,-,fall,forward,lying,-,(angular,velocity).
"889437650000,","-0.0021380284,","-0.002443461,",3.0543262e-4,-,fall,forward,lying,-,(angular,velocity).
"889442634000,","9.162979e-4,","0.005192355,",0.0061086523,-,fall,forward,lying,-,(angular,velocity).
"889447617000,","0.003970624,","0.004886922,",0.01038471,-,fall,forward,lying,-,(angular,velocity).
"889452607000,","0.0070249503,","0.0070249503,",0.014966198,-,fall,forward,lying,-,(angular,velocity).
"889457603000,","0.013744468,","0.010079277,",0.013133603,-,fall,forward,lying,-,(angular,velocity).
"889462685000,","-0.0036651916,","0.0030543262,",0.009162978,-,fall,forward,lying,-,(angular,velocity).
"889467659000,","0.0076358155,","0.007941248,",0.018936822,-,fall,forward,lying,-,(angular,velocity).
"889472672000,","0.018020526,","0.008857546,",0.020463986,-,fall,forward,lying,-,(angular,velocity).
"889477667000,","0.01740966,","0.0036651916,",0.015271631,-,fall,forward,lying,-,(angular,velocity).
"889482627000,","0.0036651916,","-9.162979e-4,",0.013439035,-,fall,forward,lying,-,(angular,velocity).
"889487703000,","0.0036651916,","0.0018325958,",0.02076942,-,fall,forward,lying,-,(angular,velocity).
"889492639000,","0.013439035,","-0.01038471,",0.014660766,-,fall,forward,lying,-,(angular,velocity).
"889497644000,","0.013439035,","-0.004886922,",0.0076358155,-,fall,forward,lying,-,(angular,velocity).
"889502608000,","0.0027488936,","-0.0106901415,",0.009162978,-,fall,forward,lying,-,(angular,velocity).
"889507619000,","-0.004276057,","-0.017715093,",0.01282817,-,fall,forward,lying,-,(angular,velocity).
"889512618000,","0.008552114,","-0.0061086523,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
"889517628000,","0.011301007,","3.0543262e-4,",0.012217305,-,fall,forward,lying,-,(angular,velocity).
"889522582000,","0.0067195175,","-3.0543262e-4,",0.0070249503,-,fall,forward,lying,-,(angular,velocity).
"889527675000,","0.004276057,","0.0030543262,",0.0125227375,-,fall,forward,lying,-,(angular,velocity).
"889532607000,","0.008857546,","0.0012217305,",0.0076358155,-,fall,forward,lying,-,(angular,velocity).
"889537746000,","0.015271631,","0.004581489,",0.010079277,-,fall,forward,lying,-,(angular,velocity).
"889542804000,","0.0070249503,","0.0036651916,",0.008552114,-,fall,forward,lying,-,(angular,velocity).
"889547622000,","0.010995574,","0.008552114,",0.0070249503,-,fall,forward,lying,-,(angular,velocity).
"889552582000,","-0.0027488936,","-0.0015271631,",0.01038471,-,fall,forward,lying,-,(angular,velocity).
"889557596000,","0.0036651916,","0.002443461,",0.0027488936,-,fall,forward,lying,-,(angular,velocity).
"889562635000,","-0.0033597588,","0.0030543262,",0.0061086523,-,fall,forward,lying,-,(angular,velocity).
"889567706000,","-6.1086525e-4,","-0.004581489,",-0.005192355,-,fall,forward,lying,-,(angular,velocity).
"889572642000,","-0.004276057,","-0.0061086523,",0.006414085,-,fall,forward,lying,-,(angular,velocity).
"889577661000,","3.0543262e-4,","-0.004886922,",0.007941248,-,fall,forward,lying,-,(angular,velocity).
"889582629000,","0.00580322,","0.0021380284,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
"889587699000,","-0.006414085,","6.1086525e-4,",0.0012217305,-,fall,forward,lying,-,(angular,velocity).
"889592721000,","-0.004886922,","-0.004276057,",0.007941248,-,fall,forward,lying,-,(angular,velocity).
"889597608000,","0.002443461,","0.005497787,",9.162979e-4,-,fall,forward,lying,-,(angular,velocity).
"889602678000,","-0.0033597588,","-3.0543262e-4,",0.0021380284,-,fall,forward,lying,-,(angular,velocity).
"889607624000,","-0.0070249503,","-0.004581489,",0.007330383,-,fall,forward,lying,-,(angular,velocity).
"889612715000,","0.015577064,","0.009468411,",0.011301007,-,fall,forward,lying,-,(angular,velocity).
"889617698000,","0.008552114,","0.004886922,",0.0027488936,-,fall,forward,lying,-,(angular,velocity).
"889622671000,","0.0018325958,","-9.162979e-4,",-0.0018325958,-,fall,forward,lying,-,(angular,velocity).
"889627670000,","0.0033597588,","-0.007941248,",0.0027488936,-,fall,forward,lying,-,(angular,velocity).
"889632588000,","0.009468411,","-0.004276057,",0.0106901415,-,fall,forward,lying,-,(angular,velocity).
"889637778000,","0.005192355,","-0.008857546,",0.002443461,-,fall,forward,lying,-,(angular,velocity).
"889642713000,","0.0012217305,","-0.009468411,",0.008857546,-,fall,forward,lying,-,(angular,velocity).
"889647682000,","0.0067195175,","-0.0030543262,",0.003970624,-,fall,forward,lying,-,(angular,velocity).
"889652667000,","0.0018325958,","-0.0015271631,",0.007941248,-,fall,forward,lying,-,(angular,velocity).
"889657752000,","0.003970624,","0.002443461,",0.003970624,-,fall,forward,lying,-,(angular,velocity).
"889662695000,","-0.005497787,","-0.005192355,",-0.003970624,-,fall,forward,lying,-,(angular,velocity).
"889667672000,","-0.0012217305,","-0.005192355,",-0.007330383,-,fall,forward,lying,-,(angular,velocity).
"889672774000,","-0.01038471,","-0.006414085,",9.162979e-4,-,fall,forward,lying,-,(angular,velocity).
"889677719000,","-0.0033597588,","-9.162979e-4,",-0.0033597588,-,fall,forward,lying,-,(angular,velocity).
"889682683000,","9.162979e-4,","-6.1086525e-4,",0.00580322,-,fall,forward,lying,-,(angular,velocity).
"889687784000,","0.0067195175,","-9.162979e-4,",0.00580322,-,fall,forward,lying,-,(angular,velocity).
"889693150000,","-0.004276057,","-9.162979e-4,",0.007941248,-,fall,forward,lying,-,(angular,velocity).
"889697726000,","0.00580322,","0.0033597588,",0.003970624,-,fall,forward,lying,-,(angular,velocity).
"889702596000,","-3.0543262e-4,","-9.162979e-4,",0.006414085,-,fall,forward,lying,-,(angular,velocity).
"889707706000,","0.0018325958,","-0.01038471,",0.006414085,-,fall,forward,lying,-,(angular,velocity).
"889712596000,","0.0030543262,","-0.016187929,",0.003970624,-,fall,forward,lying,-,(angular,velocity).
"889717519000,","0.0076358155,","-0.012217305,",0.0030543262,-,fall,forward,lying,-,(angular,velocity).
"889722516000,","-0.0036651916,","-0.010079277,",0.008857546,-,fall,forward,lying,-,(angular,velocity).
"889727500000,","0.004886922,","-0.0033597588,",0.01282817,-,fall,forward,lying,-,(angular,velocity).
"889732490000,","3.0543262e-4,","-0.013439035,",0.0061086523,-,fall,forward,lying,-,(angular,velocity).
"889737531000,","-0.0030543262,","-0.009468411,",0.0067195175,-,fall,forward,lying,-,(angular,velocity).
"889742543000,","9.162979e-4,","-0.007330383,",0.013133603,-,fall,forward,lying,-,(angular,velocity).
"889747518000,","-0.0018325958,","-0.003970624,",0.016493361,-,fall,forward,lying,-,(angular,velocity).
"889752518000,","-0.010079277,","-0.009162978,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
"889757509000,","-0.013133603,","-0.0033597588,",0.005192355,-,fall,forward,lying,-,(angular,velocity).
"889762551000,","-0.009773844,","-0.004276057,",0.010079277,-,fall,forward,lying,-,(angular,velocity).
"889767631000,","-0.0027488936,","-0.0021380284,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
"889772545000,","-0.00580322,","0.0033597588,",0.009162978,-,fall,forward,lying,-,(angular,velocity).
"889777710000,","-0.013439035,","-0.008857546,",-0.004276057,-,fall,forward,lying,-,(angular,velocity).
"889782523000,","-0.012217305,","-0.007330383,",0.013439035,-,fall,forward,lying,-,(angular,velocity).
"889787592000,","0.002443461,","0.0012217305,",0.0070249503,-,fall,forward,lying,-,(angular,velocity).
"889792565000,","-0.007330383,","-0.004581489,",0.0015271631,-,fall,forward,lying,-,(angular,velocity).
"889797849000,","0.009162978,","-0.004886922,",0.0018325958,-,fall,forward,lying,-,(angular,velocity).
"889802541000,","-0.002443461,","-0.01160644,",3.0543262e-4,-,fall,forward,lying,-,(angular,velocity).
"889807521000,","-0.005497787,","-0.004276057,",0.0012217305,-,fall,forward,lying,-,(angular,velocity).
"889812725000,","-0.004276057,","-0.002443461,",0.004581489,-,fall,forward,lying,-,(angular,velocity).
"889817682000,","-0.003970624,","-0.0030543262,",0.004581489,-,fall,forward,lying,-,(angular,velocity).
"889822681000,","0.0036651916,","-0.0030543262,",0.0033597588,-,fall,forward,lying,-,(angular,velocity).
"889827677000,","-6.1086525e-4,","0.008857546,",0.010995574,-,fall,forward,lying,-,(angular,velocity).
"889832659000,","-6.1086525e-4,","0.005192355,",0.002443461,-,fall,forward,lying,-,(angular,velocity).
"889837788000,","0.005497787,","0.005497787,",0.008857546,-,fall,forward,lying,-,(angular,velocity).
"889842731000,","0.005192355,","0.0027488936,",0.00580322,-,fall,forward,lying,-,(angular,velocity).
"889847893000,","-0.005192355,","-0.005192355,",0.009468411,-,fall,forward,lying,-,(angular,velocity).
"889852664000,","0.0125227375,","-0.0015271631,",0.005497787,-,fall,forward,lying,-,(angular,velocity).
"889857622000,","0.004886922,","0.0015271631,",0.0076358155,-,fall,forward,lying,-,(angular,velocity).
"889862741000,","0.0018325958,","0.0018325958,",0.008857546,-,fall,forward,lying,-,(angular,velocity).
"889867702000,","0.004276057,","6.1086525e-4,",0.013133603,-,fall,forward,lying,-,(angular,velocity).
"889872655000,","0.010079277,","0.0012217305,",0.016493361,-,fall,forward,lying,-,(angular,velocity).
"889877664000,","0.008552114,","3.0543262e-4,",0.012217305,-,fall,forward,lying,-,(angular,velocity).
"889882628000,","0.0106901415,","-0.004276057,",0.018936822,-,fall,forward,lying,-,(angular,velocity).
"889887716000,","0.011301007,","0.0021380284,",0.024740042,-,fall,forward,lying,-,(angular,velocity).
"889893103000,","0.009468411,","0.004886922,",0.015882496,-,fall,forward,lying,-,(angular,velocity).
"889897641000,","0.0036651916,","-0.0061086523,",0.014966198,-,fall,forward,lying,-,(angular,velocity).
"889902664000,","0.004581489,","-0.004276057,",0.014049901,-,fall,forward,lying,-,(angular,velocity).
"889907653000,","0.008246681,","-0.0027488936,",0.010995574,-,fall,forward,lying,-,(angular,velocity).
"889912680000,","0.004276057,","-0.0033597588,",0.008857546,-,fall,forward,lying,-,(angular,velocity).
"889917660000,","0.009162978,","0.0061086523,",0.0067195175,-,fall,forward,lying,-,(angular,velocity).
"889922632000,","0.00580322,","-0.005192355,",0.010079277,-,fall,forward,lying,-,(angular,velocity).
"889927676000,","0.004581489,","0.005497787,",0.01160644,-,fall,forward,lying,-,(angular,velocity).
"889932606000,","-0.009468411,","-0.0021380284,",0.01282817,-,fall,forward,lying,-,(angular,velocity).
"889937700000,","-0.0036651916,","0.0015271631,",0.016798794,-,fall,forward,lying,-,(angular,velocity).
"889942597000,","0.0061086523,","0.0036651916,",0.010079277,-,fall,forward,lying,-,(angular,velocity).
"889947903000,","0.0021380284,","0.00580322,",0.0106901415,-,fall,forward,lying,-,(angular,velocity).
"889952662000,","0.0033597588,","-0.0018325958,",0.004276057,-,fall,forward,lying,-,(angular,velocity).
"889957622000,","0.0018325958,","0.008857546,",0.008857546,-,fall,forward,lying,-,(angular,velocity).
"889962702000,","-0.008857546,","0.004581489,",0.0067195175,-,fall,forward,lying,-,(angular,velocity).
"889967623000,","0.0033597588,","0.004581489,",0.0012217305,-,fall,forward,lying,-,(angular,velocity).
"889972765000,","9.162979e-4,","0.013439035,",0.005192355,-,fall,forward,lying,-,(angular,velocity).
"889977671000,","0.007330383,","0.004886922,",0.0018325958,-,fall,forward,lying,-,(angular,velocity).
"889982626000,","0.003970624,","-6.1086525e-4,",0.009468411,-,fall,forward,lying,-,(angular,velocity).
"889988365000,","0.010995574,","-0.007941248,",0.0061086523,-,fall,forward,lying,-,(angular,velocity).
"889992630000,","0.0076358155,","-0.010079277,",0.0036651916,-,fall,forward,lying,-,(angular,velocity).
"889997636000,","0.008857546,","-0.0070249503,",0.008552114,-,fall,forward,lying,-,(angular,velocity).
"890002673000,","0.004886922,","-0.010995574,",0.0033597588,-,fall,forward,lying,-,(angular,velocity).
"890007574000,","0.0125227375,","-0.01160644,",0.007330383,-,fall,forward,lying,-,(angular,velocity).
"890012690000,","0.015271631,","-0.014660766,",0.005497787,-,fall,forward,lying,-,(angular,velocity).
"890017651000,","0.013744468,","-0.010079277,",0.004886922,-,fall,forward,lying,-,(angular,velocity).
"890022679000,","0.017104227,","9.162979e-4,",0.0033597588,-,fall,forward,lying,-,(angular,velocity).
"890027611000,","0.009162978,","-0.0076358155,",0.0015271631,-,fall,forward,lying,-,(angular,velocity).
"890032603000,","0.020463986,","0.0106901415,",-6.1086525e-4,-,fall,forward,lying,-,(angular,velocity).
"890037725000,","0.015271631,","0.013133603,",0.0027488936,-,fall,forward,lying,-,(angular,velocity).
"890042678000,","0.009773844,","0.007330383,",0.004581489,-,fall,forward,lying,-,(angular,velocity).
"890047673000,","0.013744468,","0.010079277,",0.005497787,-,fall,forward,lying,-,(angular,velocity).
"890052668000,","0.013439035,","-0.0012217305,",-0.0030543262,-,fall,forward,lying,-,(angular,velocity).
"890057622000,","0.01038471,","-0.004886922,",-0.0018325958,-,fall,forward,lying,-,(angular,velocity).
"890062732000,","0.021991149,","0.00580322,",3.0543262e-4,-,fall,forward,lying,-,(angular,velocity).
"890067721000,","0.0076358155,","-3.0543262e-4,",0.005497787,-,fall,forward,lying,-,(angular,velocity).
"890072614000,","0.0076358155,","-0.004886922,",0.005497787,-,fall,forward,lying,-,(angular,velocity).
"890077673000,","0.01985312,","-0.008857546,",0.010079277,-,fall,forward,lying,-,(angular,velocity).
"890082623000,","0.0125227375,","-0.0070249503,",0.00580322,-,fall,forward,lying,-,(angular,velocity).
"890087723000,","0.01160644,","-0.004276057,",0.016798794,-,fall,forward,lying,-,(angular,velocity).
"890092777000,","0.016798794,","-0.0021380284,",0.015271631,-,fall,forward,lying,-,(angular,velocity).
"890097670000,","0.01160644,","6.1086525e-4,",0.011301007,-,fall,forward,lying,-,(angular,velocity).
"890102673000,","0.003970624,","0.0015271631,",0.007330383,-,fall,forward,lying,-,(angular,velocity).
"890107604000,","0.00580322,","0.007330383,",0.0106901415,-,fall,forward,lying,-,(angular,velocity).
"890112758000,","0.008246681,","6.1086525e-4,",0.018020526,-,fall,forward,lying,-,(angular,velocity).
"890117690000,","0.009773844,","0.005497787,",0.01282817,-,fall,forward,lying,-,(angular,velocity).
"890122686000,","0.0070249503,","0.005497787,",0.015577064,-,fall,forward,lying,-,(angular,velocity).
"890127667000,","0.009162978,","0.013744468,",0.017715093,-,fall,forward,lying,-,(angular,velocity).
"890132623000,","6.1086525e-4,","0.008246681,",0.004886922,-,fall,forward,lying,-,(angular,velocity).
"890137733000,","0.004581489,","0.007330383,",0.015577064,-,fall,forward,lying,-,(angular,velocity).
"890142630000,","0.004886922,","0.005192355,",0.014660766,-,fall,forward,lying,-,(angular,velocity).
"890147623000,","0.004886922,","0.004276057,",0.0106901415,-,fall,forward,lying,-,(angular,velocity).
"890152674000,","0.003970624,","0.006414085,",0.019242255,-,fall,forward,lying,-,(angular,velocity).
"890157617000,","0.007330383,","0.004581489,",0.014049901,-,fall,forward,lying,-,(angular,velocity).
"890162694000,","0.004581489,","-0.0033597588,",0.016187929,-,fall,forward,lying,-,(angular,velocity).
"890168644000,","0.0015271631,","-0.004886922,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
"890172676000,","-0.0033597588,","-6.1086525e-4,",0.008246681,-,fall,forward,lying,-,(angular,velocity).
"890177630000,","0.0012217305,","-0.004581489,",0.008857546,-,fall,forward,lying,-,(angular,velocity).
"890182626000,","9.162979e-4,","-0.009468411,",3.0543262e-4,-,fall,forward,lying,-,(angular,velocity).
"890187699000,","-0.005497787,","-0.0033597588,",0.0012217305,-,fall,forward,lying,-,(angular,velocity).
"890192797000,","-0.011301007,","-0.012217305,",0.00580322,-,fall,forward,lying,-,(angular,velocity).
"890197674000,","0.0033597588,","-0.013744468,",-0.002443461,-,fall,forward,lying,-,(angular,velocity).
"890202665000,","-0.0015271631,","-0.014660766,",-0.0033597588,-,fall,forward,lying,-,(angular,velocity).
"890207624000,","-0.003970624,","-0.007941248,",-0.0012217305,-,fall,forward,lying,-,(angular,velocity).
"890212742000,","3.0543262e-4,","-3.0543262e-4,",0.009162978,-,fall,forward,lying,-,(angular,velocity).
"890217631000,","0.008857546,","0.0018325958,",-0.0012217305,-,fall,forward,lying,-,(angular,velocity).
"890222632000,","0.0018325958,","0.003970624,",0.004581489,-,fall,forward,lying,-,(angular,velocity).
"890227682000,","0.0021380284,","0.010079277,",0.007941248,-,fall,forward,lying,-,(angular,velocity).
