#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","0.017715093,","-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#datetime:,05/07/2013,10:44:31,0.021685716,-,fall,forward,lying,-,(angular,velocity).
##########################################,"0.017715093,","-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#activity:,10,-,fol,-,fall,forward,lying,-,10s,velocity).
#subject,id:,10,0.021685716,-,fall,forward,lying,-,(angular,velocity).
#first,name:,sub10,0.021685716,-,fall,forward,lying,-,(angular,velocity).
#last,name:,sub10,0.021685716,-,fall,forward,lying,-,(angular,velocity).
#age:,26,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#height(cm):,170,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#weight(kg):,90,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#gender:,female,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
"755542975000,","-0.04428773,","-0.0729984,",0.07269296,-,fall,forward,lying,-,(angular,velocity).
"755547962000,","-0.04550946,","-0.06505715,",0.076052725,-,fall,forward,lying,-,(angular,velocity).
"755552925000,","-0.050701816,","-0.063224554,",0.08552113,-,fall,forward,lying,-,(angular,velocity).
"755558007000,","-0.04886922,","-0.05375614,",0.086437434,-,fall,forward,lying,-,(angular,velocity).
"755563047000,","-0.045814894,","-0.0571159,",0.087964594,-,fall,forward,lying,-,(angular,velocity).
"755568026000,","-0.051618114,","-0.06169739,",0.083383106,-,fall,forward,lying,-,(angular,velocity).
"755573975000,","-0.049785517,","-0.06994407,",0.0888809,-,fall,forward,lying,-,(angular,velocity).
"755577972000,","-0.043066,","-0.063224554,",0.090713486,-,fall,forward,lying,-,(angular,velocity).
"755583023000,","-0.03726278,","-0.06291912,",0.089491755,-,fall,forward,lying,-,(angular,velocity).
"755587970000,","-0.03726278,","-0.06414085,",0.09040806,-,fall,forward,lying,-,(angular,velocity).
"755593044000,","-0.03756821,","-0.05375614,",0.08582657,-,fall,forward,lying,-,(angular,velocity).
"755598024000,","-0.03023783,","-0.049785517,",0.08246681,-,fall,forward,lying,-,(angular,velocity).
"755602922000,","-0.022602014,","-0.046731193,",0.07086037,-,fall,forward,lying,-,(angular,velocity).
"755607883000,","-0.014966198,","-0.052839845,",0.06566802,-,fall,forward,lying,-,(angular,velocity).
"755612916000,","-0.013439035,","-0.049480084,",0.07788532,-,fall,forward,lying,-,(angular,velocity).
"755617869000,","-0.0033597588,","-0.04550946,",0.06780604,-,fall,forward,lying,-,(angular,velocity).
"755622849000,","0.0015271631,","-0.048258353,",0.06383542,-,fall,forward,lying,-,(angular,velocity).
"755627833000,","-3.0543262e-4,","-0.063224554,",0.05681047,-,fall,forward,lying,-,(angular,velocity).
"755632835000,","0.002443461,","-0.07544186,",0.053145275,-,fall,forward,lying,-,(angular,velocity).
"755637942000,","0.0015271631,","-0.07422013,",0.04734206,-,fall,forward,lying,-,(angular,velocity).
"755642865000,","0.008246681,","-0.06994407,",0.046120327,-,fall,forward,lying,-,(angular,velocity).
"755647864000,","-0.004276057,","-0.074830994,",0.03970624,-,fall,forward,lying,-,(angular,velocity).
"755652887000,","9.162979e-4,","-0.069027774,",0.039095376,-,fall,forward,lying,-,(angular,velocity).
"755657881000,","0.0012217305,","-0.07666359,",0.030848695,-,fall,forward,lying,-,(angular,velocity).
"755662929000,","-0.005497787,","-0.07696902,",0.03481932,-,fall,forward,lying,-,(angular,velocity).
"755667917000,","-0.004276057,","-0.07147124,",0.03176499,-,fall,forward,lying,-,(angular,velocity).
"755672876000,","0.004581489,","-0.057421334,",0.03481932,-,fall,forward,lying,-,(angular,velocity).
"755677900000,","-6.1086525e-4,","-0.06566802,",0.03390302,-,fall,forward,lying,-,(angular,velocity).
"755682844000,","0.003970624,","-0.06536258,",0.03390302,-,fall,forward,lying,-,(angular,velocity).
"755687991000,","6.1086525e-4,","-0.05681047,",0.03359759,-,fall,forward,lying,-,(angular,velocity).
"755692861000,","0.0015271631,","-0.053450707,",0.03481932,-,fall,forward,lying,-,(angular,velocity).
"755697904000,","-0.0012217305,","-0.05100725,",0.034208454,-,fall,forward,lying,-,(angular,velocity).
"755702860000,","0.007330383,","-0.045814894,",0.03756821,-,fall,forward,lying,-,(angular,velocity).
"755707930000,","0.0018325958,","-0.044593163,",0.042455133,-,fall,forward,lying,-,(angular,velocity).
"755712967000,","0.00580322,","-0.032375857,",0.047036625,-,fall,forward,lying,-,(angular,velocity).
"755718035000,","0.014966198,","-0.030543262,",0.050396383,-,fall,forward,lying,-,(angular,velocity).
"755723158000,","0.010079277,","-0.025350908,",0.058948494,-,fall,forward,lying,-,(angular,velocity).
"755728003000,","0.01985312,","-0.022907447,",0.064751714,-,fall,forward,lying,-,(angular,velocity).
"755732962000,","0.017715093,","-0.010079277,",0.05131268,-,fall,forward,lying,-,(angular,velocity).
"755737978000,","0.033292156,","-6.1086525e-4,",0.06688975,-,fall,forward,lying,-,(angular,velocity).
"755743032000,","0.023823744,","0.0070249503,",0.054367006,-,fall,forward,lying,-,(angular,velocity).
"755747923000,","0.017104227,","-0.007330383,",0.064446285,-,fall,forward,lying,-,(angular,velocity).
"755753000000,","0.017715093,","-0.00580322,",0.070249505,-,fall,forward,lying,-,(angular,velocity).
"755757961000,","0.021991149,","-0.0033597588,",0.06505715,-,fall,forward,lying,-,(angular,velocity).
"755762991000,","0.0027488936,","0.0012217305,",0.06383542,-,fall,forward,lying,-,(angular,velocity).
"755767986000,","-0.004276057,","0.002443461,",0.06169739,-,fall,forward,lying,-,(angular,velocity).
"755773022000,","-0.003970624,","-0.002443461,",0.06841691,-,fall,forward,lying,-,(angular,velocity).
"755777997000,","-0.0030543262,","0.005192355,",0.05467244,-,fall,forward,lying,-,(angular,velocity).
"755782985000,","-9.162979e-4,","0.005497787,",0.054367006,-,fall,forward,lying,-,(angular,velocity).
"755787966000,","-0.01038471,","0.013744468,",0.047647487,-,fall,forward,lying,-,(angular,velocity).
"755793024000,","-0.013744468,","0.020463986,",0.046731193,-,fall,forward,lying,-,(angular,velocity).
"755797920000,","-0.022602014,","0.03390302,",0.04520403,-,fall,forward,lying,-,(angular,velocity).
"755802941000,","-0.021685716,","0.03634648,",0.03604105,-,fall,forward,lying,-,(angular,velocity).
"755807910000,","-0.020463986,","0.048258353,",0.029626964,-,fall,forward,lying,-,(angular,velocity).
"755812980000,","-0.019242255,","0.061391957,",0.02321288,-,fall,forward,lying,-,(angular,velocity).
"755818035000,","-0.022602014,","0.06811147,",0.020158553,-,fall,forward,lying,-,(angular,velocity).
"755823269000,","-0.021380283,","0.06963864,",0.0143553335,-,fall,forward,lying,-,(angular,velocity).
"755828002000,","-0.02107485,","0.07727446,",0.0067195175,-,fall,forward,lying,-,(angular,velocity).
"755832915000,","-0.020463986,","0.086132,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
"755837992000,","-0.033292156,","0.07941248,",0.011301007,-,fall,forward,lying,-,(angular,velocity).
"755843075000,","-0.017715093,","0.08827003,",0.007941248,-,fall,forward,lying,-,(angular,velocity).
"755847947000,","-0.017715093,","0.087964594,",0.013133603,-,fall,forward,lying,-,(angular,velocity).
"755853010000,","-0.029626964,","0.081855945,",0.018020526,-,fall,forward,lying,-,(angular,velocity).
"755857955000,","-0.021380283,","0.076052725,",0.018020526,-,fall,forward,lying,-,(angular,velocity).
"755863006000,","-0.02076942,","0.074830994,",0.02076942,-,fall,forward,lying,-,(angular,velocity).
"755868849000,","-0.025350908,","0.070249505,",0.027794369,-,fall,forward,lying,-,(angular,velocity).
"755872947000,","-0.009468411,","0.07391469,",0.029321533,-,fall,forward,lying,-,(angular,velocity).
"755877942000,","-0.010079277,","0.06047566,",0.028710667,-,fall,forward,lying,-,(angular,velocity).
"755882941000,","-0.01282817,","0.067500606,",0.029932396,-,fall,forward,lying,-,(angular,velocity).
"755888003000,","3.0543262e-4,","0.052839845,",0.03390302,-,fall,forward,lying,-,(angular,velocity).
"755893012000,","6.1086525e-4,","0.0580322,",0.03145956,-,fall,forward,lying,-,(angular,velocity).
"755897964000,","6.1086525e-4,","0.05589417,",0.029932396,-,fall,forward,lying,-,(angular,velocity).
"755902947000,","0.002443461,","0.06505715,",0.030848695,-,fall,forward,lying,-,(angular,velocity).
"755907940000,","-0.002443461,","0.060170226,",0.027183503,-,fall,forward,lying,-,(angular,velocity).
"755912977000,","3.0543262e-4,","0.06505715,",0.020463986,-,fall,forward,lying,-,(angular,velocity).
"755918027000,","0.0036651916,","0.070249505,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
"755923015000,","0.01282817,","0.06047566,",0.014049901,-,fall,forward,lying,-,(angular,velocity).
"755928001000,","0.005192355,","0.044898596,",0.021991149,-,fall,forward,lying,-,(angular,velocity).
"755932959000,","0.004276057,","0.04642576,",0.010079277,-,fall,forward,lying,-,(angular,velocity).
"755937976000,","0.0061086523,","0.046731193,",0.013133603,-,fall,forward,lying,-,(angular,velocity).
"755943009000,","0.0027488936,","0.042455133,",-0.0036651916,-,fall,forward,lying,-,(angular,velocity).
"755948003000,","-0.0030543262,","0.028710667,",0.0021380284,-,fall,forward,lying,-,(angular,velocity).
"755953003000,","-0.013744468,","0.024740042,",6.1086525e-4,-,fall,forward,lying,-,(angular,velocity).
"755957967000,","-0.007330383,","0.023823744,",-0.0015271631,-,fall,forward,lying,-,(angular,velocity).
"755962977000,","-0.007330383,","0.020463986,",-0.0106901415,-,fall,forward,lying,-,(angular,velocity).
"755968048000,","-0.004886922,","0.020158553,",-0.01160644,-,fall,forward,lying,-,(angular,velocity).
"755972924000,","-0.004276057,","0.014049901,",-0.008246681,-,fall,forward,lying,-,(angular,velocity).
"755977941000,","-0.004886922,","0.009773844,",-0.004886922,-,fall,forward,lying,-,(angular,velocity).
"755982951000,","0.009468411,","0.004581489,",-0.003970624,-,fall,forward,lying,-,(angular,velocity).
"755988016000,","0.018020526,","-0.0070249503,",-0.0027488936,-,fall,forward,lying,-,(angular,velocity).
"755993071000,","0.0125227375,","-0.020158553,",-0.0012217305,-,fall,forward,lying,-,(angular,velocity).
"755997921000,","0.02321288,","-0.032986723,",-0.0021380284,-,fall,forward,lying,-,(angular,velocity).
"756002942000,","0.030543262,","-0.03268129,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
"756007945000,","0.021991149,","-0.03634648,",0.007941248,-,fall,forward,lying,-,(angular,velocity).
"756013316000,","0.021685716,","-0.05375614,",-0.0036651916,-,fall,forward,lying,-,(angular,velocity).
"756018042000,","0.021380283,","-0.060170226,",0.005497787,-,fall,forward,lying,-,(angular,velocity).
"756022918000,","0.007941248,","-0.06078109,",0.010079277,-,fall,forward,lying,-,(angular,velocity).
"756027997000,","-0.0015271631,","-0.060170226,",9.162979e-4,-,fall,forward,lying,-,(angular,velocity).
"756032968000,","-0.008552114,","-0.06414085,",0.005497787,-,fall,forward,lying,-,(angular,velocity).
"756038056000,","-0.0125227375,","-0.062002823,",0.01282817,-,fall,forward,lying,-,(angular,velocity).
"756043016000,","-0.015577064,","-0.06047566,",0.014049901,-,fall,forward,lying,-,(angular,velocity).
"756048008000,","-0.02443461,","-0.06536258,",0.0076358155,-,fall,forward,lying,-,(angular,velocity).
"756053014000,","-0.017104227,","-0.056505036,",0.01160644,-,fall,forward,lying,-,(angular,velocity).
"756057966000,","-0.0067195175,","-0.05589417,",0.01160644,-,fall,forward,lying,-,(angular,velocity).
"756062973000,","-0.009162978,","-0.05467244,",0.002443461,-,fall,forward,lying,-,(angular,velocity).
"756068068000,","-0.010079277,","-0.06536258,",0.013133603,-,fall,forward,lying,-,(angular,velocity).
"756073010000,","-0.011301007,","-0.06627888,",0.013133603,-,fall,forward,lying,-,(angular,velocity).
"756077998000,","-0.013133603,","-0.06627888,",0.015271631,-,fall,forward,lying,-,(angular,velocity).
"756082961000,","-0.019547688,","-0.06719518,",0.022907447,-,fall,forward,lying,-,(angular,velocity).
"756087984000,","-0.023518313,","-0.07147124,",0.020463986,-,fall,forward,lying,-,(angular,velocity).
"756093041000,","-0.018325957,","-0.06047566,",0.013744468,-,fall,forward,lying,-,(angular,velocity).
"756098000000,","-0.011911872,","-0.05681047,",0.022602014,-,fall,forward,lying,-,(angular,velocity).
"756102944000,","-0.018936822,","-0.051923547,",0.024740042,-,fall,forward,lying,-,(angular,velocity).
"756107942000,","-0.03176499,","-0.058643065,",0.028710667,-,fall,forward,lying,-,(angular,velocity).
"756113011000,","-0.022602014,","-0.04153884,",0.027794369,-,fall,forward,lying,-,(angular,velocity).
"756118028000,","-0.01863139,","-0.03359759,",0.025350908,-,fall,forward,lying,-,(angular,velocity).
"756123001000,","-0.002443461,","-0.033292156,",0.023518313,-,fall,forward,lying,-,(angular,velocity).
"756128003000,","-0.015882496,","-0.042455133,",0.025961773,-,fall,forward,lying,-,(angular,velocity).
"756132958000,","-0.024740042,","-0.047647487,",0.036651913,-,fall,forward,lying,-,(angular,velocity).
"756138169000,","-0.021991149,","-0.03390302,",0.02565634,-,fall,forward,lying,-,(angular,velocity).
"756143060000,","-0.00580322,","-0.03756821,",0.030543262,-,fall,forward,lying,-,(angular,velocity).
"756147975000,","-0.0143553335,","-0.03604105,",0.03390302,-,fall,forward,lying,-,(angular,velocity).
"756153015000,","-0.010995574,","-0.033292156,",0.026267206,-,fall,forward,lying,-,(angular,velocity).
"756158331000,","-0.009773844,","-0.03848451,",0.027488936,-,fall,forward,lying,-,(angular,velocity).
"756162982000,","-0.011911872,","-0.041233405,",0.033292156,-,fall,forward,lying,-,(angular,velocity).
"756168075000,","-0.016798794,","-0.04642576,",0.038789943,-,fall,forward,lying,-,(angular,velocity).
"756173005000,","-0.014966198,","-0.055283304,",0.032375857,-,fall,forward,lying,-,(angular,velocity).
"756177973000,","-0.010079277,","-0.04184427,",0.03634648,-,fall,forward,lying,-,(angular,velocity).
"756182954000,","-0.01740966,","-0.038789943,",0.05131268,-,fall,forward,lying,-,(angular,velocity).
"756188034000,","-0.024740042,","-0.04642576,",0.04428773,-,fall,forward,lying,-,(angular,velocity).
"756193073000,","-0.010079277,","-0.052839845,",0.047036625,-,fall,forward,lying,-,(angular,velocity).
"756198014000,","-0.01038471,","-0.05955936,",0.047036625,-,fall,forward,lying,-,(angular,velocity).
"756202937000,","-0.0061086523,","-0.06078109,",0.05375614,-,fall,forward,lying,-,(angular,velocity).
"756207940000,","-0.004276057,","-0.057421334,",0.053450707,-,fall,forward,lying,-,(angular,velocity).
"756212988000,","-0.0076358155,","-0.065973446,",0.050701816,-,fall,forward,lying,-,(angular,velocity).
"756217970000,","-0.0033597588,","-0.06963864,",0.05131268,-,fall,forward,lying,-,(angular,velocity).
"756222970000,","-0.014049901,","-0.07880162,",0.04642576,-,fall,forward,lying,-,(angular,velocity).
"756228009000,","-0.009468411,","-0.09040806,",0.056505036,-,fall,forward,lying,-,(angular,velocity).
"756233309000,","-0.021991149,","-0.09773844,",0.063224554,-,fall,forward,lying,-,(angular,velocity).
"756237992000,","-0.017104227,","-0.10598512,",0.057726767,-,fall,forward,lying,-,(angular,velocity).
"756243003000,","-0.017715093,","-0.12583824,",0.054367006,-,fall,forward,lying,-,(angular,velocity).
"756248012000,","-0.019547688,","-0.13897185,",0.051618114,-,fall,forward,lying,-,(angular,velocity).
"756252996000,","-0.009468411,","-0.13988814,",0.053145275,-,fall,forward,lying,-,(angular,velocity).
"756258003000,","-0.012217305,","-0.13622294,",0.044593163,-,fall,forward,lying,-,(angular,velocity).
"756262996000,","-0.015882496,","-0.14569137,",0.04062254,-,fall,forward,lying,-,(angular,velocity).
"756267966000,","-0.013439035,","-0.16157386,",0.041233405,-,fall,forward,lying,-,(angular,velocity).
"756272993000,","-0.019547688,","-0.16982053,",0.03573562,-,fall,forward,lying,-,(angular,velocity).
"756277944000,","-0.020463986,","-0.19242255,",0.036957346,-,fall,forward,lying,-,(angular,velocity).
"756282933000,","-0.01985312,","-0.21105394,",0.03940081,-,fall,forward,lying,-,(angular,velocity).
"756287991000,","-0.02107485,","-0.2180789,",0.05467244,-,fall,forward,lying,-,(angular,velocity).
"756292962000,","-0.032375857,","-0.22143865,",0.06352998,-,fall,forward,lying,-,(angular,velocity).
"756297935000,","-0.016493361,","-0.2125811,",0.06383542,-,fall,forward,lying,-,(angular,velocity).
"756302944000,","-0.030543262,","-0.19883664,",0.06261369,-,fall,forward,lying,-,(angular,velocity).
"756307907000,","-0.022907447,","-0.17654006,",0.056199603,-,fall,forward,lying,-,(angular,velocity).
"756312978000,","-0.027183503,","-0.15607607,",0.04886922,-,fall,forward,lying,-,(angular,velocity).
"756317932000,","-0.025350908,","-0.1133155,",0.027794369,-,fall,forward,lying,-,(angular,velocity).
"756322960000,","-0.015577064,","-0.08002335,",0.009162978,-,fall,forward,lying,-,(angular,velocity).
"756327921000,","-0.007941248,","-0.050701816,",0.009162978,-,fall,forward,lying,-,(angular,velocity).
"756332939000,","-0.004276057,","-0.04917465,",-0.007330383,-,fall,forward,lying,-,(angular,velocity).
"756337963000,","-0.00580322,","-0.042760566,",-0.012217305,-,fall,forward,lying,-,(angular,velocity).
"756342965000,","-0.0018325958,","-0.04886922,",-0.008857546,-,fall,forward,lying,-,(angular,velocity).
"756347963000,","-0.0015271631,","-0.057726767,",-0.016187929,-,fall,forward,lying,-,(angular,velocity).
"756353005000,","-0.0070249503,","-0.067500606,",-0.010079277,-,fall,forward,lying,-,(angular,velocity).
"756357981000,","-3.0543262e-4,","-0.0720821,",-0.013133603,-,fall,forward,lying,-,(angular,velocity).
"756363331000,","0.0015271631,","-0.071776666,",-0.012217305,-,fall,forward,lying,-,(angular,velocity).
"756368059000,","0.009773844,","-0.063224554,",-0.027488936,-,fall,forward,lying,-,(angular,velocity).
"756372938000,","0.0143553335,","-0.048563786,",-0.036651913,-,fall,forward,lying,-,(angular,velocity).
"756377998000,","0.01282817,","-0.035124753,",-0.04917465,-,fall,forward,lying,-,(angular,velocity).
"756382966000,","0.020463986,","-0.01863139,",-0.06169739,-,fall,forward,lying,-,(angular,velocity).
"756388042000,","0.040317107,","-0.007941248,",-0.0729984,-,fall,forward,lying,-,(angular,velocity).
"756393018000,","0.051923547,","0.017715093,",-0.07238753,-,fall,forward,lying,-,(angular,velocity).
"756398001000,","0.04795292,","0.030543262,",-0.07574729,-,fall,forward,lying,-,(angular,velocity).
"756402946000,","0.045814894,","0.046731193,",-0.07574729,-,fall,forward,lying,-,(angular,velocity).
"756407937000,","0.047647487,","0.06047566,",-0.079107046,-,fall,forward,lying,-,(angular,velocity).
"756413009000,","0.056199603,","0.07971791,",-0.070554934,-,fall,forward,lying,-,(angular,velocity).
"756418085000,","0.056505036,","0.0870483,",-0.06994407,-,fall,forward,lying,-,(angular,velocity).
"756423018000,","0.0571159,","0.090713486,",-0.06658431,-,fall,forward,lying,-,(angular,velocity).
"756428000000,","0.047036625,","0.09560041,",-0.060170226,-,fall,forward,lying,-,(angular,velocity).
"756432940000,","0.056199603,","0.095294975,",-0.064446285,-,fall,forward,lying,-,(angular,velocity).
"756438065000,","0.050701816,","0.092240654,",-0.061391957,-,fall,forward,lying,-,(angular,velocity).
"756443075000,","0.042760566,","0.09132435,",-0.048563786,-,fall,forward,lying,-,(angular,velocity).
"756448113000,","0.021991149,","0.06719518,",-0.04642576,-,fall,forward,lying,-,(angular,velocity).
"756453001000,","0.020158553,","0.06383542,",-0.032986723,-,fall,forward,lying,-,(angular,velocity).
"756457965000,","0.0021380284,","0.047036625,",-0.03023783,-,fall,forward,lying,-,(angular,velocity).
"756463027000,","-0.0070249503,","0.04337143,",-0.032986723,-,fall,forward,lying,-,(angular,velocity).
"756468039000,","-0.019547688,","0.040317107,",-0.025350908,-,fall,forward,lying,-,(angular,velocity).
"756473014000,","-0.027488936,","0.025045475,",-0.027183503,-,fall,forward,lying,-,(angular,velocity).
"756478009000,","-0.02321288,","0.018020526,",-0.020463986,-,fall,forward,lying,-,(angular,velocity).
"756482913000,","-0.041233405,","0.01282817,",-0.016187929,-,fall,forward,lying,-,(angular,velocity).
"756488024000,","-0.049480084,","-6.1086525e-4,",-0.013744468,-,fall,forward,lying,-,(angular,velocity).
"756493016000,","-0.052534413,","-0.007330383,",-0.012217305,-,fall,forward,lying,-,(angular,velocity).
"756497920000,","-0.060170226,","-0.022296581,",-0.008552114,-,fall,forward,lying,-,(angular,velocity).
"756502940000,","-0.064751714,","-0.03268129,",-0.008552114,-,fall,forward,lying,-,(angular,velocity).
"756507923000,","-0.04795292,","-0.04642576,",0.0070249503,-,fall,forward,lying,-,(angular,velocity).
"756513002000,","-0.056199603,","-0.051618114,",0.010079277,-,fall,forward,lying,-,(angular,velocity).
"756518017000,","-0.04917465,","-0.058948494,",0.015577064,-,fall,forward,lying,-,(angular,velocity).
"756523002000,","-0.03359759,","-0.06780604,",0.009468411,-,fall,forward,lying,-,(angular,velocity).
"756527996000,","-0.022907447,","-0.063224554,",0.011301007,-,fall,forward,lying,-,(angular,velocity).
"756532961000,","-0.014049901,","-0.05467244,",0.018936822,-,fall,forward,lying,-,(angular,velocity).
"756538062000,","-0.010079277,","-0.04153884,",0.022602014,-,fall,forward,lying,-,(angular,velocity).
"756543034000,","0.0036651916,","-0.028405234,",0.031154128,-,fall,forward,lying,-,(angular,velocity).
"756548008000,","0.017715093,","-0.01863139,",0.027488936,-,fall,forward,lying,-,(angular,velocity).
"756553003000,","0.02443461,","-0.008552114,",0.028405234,-,fall,forward,lying,-,(angular,velocity).
"756557955000,","0.03604105,","-0.008552114,",0.030848695,-,fall,forward,lying,-,(angular,velocity).
"756562976000,","0.025045475,","-0.0012217305,",0.032375857,-,fall,forward,lying,-,(angular,velocity).
"756567966000,","0.026572637,","0.01038471,",0.026572637,-,fall,forward,lying,-,(angular,velocity).
"756572971000,","0.023823744,","0.023823744,",0.018325957,-,fall,forward,lying,-,(angular,velocity).
"756578013000,","0.023823744,","0.021991149,",0.021991149,-,fall,forward,lying,-,(angular,velocity).
"756583253000,","0.026267206,","0.029626964,",0.024129177,-,fall,forward,lying,-,(angular,velocity).
"756587989000,","0.02565634,","0.038179077,",0.018936822,-,fall,forward,lying,-,(angular,velocity).
"756593158000,","0.02321288,","0.04520403,",0.014660766,-,fall,forward,lying,-,(angular,velocity).
"756598007000,","0.02076942,","0.05497787,",0.01038471,-,fall,forward,lying,-,(angular,velocity).
"756603328000,","0.017715093,","0.056505036,",0.0036651916,-,fall,forward,lying,-,(angular,velocity).
"756608001000,","0.004276057,","0.04886922,",-0.0018325958,-,fall,forward,lying,-,(angular,velocity).
"756612975000,","0.007330383,","0.059864793,",-0.008246681,-,fall,forward,lying,-,(angular,velocity).
"756617964000,","-0.0018325958,","0.04917465,",-0.009773844,-,fall,forward,lying,-,(angular,velocity).
"756623156000,","0.009773844,","0.052839845,",-0.012217305,-,fall,forward,lying,-,(angular,velocity).
"756627964000,","0.008246681,","0.04642576,",-0.017104227,-,fall,forward,lying,-,(angular,velocity).
"756632963000,","0.013744468,","0.036957346,",-0.012217305,-,fall,forward,lying,-,(angular,velocity).
"756637962000,","0.018936822,","0.022907447,",-0.01985312,-,fall,forward,lying,-,(angular,velocity).
"756642970000,","0.0106901415,","0.016798794,",-0.018020526,-,fall,forward,lying,-,(angular,velocity).
"756647952000,","0.02687807,","0.01863139,",-0.019547688,-,fall,forward,lying,-,(angular,velocity).
"756653009000,","0.013439035,","0.0070249503,",-0.0143553335,-,fall,forward,lying,-,(angular,velocity).
"756658067000,","0.021991149,","-0.0033597588,",-0.018936822,-,fall,forward,lying,-,(angular,velocity).
"756663078000,","0.020463986,","0.0015271631,",-0.014660766,-,fall,forward,lying,-,(angular,velocity).
"756668880000,","0.02107485,","0.008246681,",-0.004581489,-,fall,forward,lying,-,(angular,velocity).
"756673021000,","0.016493361,","0.005497787,",0.0015271631,-,fall,forward,lying,-,(angular,velocity).
"756678345000,","0.0106901415,","0.0018325958,",-0.0021380284,-,fall,forward,lying,-,(angular,velocity).
"756683001000,","0.0106901415,","0.005497787,",-0.004581489,-,fall,forward,lying,-,(angular,velocity).
"756687942000,","0.004886922,","0.0036651916,",-0.0036651916,-,fall,forward,lying,-,(angular,velocity).
"756692972000,","0.0015271631,","-0.008246681,",0.002443461,-,fall,forward,lying,-,(angular,velocity).
"756697928000,","-0.0027488936,","-0.008246681,",0.006414085,-,fall,forward,lying,-,(angular,velocity).
"756702941000,","-0.007941248,","-0.012217305,",0.019547688,-,fall,forward,lying,-,(angular,velocity).
"756707989000,","0.0021380284,","-0.0012217305,",0.018020526,-,fall,forward,lying,-,(angular,velocity).
"756713073000,","-0.0070249503,","-0.012217305,",0.02565634,-,fall,forward,lying,-,(angular,velocity).
"756717972000,","-0.01038471,","-0.010995574,",0.01863139,-,fall,forward,lying,-,(angular,velocity).
"756723036000,","-0.0076358155,","-0.018936822,",0.009773844,-,fall,forward,lying,-,(angular,velocity).
"756727965000,","-0.014049901,","-0.0070249503,",0.0125227375,-,fall,forward,lying,-,(angular,velocity).
"756732996000,","3.0543262e-4,","0.003970624,",0.01038471,-,fall,forward,lying,-,(angular,velocity).
"756738057000,","0.005497787,","0.01282817,",-0.0033597588,-,fall,forward,lying,-,(angular,velocity).
"756742989000,","0.005497787,","0.021991149,",-0.0067195175,-,fall,forward,lying,-,(angular,velocity).
"756748016000,","-0.002443461,","0.029321533,",-0.017104227,-,fall,forward,lying,-,(angular,velocity).
"756753164000,","0.003970624,","0.023823744,",-0.021991149,-,fall,forward,lying,-,(angular,velocity).
"756757875000,","0.014049901,","0.027183503,",-0.027183503,-,fall,forward,lying,-,(angular,velocity).
"756762855000,","0.0125227375,","0.023518313,",-0.037873644,-,fall,forward,lying,-,(angular,velocity).
"756767879000,","0.011301007,","0.021991149,",-0.05467244,-,fall,forward,lying,-,(angular,velocity).
"756772825000,","0.017715093,","0.029321533,",-0.06566802,-,fall,forward,lying,-,(angular,velocity).
"756777856000,","0.02076942,","0.032375857,",-0.0842994,-,fall,forward,lying,-,(angular,velocity).
"756782820000,","0.027794369,","0.024740042,",-0.102319926,-,fall,forward,lying,-,(angular,velocity).
"756787910000,","0.025350908,","0.026572637,",-0.118202426,-,fall,forward,lying,-,(angular,velocity).
"756792852000,","0.018325957,","0.03145956,",-0.12675454,-,fall,forward,lying,-,(angular,velocity).
"756797839000,","0.015271631,","0.035124753,",-0.1414153,-,fall,forward,lying,-,(angular,velocity).
"756802878000,","0.026572637,","0.028405234,",-0.14446963,-,fall,forward,lying,-,(angular,velocity).
"756807879000,","0.015882496,","0.028710667,",-0.16554448,-,fall,forward,lying,-,(angular,velocity).
"756812930000,","0.0067195175,","0.021991149,",-0.16523905,-,fall,forward,lying,-,(angular,velocity).
"756817870000,","0.005497787,","0.021380283,",-0.16493362,-,fall,forward,lying,-,(angular,velocity).
"756823002000,","0.009162978,","0.013133603,",-0.16768251,-,fall,forward,lying,-,(angular,velocity).
"756827865000,","0.0061086523,","0.015882496,",-0.15821409,-,fall,forward,lying,-,(angular,velocity).
"756832923000,","0.010079277,","-0.0027488936,",-0.16920967,-,fall,forward,lying,-,(angular,velocity).
"756838170000,","0.0067195175,","-0.009162978,",-0.16279559,-,fall,forward,lying,-,(angular,velocity).
"756842945000,","0.003970624,","-0.01160644,",-0.15760323,-,fall,forward,lying,-,(angular,velocity).
"756848139000,","0.011911872,","-0.016187929,",-0.14385876,-,fall,forward,lying,-,(angular,velocity).
"756852920000,","0.011911872,","-0.023518313,",-0.14049901,-,fall,forward,lying,-,(angular,velocity).
"756858209000,","0.012217305,","-0.035430185,",-0.14263703,-,fall,forward,lying,-,(angular,velocity).
