#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","-1.0177015,","0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#datetime:,29/05/2013,14:16:16,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
##########################################,"-1.0177015,","0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#activity:,4,-,jum,-,jumping,-,30s,axes,(angular,velocity).
#subject,id:,7,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#first,name:,sub7,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#last,name:,sub7,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#age:,25,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#height(cm):,189,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#weight(kg):,80,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#gender:,male,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
"4047388326000,","-0.77488256,","0.48563787,",-0.3662137,-,jumping,-,30s,axes,(angular,velocity).
"4047393366000,","-0.8011498,","0.3472769,",-0.4071417,-,jumping,-,30s,axes,(angular,velocity).
"4047398283000,","-0.8341365,","0.21868975,",-0.43768495,-,jumping,-,30s,axes,(angular,velocity).
"4047403341000,","-0.88208944,","0.074830994,",-0.4569272,-,jumping,-,30s,axes,(angular,velocity).
"4047408326000,","-0.95539325,","-0.076052725,",-0.48288897,-,jumping,-,30s,axes,(angular,velocity).
"4047413323000,","-1.042747,","-0.25503623,",-0.47586402,-,jumping,-,30s,axes,(angular,velocity).
"4047418357000,","-1.1566733,","-0.4437936,",-0.44532076,-,jumping,-,30s,axes,(angular,velocity).
"4047423388000,","-1.2895365,","-0.65301496,",-0.40775254,-,jumping,-,30s,axes,(angular,velocity).
"4047428326000,","-1.452943,","-0.7583892,",-0.3912592,-,jumping,-,30s,axes,(angular,velocity).
"4047433291000,","-1.6557503,","-0.9462303,",-0.39920044,-,jumping,-,30s,axes,(angular,velocity).
"4047438276000,","-1.7547104,","-1.1484267,",-0.47036624,-,jumping,-,30s,axes,(angular,velocity).
"4047443321000,","-1.9095647,","-1.423316,",-0.54611355,-,jumping,-,30s,axes,(angular,velocity).
"4047448309000,","-2.024102,","-1.8478674,",-0.56169057,-,jumping,-,30s,axes,(angular,velocity).
"4047453331000,","-2.1288655,","-2.4291058,",-0.5128214,-,jumping,-,30s,axes,(angular,velocity).
"4047458340000,","-2.266921,","-3.1279354,",-0.39706242,-,jumping,-,30s,axes,(angular,velocity).
"4047463314000,","-2.538145,","-3.8493674,",-0.2764165,-,jumping,-,30s,axes,(angular,velocity).
"4047468304000,","-2.9275718,","-4.3246207,",-0.16676621,-,jumping,-,30s,axes,(angular,velocity).
"4047473477000,","-3.1422908,","-3.9901717,",0.008857546,-,jumping,-,30s,axes,(angular,velocity).
"4047478319000,","-2.9382617,","-2.802039,",0.2657264,-,jumping,-,30s,axes,(angular,velocity).
"4047483288000,","-2.3900104,","-1.5079209,",0.54061574,-,jumping,-,30s,axes,(angular,velocity).
"4047488323000,","-1.7889189,","-0.47158796,",0.8362745,-,jumping,-,30s,axes,(angular,velocity).
"4047493300000,","-1.2727377,","0.18203785,",1.1652255,-,jumping,-,30s,axes,(angular,velocity).
"4047498329000,","-0.8756753,","0.3481932,",1.462106,-,jumping,-,30s,axes,(angular,velocity).
"4047503201000,","-0.61941737,","0.021685716,",1.6303993,-,jumping,-,30s,axes,(angular,velocity).
"4047508220000,","-0.4288274,","-0.44501534,",1.4285084,-,jumping,-,30s,axes,(angular,velocity).
"4047513169000,","-0.2501493,","-0.49632803,",0.6789767,-,jumping,-,30s,axes,(angular,velocity).
"4047518178000,","-0.20647246,","-0.018325957,",-0.32467487,-,jumping,-,30s,axes,(angular,velocity).
"4047523264000,","-0.41325033,","0.24770586,",-0.9569204,-,jumping,-,30s,axes,(angular,velocity).
"4047528239000,","-0.5910121,","0.5876524,",-1.1273518,-,jumping,-,30s,axes,(angular,velocity).
"4047533161000,","-0.98532563,","0.5897904,",-1.2599095,-,jumping,-,30s,axes,(angular,velocity).
"4047538174000,","-1.2596041,","0.537256,",-1.2327261,-,jumping,-,30s,axes,(angular,velocity).
"4047543247000,","-1.2308935,","0.6795876,",-1.208597,-,jumping,-,30s,axes,(angular,velocity).
"4047548211000,","-0.7684685,","1.0861185,",-1.2137892,-,jumping,-,30s,axes,(angular,velocity).
"4047553197000,","-0.07422013,","1.6536123,",-1.2009611,-,jumping,-,30s,axes,(angular,velocity).
"4047558215000,","0.5006041,","1.953547,",-1.2125676,-,jumping,-,30s,axes,(angular,velocity).
"4047563194000,","0.9071349,","1.7767016,",-1.1252137,-,jumping,-,30s,axes,(angular,velocity).
"4047568194000,","1.2030991,","1.2464706,",-0.91599244,-,jumping,-,30s,axes,(angular,velocity).
"4047573218000,","1.3909402,","0.58184916,",-0.6258314,-,jumping,-,30s,axes,(angular,velocity).
"4047578375000,","1.5344934,","-0.025350908,",-0.31215215,-,jumping,-,30s,axes,(angular,velocity).
"4047583215000,","1.6609426,","-0.36682457,",-0.030848695,-,jumping,-,30s,axes,(angular,velocity).
"4047588220000,","1.8206838,","-0.5012149,",0.22510384,-,jumping,-,30s,axes,(angular,velocity).
"4047593251000,","2.0314324,","-0.49327368,",0.42180246,-,jumping,-,30s,axes,(angular,velocity).
"4047598231000,","2.238821,","-0.52412236,",0.5412266,-,jumping,-,30s,axes,(angular,velocity).
"4047603253000,","2.4510968,","-0.5036584,",0.6545421,-,jumping,-,30s,axes,(angular,velocity).
"4047608347000,","2.5980098,","-0.48197266,",0.77579886,-,jumping,-,30s,axes,(angular,velocity).
"4047613332000,","2.7320948,","-0.50915617,",0.8943067,-,jumping,-,30s,axes,(angular,velocity).
"4047618352000,","2.824641,","-0.5742133,",1.0045679,-,jumping,-,30s,axes,(angular,velocity).
"4047623451000,","2.8322768,","-0.63316184,",1.0925325,-,jumping,-,30s,axes,(angular,velocity).
"4047628419000,","2.7565293,","-0.79473567,",1.1450669,-,jumping,-,30s,axes,(angular,velocity).
"4047633354000,","2.683531,","-0.91690874,",1.1533136,-,jumping,-,30s,axes,(angular,velocity).
"4047638256000,","2.5329528,","-0.93737274,",1.142318,-,jumping,-,30s,axes,(angular,velocity).
"4047643277000,","2.4831672,","-0.8402451,",1.0396926,-,jumping,-,30s,axes,(angular,velocity).
"4047648360000,","2.5857925,","-0.6545421,",0.83108217,-,jumping,-,30s,axes,(angular,velocity).
"4047653285000,","2.765998,","-0.42821655,",0.537256,-,jumping,-,30s,axes,(angular,velocity).
"4047658335000,","2.964529,","-0.20861048,",0.20799962,-,jumping,-,30s,axes,(angular,velocity).
"4047663274000,","3.1105258,","0.025350908,",-0.08582657,-,jumping,-,30s,axes,(angular,velocity).
"4047668332000,","3.1722233,","0.25228736,",-0.3203988,-,jumping,-,30s,axes,(angular,velocity).
"4047673428000,","3.1746666,","0.43371433,",-0.48899764,-,jumping,-,30s,axes,(angular,velocity).
"4047678381000,","3.0928106,","0.5510005,",-0.57818395,-,jumping,-,30s,axes,(angular,velocity).
"4047683259000,","2.9691105,","0.6435465,",-0.6047566,-,jumping,-,30s,axes,(angular,velocity).
"4047688409000,","2.8518243,","0.74006325,",-0.57787853,-,jumping,-,30s,axes,(angular,velocity).
"4047693274000,","2.7504208,","0.83260936,",-0.552833,-,jumping,-,30s,axes,(angular,velocity).
"4047698349000,","2.6697865,","0.89736104,",-0.50823987,-,jumping,-,30s,axes,(angular,velocity).
"4047703364000,","2.5766296,","0.93279123,",-0.44684792,-,jumping,-,30s,axes,(angular,velocity).
"4047708343000,","2.4672847,","0.9801333,",-0.35308012,-,jumping,-,30s,axes,(angular,velocity).
"4047713358000,","2.291661,","1.0858129,",-0.21777347,-,jumping,-,30s,axes,(angular,velocity).
"4047718308000,","2.0760255,","1.2583824,",-0.11362094,-,jumping,-,30s,axes,(angular,velocity).
"4047723467000,","1.8048013,","1.3863586,",-0.043676864,-,jumping,-,30s,axes,(angular,velocity).
"4047728385000,","1.5198327,","1.7336355,",-0.004886922,-,jumping,-,30s,axes,(angular,velocity).
"4047733342000,","1.3903292,","2.1050417,",0.052534413,-,jumping,-,30s,axes,(angular,velocity).
"4047738348000,","1.1624765,","2.4107797,",0.0693332,-,jumping,-,30s,axes,(angular,velocity).
"4047743297000,","0.8970556,","2.5711317,",0.06719518,-,jumping,-,30s,axes,(angular,velocity).
"4047748351000,","0.6188065,","2.5723536,",0.035430185,-,jumping,-,30s,axes,(angular,velocity).
"4047753338000,","0.364992,","2.3139575,",-0.06291912,-,jumping,-,30s,axes,(angular,velocity).
"4047758319000,","0.15241088,","1.8726074,",-0.18325958,-,jumping,-,30s,axes,(angular,velocity).
"4047763366000,","-0.07147124,","1.4666874,",-0.25809056,-,jumping,-,30s,axes,(angular,velocity).
"4047768305000,","-0.29168814,","1.2049317,",-0.28099802,-,jumping,-,30s,axes,(angular,velocity).
"4047773610000,","-0.5687156,","0.9569204,",-0.29168814,-,jumping,-,30s,axes,(angular,velocity).
"4047778293000,","-0.8454375,","0.5458081,",-0.26358834,-,jumping,-,30s,axes,(angular,velocity).
"4047783287000,","-1.0800097,","-0.07849618,",-0.19028452,-,jumping,-,30s,axes,(angular,velocity).
"4047788409000,","-1.2861768,","-0.7684685,",-0.11362094,-,jumping,-,30s,axes,(angular,velocity).
"4047793543000,","-1.4987578,","-1.3417655,",-0.02107485,-,jumping,-,30s,axes,(angular,velocity).
"4047798349000,","-1.7208074,","-1.7095064,",0.06566802,-,jumping,-,30s,axes,(angular,velocity).
"4047803258000,","-1.9306396,","-1.8558086,",0.18173242,-,jumping,-,30s,axes,(angular,velocity).
"4047808370000,","-2.0818288,","-1.7403551,",0.31642818,-,jumping,-,30s,axes,(angular,velocity).
"4047813331000,","-2.1578815,","-1.389413,",0.4636467,-,jumping,-,30s,axes,(angular,velocity).
"4047818310000,","-2.160325,","-1.1420126,",0.5910121,-,jumping,-,30s,axes,(angular,velocity).
"4047823569000,","-2.0845776,","-0.54000485,",0.64568454,-,jumping,-,30s,axes,(angular,velocity).
"4047828343000,","-2.0161607,","0.1255328,",0.72051555,-,jumping,-,30s,axes,(angular,velocity).
"4047833296000,","-1.8790215,","0.7648033,",0.7629707,-,jumping,-,30s,axes,(angular,velocity).
"4047838254000,","-1.7424932,","1.2751812,",0.7519751,-,jumping,-,30s,axes,(angular,velocity).
"4047843317000,","-1.6401732,","1.5699236,",0.68630713,-,jumping,-,30s,axes,(angular,velocity).
"4047848310000,","-1.6206255,","1.6077974,",0.589485,-,jumping,-,30s,axes,(angular,velocity).
"4047853329000,","-1.65911,","1.3790283,",0.516792,-,jumping,-,30s,axes,(angular,velocity).
"4047858323000,","-1.6859881,","0.9645562,",0.4447099,-,jumping,-,30s,axes,(angular,velocity).
"4047863413000,","-1.6771306,","0.47616947,",0.35643986,-,jumping,-,30s,axes,(angular,velocity).
"4047868501000,","-1.6404786,","0.04337143,",0.2837469,-,jumping,-,30s,axes,(angular,velocity).
"4047873445000,","-1.6313156,","-0.3390302,",0.23671028,-,jumping,-,30s,axes,(angular,velocity).
"4047878328000,","-1.6013832,","-0.72204274,",0.20677789,-,jumping,-,30s,axes,(angular,velocity).
"4047883268000,","-1.5128077,","-1.0503827,",0.19700404,-,jumping,-,30s,axes,(angular,velocity).
"4047888340000,","-1.3750577,","-1.2910637,",0.22418754,-,jumping,-,30s,axes,(angular,velocity).
"4047893434000,","-1.1933253,","-1.421178,",0.27580565,-,jumping,-,30s,axes,(angular,velocity).
"4047898366000,","-0.9990701,","-1.3213016,",0.30879238,-,jumping,-,30s,axes,(angular,velocity).
"4047903363000,","-0.84391034,","-1.0687088,",0.30298916,-,jumping,-,30s,axes,(angular,velocity).
"4047908326000,","-0.73273283,","-0.68844515,",0.27091873,-,jumping,-,30s,axes,(angular,velocity).
"4047913715000,","-0.6591236,","-0.23976462,",0.22815818,-,jumping,-,30s,axes,(angular,velocity).
"4047918522000,","-0.6200282,","0.21013765,",0.17501289,-,jumping,-,30s,axes,(angular,velocity).
"4047923518000,","-0.63285637,","0.41172317,",0.14110987,-,jumping,-,30s,axes,(angular,velocity).
"4047928363000,","-0.66950834,","0.7351763,",0.07513642,-,jumping,-,30s,axes,(angular,velocity).
"4047933358000,","-0.7761043,","0.93462384,",0.0033597588,-,jumping,-,30s,axes,(angular,velocity).
"4047938289000,","-0.9447031,","0.96486163,",-0.06811147,-,jumping,-,30s,axes,(angular,velocity).
"4047943345000,","-1.1081096,","0.8164214,",-0.12797627,-,jumping,-,30s,axes,(angular,velocity).
"4047948302000,","-1.201572,","0.514654,",-0.19364429,-,jumping,-,30s,axes,(angular,velocity).
"4047953290000,","-1.2281445,","0.13591751,",-0.2507602,-,jumping,-,30s,axes,(angular,velocity).
"4047958299000,","-1.1817188,","-0.23518312,",-0.312763,-,jumping,-,30s,axes,(angular,velocity).
"4047963340000,","-1.1285735,","-0.61391956,",-0.36957347,-,jumping,-,30s,axes,(angular,velocity).
"4047968321000,","-1.0989466,","-1.0250319,",-0.3717115,-,jumping,-,30s,axes,(angular,velocity).
"4047973336000,","-1.0974194,","-1.3888022,",-0.33475417,-,jumping,-,30s,axes,(angular,velocity).
"4047978278000,","-1.2009611,","-1.738217,",-0.2678644,-,jumping,-,30s,axes,(angular,velocity).
"4047983308000,","-1.387275,","-2.1142046,",-0.22876903,-,jumping,-,30s,axes,(angular,velocity).
"4047988280000,","-1.5674802,","-2.424524,",-0.19425514,-,jumping,-,30s,axes,(angular,velocity).
"4047993333000,","-1.7214183,","-2.5561657,",-0.16157386,-,jumping,-,30s,axes,(angular,velocity).
"4047998368000,","-1.8096883,","-2.4431555,",-0.09315695,-,jumping,-,30s,axes,(angular,velocity).
"4048003348000,","-1.813659,","-1.992337,",-0.027794369,-,jumping,-,30s,axes,(angular,velocity).
"4048008331000,","-1.8606955,","-1.1459832,",-0.012217305,-,jumping,-,30s,axes,(angular,velocity).
"4048013306000,","-2.0286834,","-0.5815437,",-0.012217305,-,jumping,-,30s,axes,(angular,velocity).
"4048018287000,","-2.1077905,","0.68416905,",0.013133603,-,jumping,-,30s,axes,(angular,velocity).
"4048023354000,","-2.0384574,","1.6676621,",0.10170906,-,jumping,-,30s,axes,(angular,velocity).
"4048028301000,","-1.6615535,","1.9914207,",0.1459968,-,jumping,-,30s,axes,(angular,velocity).
"4048033289000,","-1.2647965,","1.7574593,",0.16065755,-,jumping,-,30s,axes,(angular,velocity).
"4048038256000,","-1.1655309,","1.2046263,",0.16646078,-,jumping,-,30s,axes,(angular,velocity).
"4048043312000,","-1.3912456,","0.75777835,",0.15149458,-,jumping,-,30s,axes,(angular,velocity).
"4048048285000,","-1.6447546,","0.7244862,",0.025045475,-,jumping,-,30s,axes,(angular,velocity).
"4048053468000,","-1.6844609,","1.1808025,",-0.22052236,-,jumping,-,30s,axes,(angular,velocity).
"4048058326000,","-1.4905112,","1.87444,",-0.514654,-,jumping,-,30s,axes,(angular,velocity).
"4048063355000,","-1.196685,","2.350915,",-0.711658,-,jumping,-,30s,axes,(angular,velocity).
"4048068322000,","-0.8875872,","2.437047,",-0.75594574,-,jumping,-,30s,axes,(angular,velocity).
"4048073488000,","-0.6151413,","2.349693,",-0.66859204,-,jumping,-,30s,axes,(angular,velocity).
"4048078390000,","-0.37812558,","2.2382102,",-0.54092115,-,jumping,-,30s,axes,(angular,velocity).
"4048083253000,","-0.17654006,","2.1413882,",-0.45662177,-,jumping,-,30s,axes,(angular,velocity).
"4048088312000,","-0.042760566,","1.9837849,",-0.45631635,-,jumping,-,30s,axes,(angular,velocity).
"4048093324000,","0.100792766,","1.7935003,",-0.4841107,-,jumping,-,30s,axes,(angular,velocity).
"4048098289000,","0.32070425,","1.5815301,",-0.49510628,-,jumping,-,30s,axes,(angular,velocity).
"4048103297000,","0.5876524,","1.2932017,",-0.4578435,-,jumping,-,30s,axes,(angular,velocity).
"4048108334000,","0.82772243,","0.9111055,",-0.37873647,-,jumping,-,30s,axes,(angular,velocity).
"4048113353000,","1.0225884,","0.75319684,",-0.2602286,-,jumping,-,30s,axes,(angular,velocity).
"4048118300000,","1.180497,","0.52381694,",-0.18173242,-,jumping,-,30s,axes,(angular,velocity).
"4048123406000,","1.2626585,","0.41691554,",-0.02565634,-,jumping,-,30s,axes,(angular,velocity).
"4048128308000,","1.432479,","0.4089743,",0.15210545,-,jumping,-,30s,axes,(angular,velocity).
"4048133297000,","1.6129897,","0.44012842,",0.33475417,-,jumping,-,30s,axes,(angular,velocity).
"4048138476000,","1.7269161,","0.37812558,",0.5021312,-,jumping,-,30s,axes,(angular,velocity).
"4048143361000,","1.8274034,","0.31123585,",0.66614854,-,jumping,-,30s,axes,(angular,velocity).
"4048148354000,","1.924531,","0.2507602,",0.82741696,-,jumping,-,30s,axes,(angular,velocity).
"4048153340000,","2.0179935,","0.16432275,",0.9486737,-,jumping,-,30s,axes,(angular,velocity).
"4048158342000,","2.104736,","0.007330383,",1.0177015,-,jumping,-,30s,axes,(angular,velocity).
"4048163366000,","2.2119431,","-0.11148291,",1.0671816,-,jumping,-,30s,axes,(angular,velocity).
"4048168348000,","2.3154848,","-0.22296582,",1.0488557,-,jumping,-,30s,axes,(angular,velocity).
"4048173655000,","2.4135287,","-0.38423425,",0.98471475,-,jumping,-,30s,axes,(angular,velocity).
"4048178385000,","2.4975226,","-0.58032197,",0.89369583,-,jumping,-,30s,axes,(angular,velocity).
"4048183280000,","2.5784621,","-0.79045963,",0.79534656,-,jumping,-,30s,axes,(angular,velocity).
"4048188317000,","2.626415,","-0.9954049,",0.68936145,-,jumping,-,30s,axes,(angular,velocity).
"4048193273000,","2.629164,","-1.1279627,",0.5720753,-,jumping,-,30s,axes,(angular,velocity).
"4048198351000,","2.595261,","-1.251052,",0.44868052,-,jumping,-,30s,axes,(angular,velocity).
"4048203320000,","2.5176811,","-1.3481796,",0.35735616,-,jumping,-,30s,axes,(angular,velocity).
"4048208326000,","2.44285,","-1.3817772,",0.3100141,-,jumping,-,30s,axes,(angular,velocity).
"4048213653000,","2.3478606,","-1.3564262,",0.28710666,-,jumping,-,30s,axes,(angular,velocity).
"4048218469000,","2.2727242,","-1.2513574,",0.24648413,-,jumping,-,30s,axes,(angular,velocity).
"4048223662000,","2.240043,","-1.0219775,",0.22571471,-,jumping,-,30s,axes,(angular,velocity).
"4048228304000,","2.207667,","-0.71868294,",0.14996742,-,jumping,-,30s,axes,(angular,velocity).
"4048233350000,","2.2119431,","-0.37690386,",0.070249505,-,jumping,-,30s,axes,(angular,velocity).
"4048238690000,","2.223244,","-0.03940081,",0.004581489,-,jumping,-,30s,axes,(angular,velocity).
"4048243359000,","2.2522602,","0.26297748,",-0.03848451,-,jumping,-,30s,axes,(angular,velocity).
"4048248364000,","2.2605069,","0.49846604,",-0.04550946,-,jumping,-,30s,axes,(angular,velocity).
"4048253340000,","2.2247713,","0.68569624,",-0.05131268,-,jumping,-,30s,axes,(angular,velocity).
"4048258319000,","2.173764,","0.8023715,",-0.046731193,-,jumping,-,30s,axes,(angular,velocity).
"4048263443000,","2.0772474,","0.89461213,",-0.06261369,-,jumping,-,30s,axes,(angular,velocity).
"4048268405000,","1.9679024,","0.9761627,",-0.09773844,-,jumping,-,30s,axes,(angular,velocity).
"4048273666000,","1.8191566,","1.0586295,",-0.17440203,-,jumping,-,30s,axes,(angular,velocity).
"4048278325000,","1.6517797,","1.1530081,",-0.24220806,-,jumping,-,30s,axes,(angular,velocity).
"4048283329000,","1.4700472,","1.2959507,",-0.3109304,-,jumping,-,30s,axes,(angular,velocity).
"4048288324000,","1.2452488,","1.4703526,",-0.34880406,-,jumping,-,30s,axes,(angular,velocity).
"4048293335000,","1.0012082,","1.6355917,",-0.35613444,-,jumping,-,30s,axes,(angular,velocity).
"4048298389000,","0.7461719,","1.7159204,",-0.34880406,-,jumping,-,30s,axes,(angular,velocity).
"4048303324000,","0.45998153,","1.6465873,",-0.31642818,-,jumping,-,30s,axes,(angular,velocity).
"4048308329000,","0.1740966,","1.5558738,",-0.2678644,-,jumping,-,30s,axes,(angular,velocity).
"4048313358000,","-0.071776666,","1.2348641,",-0.24098633,-,jumping,-,30s,axes,(angular,velocity).
"4048318352000,","-0.18112154,","0.78801614,",-0.16920967,-,jumping,-,30s,axes,(angular,velocity).
"4048323435000,","-0.37751472,","0.2657264,",-0.06078109,-,jumping,-,30s,axes,(angular,velocity).
"4048328343000,","-0.53969944,","-0.27091873,",0.073303826,-,jumping,-,30s,axes,(angular,velocity).
"4048333354000,","-0.69058317,","-0.7800749,",0.23915374,-,jumping,-,30s,axes,(angular,velocity).
"4048338346000,","-0.8332202,","-1.2198979,",0.39064834,-,jumping,-,30s,axes,(angular,velocity).
"4048343557000,","-0.9816604,","-1.5677856,",0.50579643,-,jumping,-,30s,axes,(angular,velocity).
"4048348354000,","-1.1383474,","-1.7623463,",0.57543504,-,jumping,-,30s,axes,(angular,velocity).
"4048353278000,","-1.2559389,","-1.7602082,",0.61178154,-,jumping,-,30s,axes,(angular,velocity).
"4048358349000,","-1.3090842,","-1.5317446,",0.60994893,-,jumping,-,30s,axes,(angular,velocity).
"4048363318000,","-1.3100005,","-1.135293,",0.56321776,-,jumping,-,30s,axes,(angular,velocity).
"4048368300000,","-1.2241739,","-0.6044512,",0.47678033,-,jumping,-,30s,axes,(angular,velocity).
"4048373538000,","-1.0952814,","-0.019242255,",0.3717115,-,jumping,-,30s,axes,(angular,velocity).
"4048378347000,","-0.96883225,","0.5439755,",0.26633725,-,jumping,-,30s,axes,(angular,velocity).
"4048383294000,","-0.8576548,","1.0170907,",0.16462818,-,jumping,-,30s,axes,(angular,velocity).
"4048388256000,","-0.8032878,","1.317331,",0.092240654,-,jumping,-,30s,axes,(angular,velocity).
"4048393339000,","-0.77121735,","1.430341,",0.04153884,-,jumping,-,30s,axes,(angular,velocity).
"4048398311000,","-0.8026769,","1.3799446,",0.005497787,-,jumping,-,30s,axes,(angular,velocity).
"4048403554000,","-0.8567385,","1.2195925,",-0.011301007,-,jumping,-,30s,axes,(angular,velocity).
"4048408329000,","-0.9025534,","1.1184943,",-0.022907447,-,jumping,-,30s,axes,(angular,velocity).
"4048413797000,","-0.9257663,","0.7797695,",-0.03726278,-,jumping,-,30s,axes,(angular,velocity).
"4048418350000,","-0.9633345,","0.67103547,",-0.043982297,-,jumping,-,30s,axes,(angular,velocity).
"4048423475000,","-0.98563105,","0.48563787,",-0.04734206,-,jumping,-,30s,axes,(angular,velocity).
"4048428270000,","-1.0103711,","0.3830125,",-0.051618114,-,jumping,-,30s,axes,(angular,velocity).
"4048433358000,","-1.0424415,","0.36041048,",-0.058948494,-,jumping,-,30s,axes,(angular,velocity).
"4048438253000,","-1.0986412,","0.39584067,",-0.06414085,-,jumping,-,30s,axes,(angular,velocity).
"4048443307000,","-1.1304061,","0.47250426,",-0.0842994,-,jumping,-,30s,axes,(angular,velocity).
"4048448404000,","-1.1484267,","0.5342017,",-0.11056661,-,jumping,-,30s,axes,(angular,velocity).
"4048453282000,","-1.1548407,","0.59956425,",-0.13225232,-,jumping,-,30s,axes,(angular,velocity).
"4048458329000,","-1.1478158,","0.63713247,",-0.1695151,-,jumping,-,30s,axes,(angular,velocity).
"4048463319000,","-1.1468995,","0.6047566,",-0.1966986,-,jumping,-,30s,axes,(angular,velocity).
"4048468292000,","-1.1221595,","0.5161811,",-0.22266038,-,jumping,-,30s,axes,(angular,velocity).
"4048473556000,","-1.1276573,","0.36835176,",-0.23548855,-,jumping,-,30s,axes,(angular,velocity).
"4048478310000,","-1.1294898,","0.14996742,",-0.23823744,-,jumping,-,30s,axes,(angular,velocity).
"4048483295000,","-1.1374311,","-0.095294975,",-0.24923302,-,jumping,-,30s,axes,(angular,velocity).
"4048488308000,","-1.1823297,","-0.36102137,",-0.23273966,-,jumping,-,30s,axes,(angular,velocity).
"4048493274000,","-1.1820242,","-0.6035349,",-0.20066923,-,jumping,-,30s,axes,(angular,velocity).
"4048498342000,","-1.2144,","-0.782213,",-0.18417588,-,jumping,-,30s,axes,(angular,velocity).
"4048503341000,","-1.2235631,","-0.88422745,",-0.21533,-,jumping,-,30s,axes,(angular,velocity).
"4048508316000,","-1.2660183,","-0.9285152,",-0.25045475,-,jumping,-,30s,axes,(angular,velocity).
"4048513425000,","-1.2822062,","-1.0848967,",-0.34025195,-,jumping,-,30s,axes,(angular,velocity).
"4048518340000,","-1.3487904,","-1.3548992,",-0.3894266,-,jumping,-,30s,axes,(angular,velocity).
"4048523582000,","-1.4563028,","-1.8038851,",-0.37384954,-,jumping,-,30s,axes,(angular,velocity).
"4048528647000,","-1.6383406,","-2.4663684,",-0.30298916,-,jumping,-,30s,axes,(angular,velocity).
"4048533349000,","-1.9746219,","-3.2391129,",-0.17287487,-,jumping,-,30s,axes,(angular,velocity).
"4048538296000,","-2.441323,","-3.9807034,",-0.0036651916,-,jumping,-,30s,axes,(angular,velocity).
"4048543323000,","-2.9141326,","-4.3472223,",0.19914207,-,jumping,-,30s,axes,(angular,velocity).
"4048548301000,","-3.1126637,","-4.0845504,",0.43371433,-,jumping,-,30s,axes,(angular,velocity).
"4048553281000,","-2.9465084,","-3.3102787,",0.6044512,-,jumping,-,30s,axes,(angular,velocity).
"4048558448000,","-2.6789496,","-2.3231206,",0.6579019,-,jumping,-,30s,axes,(angular,velocity).
"4048563313000,","-2.5213463,","-1.2055426,",0.6612616,-,jumping,-,30s,axes,(angular,velocity).
"4048568296000,","-2.3695462,","-0.09621128,",0.5665775,-,jumping,-,30s,axes,(angular,velocity).
"4048573716000,","-2.069917,","0.68539083,",0.35124752,-,jumping,-,30s,axes,(angular,velocity).
"4048578394000,","-1.6230689,","1.001819,",0.070554934,-,jumping,-,30s,axes,(angular,velocity).
"4048583297000,","-1.2330315,","1.0928379,",-0.14630222,-,jumping,-,30s,axes,(angular,velocity).
"4048588311000,","-1.1530081,","1.2705997,",-0.2950479,-,jumping,-,30s,axes,(angular,velocity).
"4048593347000,","-1.3252722,","1.5066991,",-0.5766568,-,jumping,-,30s,axes,(angular,velocity).
"4048598401000,","-1.4453071,","1.5931365,",-0.88514376,-,jumping,-,30s,axes,(angular,velocity).
"4048603273000,","-1.3570372,","1.5836681,",-1.1154399,-,jumping,-,30s,axes,(angular,velocity).
"4048608344000,","-1.2382239,","1.398576,",-1.205848,-,jumping,-,30s,axes,(angular,velocity).
"4048613295000,","-0.9447031,","0.8472701,",-1.2507466,-,jumping,-,30s,axes,(angular,velocity).
"4048618301000,","-0.6786713,","-0.16920967,",-1.1175779,-,jumping,-,30s,axes,(angular,velocity).
"4048623590000,","-0.464563,","-1.2592987,",-0.8164214,-,jumping,-,30s,axes,(angular,velocity).
"4048628299000,","-0.21227567,","-1.8387043,",-0.5299256,-,jumping,-,30s,axes,(angular,velocity).
"4048633356000,","0.1518,","-1.8551978,",-0.35918877,-,jumping,-,30s,axes,(angular,velocity).
"4048638401000,","0.54611355,","-1.5500705,",-0.27397305,-,jumping,-,30s,axes,(angular,velocity).
"4048643347000,","0.82650065,","-1.2599095,",-0.2302962,-,jumping,-,30s,axes,(angular,velocity).
"4048648278000,","0.95905846,","-1.1261301,",-0.20525073,-,jumping,-,30s,axes,(angular,velocity).
"4048653337000,","1.0751228,","-1.0635164,",-0.17501289,-,jumping,-,30s,axes,(angular,velocity).
"4048658338000,","1.2217305,","-1.0183123,",-0.12186762,-,jumping,-,30s,axes,(angular,velocity).
"4048663354000,","1.4294246,","-0.9242391,",-0.04886922,-,jumping,-,30s,axes,(angular,velocity).
