#acceleration,force,along,the,x,y,z,axes,(including,gravity).
"#timestamp(ns),x,y,z(m/s^2)","0.20111294,","19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#datetime:,28/05/2013,10:34:59,-0.5650316,-,jogging,-,30s,(including,gravity).
##########################################,"0.20111294,","19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#activity:,3,-,jog,-,jogging,-,30s,(including,gravity).
#subject,id:,5,-0.5650316,-,jogging,-,30s,(including,gravity).
#first,name:,sub5,-0.5650316,-,jogging,-,30s,(including,gravity).
#last,name:,sub5,-0.5650316,-,jogging,-,30s,(including,gravity).
#age:,36,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#height(cm):,160,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#weight(kg):,50,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#gender:,female,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
"895562848000,","-1.2162545,","15.428236,",2.2697031,-,jogging,-,30s,(including,gravity).
"895573385000,","1.2066777,","14.5567465,",1.8674773,-,jogging,-,30s,(including,gravity).
"895583668000,","3.0358477,","13.187263,",2.3175871,-,jogging,-,30s,(including,gravity).
"895593275000,","4.0318356,","11.425131,",2.8634653,-,jogging,-,30s,(including,gravity).
"895603808000,","3.8786068,","9.356541,",2.183512,-,jogging,-,30s,(including,gravity).
"895617184000,","2.719813,","7.1251445,",0.842759,-,jogging,-,30s,(including,gravity).
"895627271000,","1.6567876,","5.410896,",0.45010993,-,jogging,-,30s,(including,gravity).
"895638497000,","0.79487497,","3.3327289,",1.6663644,-,jogging,-,30s,(including,gravity).
"895651911000,","0.4405331,","2.8538885,",1.4460979,-,jogging,-,30s,(including,gravity).
"895662224000,","0.25857377,","2.6719291,",1.1204864,-,jogging,-,30s,(including,gravity).
"895672392000,","0.20111294,","2.4420857,",0.92895025,-,jogging,-,30s,(including,gravity).
"895683726000,","-0.10534488,","1.8004397,",0.39264908,-,jogging,-,30s,(including,gravity).
"895693692000,","-0.8331822,","1.0151415,",-0.36391866,-,jogging,-,30s,(including,gravity).
"895703957000,","-1.4077905,","0.6799533,",-0.6799533,-,jogging,-,30s,(including,gravity).
"895713559000,","-1.6663644,","0.7469909,",-0.39264908,-,jogging,-,30s,(including,gravity).
"895726013000,","-1.3790601,","1.0726024,",0.4213795,-,jogging,-,30s,(including,gravity).
"895738078000,","0.29688102,","1.6567876,",1.3024458,-,jogging,-,30s,(including,gravity).
"895749927000,","0.7182605,","2.078167,",0.7469909,-,jogging,-,30s,(including,gravity).
"895760758000,","0.641646,","2.7102363,",-0.545878,-,jogging,-,30s,(including,gravity).
"895772594000,","0.5363012,","3.7924154,",-2.2505496,-,jogging,-,30s,(including,gravity).
"895784316000,","1.6472107,","6.4643445,",-3.6870706,-,jogging,-,30s,(including,gravity).
"895793946000,","2.8060043,","10.898406,",-2.9400797,-,jogging,-,30s,(including,gravity).
"895816228000,","0.91937345,","17.381905,",-3.6104562,-,jogging,-,30s,(including,gravity).
"895827697000,","5.1235914,","19.000385,",-1.8674773,-,jogging,-,30s,(including,gravity).
"895837580000,","6.2632318,","19.124884,",-0.12449849,-,jogging,-,30s,(including,gravity).
"895850235000,","6.167464,","19.335573,",0.45968673,-,jogging,-,30s,(including,gravity).
"895861964000,","4.7309427,","19.440918,",1.0247183,-,jogging,-,30s,(including,gravity).
"895872952000,","2.6048915,","19.488802,",2.719813,-,jogging,-,30s,(including,gravity).
"895884282000,","-0.80445176,","19.52711,",5.267244,-,jogging,-,30s,(including,gravity).
"895894045000,","-1.8195933,","18.301277,",5.4300494,-,jogging,-,30s,(including,gravity).
"895904739000,","-2.3080103,","16.414646,",4.9799395,-,jogging,-,30s,(including,gravity).
"895918130000,","-1.7429788,","14.298173,",3.6966474,-,jogging,-,30s,(including,gravity).
"895931186000,","-0.93852705,","12.162544,",2.1643584,-,jogging,-,30s,(including,gravity).
"895942725000,","-0.31603462,","9.969456,",1.0247183,-,jogging,-,30s,(including,gravity).
"895953297000,","0.20111294,","4.6830587,",-0.32561144,-,jogging,-,30s,(including,gravity).
"895963017000,","0.30645782,","2.0685902,",-0.7182605,-,jogging,-,30s,(including,gravity).
"895973380000,","0.30645782,","0.50757074,",-0.7278373,-,jogging,-,30s,(including,gravity).
"895985724000,","0.15322891,","-0.29688102,",-0.62249243,-,jogging,-,30s,(including,gravity).
"895999924000,","-0.047884032,","-0.90021986,",-0.49799395,-,jogging,-,30s,(including,gravity).
"896011999000,","0.06703765,","-1.9440918,",0.019153614,-,jogging,-,30s,(including,gravity).
"896023296000,","0.2777274,","-2.0685902,",0.4405331,-,jogging,-,30s,(including,gravity).
"896033371000,","0.25857377,","-1.7142484,",0.47884035,-,jogging,-,30s,(including,gravity).
"896043794000,","-0.34476504,","-1.2258313,",-0.17238252,-,jogging,-,30s,(including,gravity).
"896054544000,","-0.94810385,","-0.7757214,",-0.6512229,-,jogging,-,30s,(including,gravity).
"896068701000,","-0.8523358,","-0.18195933,",-0.31603462,-,jogging,-,30s,(including,gravity).
"896079034000,","-0.16280572,","0.81402856,",0.7086837,-,jogging,-,30s,(including,gravity).
"896089253000,","0.59376204,","3.2752678,",2.7389667,-,jogging,-,30s,(including,gravity).
"896099643000,","-0.25857377,","4.6926355,",5.2959743,-,jogging,-,30s,(including,gravity).
"896109428000,","-0.92895025,","4.673482,",4.7022123,-,jogging,-,30s,(including,gravity).
"896122483000,","-0.35434186,","2.9783869,",-0.6607997,-,jogging,-,30s,(including,gravity).
"896133669000,","2.0494366,","4.3957543,",-2.9592333,-,jogging,-,30s,(including,gravity).
"896143569000,","3.4380736,","9.902418,",0.30645782,-,jogging,-,30s,(including,gravity).
"896153732000,","3.1890767,","14.719552,",4.0414124,-,jogging,-,30s,(including,gravity).
"896163480000,","-1.0247183,","17.132908,",-0.40222588,-,jogging,-,30s,(including,gravity).
"896177545000,","-6.6175733,","17.640478,",2.1164744,-,jogging,-,30s,(including,gravity).
"896188950000,","-9.797073,","14.518439,",1.1779473,-,jogging,-,30s,(including,gravity).
"896202082000,","-5.9663506,","12.698846,",1.1971009,-,jogging,-,30s,(including,gravity).
"896212250000,","-2.7964275,","13.474567,",1.0821792,-,jogging,-,30s,(including,gravity).
"896222635000,","-0.33518824,","14.288596,",-0.11492168,-,jogging,-,30s,(including,gravity).
"896234561000,","0.5650316,","15.801731,",-0.5363012,-,jogging,-,30s,(including,gravity).
"896244603000,","1.3024458,","17.669209,",1.0630256,-,jogging,-,30s,(including,gravity).
"896257028000,","0.45010993,","18.607735,",1.7046716,-,jogging,-,30s,(including,gravity).
"896269081000,","-3.323152,","17.946936,",0.8714894,-,jogging,-,30s,(including,gravity).
"896278848000,","-3.1986535,","17.57344,",1.7621324,-,jogging,-,30s,(including,gravity).
"896289202000,","-1.4556746,","17.33402,",3.2273839,-,jogging,-,30s,(including,gravity).
"896301012000,","0.7182605,","16.203957,",3.1794999,-,jogging,-,30s,(including,gravity).
"896312363000,","2.1930888,","14.231135,",2.2409728,-,jogging,-,30s,(including,gravity).
"896322999000,","2.7581203,","11.856087,",1.685518,-,jogging,-,30s,(including,gravity).
"896333460000,","2.4516625,","9.251195,",1.2737153,-,jogging,-,30s,(including,gravity).
"896343412000,","1.4939818,","6.7324953,",1.043872,-,jogging,-,30s,(including,gravity).
"896354276000,","0.24899697,","4.414908,",1.4460979,-,jogging,-,30s,(including,gravity).
"896367678000,","-0.81402856,","2.6719291,",1.9728222,-,jogging,-,30s,(including,gravity).
"896377961000,","-1.541866,","1.0342951,",2.2984335,-,jogging,-,30s,(including,gravity).
"896388081000,","-1.5993267,","0.79487497,",2.0973208,-,jogging,-,30s,(including,gravity).
"896400458000,","-1.5993267,","0.81402856,",1.9728222,-,jogging,-,30s,(including,gravity).
"896410740000,","-1.6280571,","0.91937345,",1.8770541,-,jogging,-,30s,(including,gravity).
"896421984000,","-1.541866,","1.1587936,",1.3215994,-,jogging,-,30s,(including,gravity).
"896434317000,","-1.2449849,","1.5705963,",0.9864111,-,jogging,-,30s,(including,gravity).
"896444055000,","-0.62249243,","2.1547816,",0.7661445,-,jogging,-,30s,(including,gravity).
"896454295000,","0.2873042,","2.8443117,",0.32561144,-,jogging,-,30s,(including,gravity).
"896464766000,","1.0055647,","3.8115692,",-1.091756,-,jogging,-,30s,(including,gravity).
"896476052000,","2.7102363,","7.9583263,",-4.175488,-,jogging,-,30s,(including,gravity).
"896489643000,","4.414908,","11.894394,",-2.815581,-,jogging,-,30s,(including,gravity).
"896501812000,","4.453215,","15.71554,",-0.4405331,-,jogging,-,30s,(including,gravity).
"896510802000,","3.86903,","17.630901,",-1.9153614,-,jogging,-,30s,(including,gravity).
"896520789000,","3.5625722,","18.588581,",-5.257667,-,jogging,-,30s,(including,gravity).
"896531820000,","4.098873,","19.067423,",-5.2863975,-,jogging,-,30s,(including,gravity).
"896541334000,","5.171476,","19.306843,",-4.0318356,-,jogging,-,30s,(including,gravity).
"896552578000,","5.5641246,","19.421764,",-2.3942018,-,jogging,-,30s,(including,gravity).
"896561945000,","4.9895163,","19.479225,",-0.58418524,-,jogging,-,30s,(including,gravity).
"896572119000,","3.6008794,","19.507956,",1.091756,-,jogging,-,30s,(including,gravity).
"896582775000,","-0.23942018,","19.536686,",4.175488,-,jogging,-,30s,(including,gravity).
"896592147000,","-0.23942018,","19.536686,",4.175488,-,jogging,-,30s,(including,gravity).
"896603264000,","-1.7429788,","17.353174,",4.9224787,-,jogging,-,30s,(including,gravity).
"896612512000,","-1.7142484,","15.016433,",4.156334,-,jogging,-,30s,(including,gravity).
"896625290000,","-1.4460979,","12.756307,",2.7485435,-,jogging,-,30s,(including,gravity).
"896636251000,","-0.9672575,","10.5919485,",1.1300632,-,jogging,-,30s,(including,gravity).
"896647073000,","-0.34476504,","8.446744,",-0.047884032,-,jogging,-,30s,(including,gravity).
"896658559000,","0.2777274,","6.2728086,",-0.79487497,-,jogging,-,30s,(including,gravity).
"896669080000,","0.7182605,","4.1371803,",-1.2545617,-,jogging,-,30s,(including,gravity).
"896678934000,","0.7661445,","1.7525556,",-1.5514427,-,jogging,-,30s,(including,gravity).
"896689004000,","0.62249243,","0.22026655,",-1.3790601,-,jogging,-,30s,(including,gravity).
"896699484000,","0.31603462,","0.047884032,",-0.8810662,-,jogging,-,30s,(including,gravity).
"896709465000,","-0.17238252,","0.20111294,",-0.45010993,-,jogging,-,30s,(including,gravity).
"896719622000,","-0.61291564,","0.41180268,",-0.076614454,-,jogging,-,30s,(including,gravity).
"896729963000,","-0.60333884,","0.047884032,",0.10534488,-,jogging,-,30s,(including,gravity).
"896744482000,","0.05746084,","-1.2641385,",0.9576807,-,jogging,-,30s,(including,gravity).
"896755176000,","-0.019153614,","-1.0630256,",1.1587936,-,jogging,-,30s,(including,gravity).
"896769527000,","-0.7565677,","-0.62249243,",0.59376204,-,jogging,-,30s,(including,gravity).
"896792859000,","-0.15322891,","0.2681506,",0.93852705,-,jogging,-,30s,(including,gravity).
"896804144000,","0.038307227,","2.1068976,",2.6431987,-,jogging,-,30s,(including,gravity).
"896816719000,","-0.17238252,","3.8019924,",4.9799395,-,jogging,-,30s,(including,gravity).
"896826358000,","-0.18195933,","4.673482,",4.8458643,-,jogging,-,30s,(including,gravity).
"896836615000,","0.15322891,","4.711789,",1.9153614,-,jogging,-,30s,(including,gravity).
"896846300000,","3.3806129,","5.544971,",-1.1587936,-,jogging,-,30s,(including,gravity).
"896857448000,","7.680599,","10.831368,",-2.1547816,-,jogging,-,30s,(including,gravity).
"896867639000,","7.2687964,","15.188815,",6.0716953,-,jogging,-,30s,(including,gravity).
"896877411000,","0.19153613,","17.362751,",2.078167,-,jogging,-,30s,(including,gravity).
"896887742000,","-8.963891,","12.133814,",-2.4133554,-,jogging,-,30s,(including,gravity).
"896898179000,","-8.944737,","12.133814,",-2.4133554,-,jogging,-,30s,(including,gravity).
"896907918000,","-4.663905,","11.224017,",-1.5035586,-,jogging,-,30s,(including,gravity).
"896918289000,","-1.1683705,","13.532028,",-0.4213795,-,jogging,-,30s,(including,gravity).
"896928395000,","0.842759,","15.562311,",0.7757214,-,jogging,-,30s,(including,gravity).
"896938562000,","1.3024458,","16.711529,",0.18195933,-,jogging,-,30s,(including,gravity).
"896952063000,","1.0055647,","17.57344,",-0.5267244,-,jogging,-,30s,(including,gravity).
"896962516000,","0.79487497,","18.55985,",-0.12449849,-,jogging,-,30s,(including,gravity).
"896973241000,","-0.15322891,","19.04827,",0.45968673,-,jogging,-,30s,(including,gravity).
"896983763000,","-0.90979666,","19.297266,",1.4269443,-,jogging,-,30s,(including,gravity).
"896992926000,","-0.8810662,","19.421764,",2.2984335,-,jogging,-,30s,(including,gravity).
"897003566000,","-0.5650316,","18.349161,",2.7581203,-,jogging,-,30s,(including,gravity).
"897013279000,","0.7278373,","16.625336,",3.3806129,-,jogging,-,30s,(including,gravity).
"897027873000,","3.3135753,","12.765883,",3.0071173,-,jogging,-,30s,(including,gravity).
"897038598000,","2.633622,","10.773908,",2.767697,-,jogging,-,30s,(including,gravity).
"897050934000,","0.89064306,","9.040505,",2.432509,-,jogging,-,30s,(including,gravity).
"897062444000,","-1.4173675,","7.4028716,",2.384625,-,jogging,-,30s,(including,gravity).
"897072355000,","-3.4572272,","5.793968,",2.6144683,-,jogging,-,30s,(including,gravity).
"897085182000,","-4.606444,","2.7581203,",3.016694,-,jogging,-,30s,(including,gravity).
"897099889000,","-3.5625722,","1.9153614,",2.777274,-,jogging,-,30s,(including,gravity).
"897111969000,","-2.633622,","1.4556746,",2.1452048,-,jogging,-,30s,(including,gravity).
"897123218000,","-2.1643584,","1.484405,",1.6089035,-,jogging,-,30s,(including,gravity).
"897133952000,","-2.0207062,","1.5993267,",1.4939818,-,jogging,-,30s,(including,gravity).
"897143544000,","-2.2601264,","1.5514427,",1.4939818,-,jogging,-,30s,(including,gravity).
"897153434000,","-2.633622,","1.3599066,",1.3694834,-,jogging,-,30s,(including,gravity).
"897163910000,","-1.532289,","1.3982137,",1.3311762,-,jogging,-,30s,(including,gravity).
"897177623000,","-0.62249243,","2.0398598,",0.81402856,-,jogging,-,30s,(including,gravity).
"897188165000,","0.59376204,","3.0454245,",0.22984336,-,jogging,-,30s,(including,gravity).
"897199488000,","1.4173675,","3.9935284,",-0.8714894,-,jogging,-,30s,(including,gravity).
"897209554000,","1.8674773,","5.6407394,",-2.1068976,-,jogging,-,30s,(including,gravity).
"897221995000,","3.3997664,","8.829816,",-2.815581,-,jogging,-,30s,(including,gravity).
"897234734000,","4.9416323,","16.864758,",0.46926352,-,jogging,-,30s,(including,gravity).
"897245409000,","2.7868507,","18.20551,",-4.271256,-,jogging,-,30s,(including,gravity).
"897256783000,","1.6184803,","18.875887,",-3.8402996,-,jogging,-,30s,(including,gravity).
"897266763000,","2.2505496,","19.211075,",-3.2273839,-,jogging,-,30s,(including,gravity).
"897277628000,","3.1028855,","19.37388,",-1.7812861,-,jogging,-,30s,(including,gravity).
"897287751000,","3.4859576,","19.460072,",-0.23942018,-,jogging,-,30s,(including,gravity).
"897297181000,","3.4284968,","19.498379,",1.8004397,-,jogging,-,30s,(including,gravity).
"897309238000,","2.7485435,","19.517532,",3.4476504,-,jogging,-,30s,(including,gravity).
"897318799000,","1.9728222,","19.52711,",4.367024,-,jogging,-,30s,(including,gravity).
"897332813000,","1.2449849,","18.033127,",4.5777135,-,jogging,-,30s,(including,gravity).
"897343041000,","-0.7757214,","13.579912,",4.2999864,-,jogging,-,30s,(including,gravity).
"897353490000,","-1.5227122,","11.530476,",3.1603463,-,jogging,-,30s,(including,gravity).
"897363140000,","-1.8387469,","9.586384,",1.6184803,-,jogging,-,30s,(including,gravity).
"897373626000,","-1.7717092,","7.632715,",0.2873042,-,jogging,-,30s,(including,gravity).
"897384933000,","-1.4077905,","5.142745,",-0.7757214,-,jogging,-,30s,(including,gravity).
"897395212000,","-0.58418524,","2.7006595,",-1.283292,-,jogging,-,30s,(including,gravity).
"897405345000,","0.4405331,","1.340753,",-1.3982137,-,jogging,-,30s,(including,gravity).
"897418259000,","1.3599066,","0.6703765,",-1.1492168,-,jogging,-,30s,(including,gravity).
"897427856000,","1.8004397,","0.58418524,",-1.2066777,-,jogging,-,30s,(including,gravity).
"897438234000,","2.0015526,","0.47884035,",-1.091756,-,jogging,-,30s,(including,gravity).
"897449963000,","2.1452048,","0.095768064,",-0.4309563,-,jogging,-,30s,(including,gravity).
"897459818000,","1.2737153,","-1.2545617,",1.1204864,-,jogging,-,30s,(including,gravity).
"897470776000,","0.5554548,","-1.7238252,",1.3790601,-,jogging,-,30s,(including,gravity).
"897485190000,","-0.019153614,","-1.934515,",1.0342951,-,jogging,-,30s,(including,gravity).
"897496026000,","-0.7469909,","-2.1068976,",0.4405331,-,jogging,-,30s,(including,gravity).
"897507732000,","-0.8523358,","-1.6759412,",-0.25857377,-,jogging,-,30s,(including,gravity).
"897518834000,","1.532289,","1.5035586,",2.0973208,-,jogging,-,30s,(including,gravity).
"897529825000,","2.1739352,","3.620033,",5.3247046,-,jogging,-,30s,(including,gravity).
"897541002000,","2.336741,","4.510676,",6.1866174,-,jogging,-,30s,(including,gravity).
"897551846000,","1.6759412,","3.8977604,",4.606444,-,jogging,-,30s,(including,gravity).
"897561811000,","2.27928,","4.4723687,",1.3311762,-,jogging,-,30s,(including,gravity).
"897571684000,","3.8307228,","5.3725886,",-1.6089035,-,jogging,-,30s,(including,gravity).
"897583539000,","5.8322754,","12.459426,",-1.4269443,-,jogging,-,30s,(including,gravity).
"897593032000,","5.9280434,","16.002844,",2.4899697,-,jogging,-,30s,(including,gravity).
"897603507000,","-1.9249382,","17.774553,",-2.5761611,-,jogging,-,30s,(including,gravity).
"897613294000,","-8.810662,","16.309301,",-0.60333884,-,jogging,-,30s,(including,gravity).
"897627300000,","-10.304645,","10.429143,",0.8619126,-,jogging,-,30s,(including,gravity).
"897638105000,","-7.2209125,","10.70687,",0.61291564,-,jogging,-,30s,(including,gravity).
"897648530000,","-3.9935284,","11.549629,",-2.681506,-,jogging,-,30s,(including,gravity).
"897657735000,","-2.0494366,","12.449849,",-4.6926355,-,jogging,-,30s,(including,gravity).
"897668247000,","-0.60333884,","15.993267,",-2.1164744,-,jogging,-,30s,(including,gravity).
"897678297000,","1.7238252,","17.764977,",-0.545878,-,jogging,-,30s,(including,gravity).
"897688451000,","3.323152,","18.65562,",-0.5363012,-,jogging,-,30s,(including,gravity).
"897698580000,","2.9975405,","19.086576,",-1.6280571,-,jogging,-,30s,(including,gravity).
"897709040000,","1.4939818,","18.588581,",-0.8331822,-,jogging,-,30s,(including,gravity).
"897719172000,","0.49799395,","17.84159,",0.5650316,-,jogging,-,30s,(including,gravity).
"897730171000,","1.0630256,","17.0946,",2.1930888,-,jogging,-,30s,(including,gravity).
"897742477000,","2.3175871,","16.4338,",3.1794999,-,jogging,-,30s,(including,gravity).
"897753875000,","2.4516625,","15.246277,",3.667917,-,jogging,-,30s,(including,gravity).
"897763709000,","1.4652514,","13.22557,",4.0701427,-,jogging,-,30s,(including,gravity).
"897777953000,","-1.7142484,","9.021352,",4.414908,-,jogging,-,30s,(including,gravity).
"897789212000,","-3.016694,","7.1347213,",4.5681367,-,jogging,-,30s,(including,gravity).
"897802860000,","-3.9839516,","5.1810527,",4.5681367,-,jogging,-,30s,(including,gravity).
"897813672000,","-4.1276035,","1.6663644,",3.763685,-,jogging,-,30s,(including,gravity).
"897827637000,","-3.5051112,","0.62249243,",3.0262709,-,jogging,-,30s,(including,gravity).
"897839043000,","-2.9400797,","0.11492168,",2.183512,-,jogging,-,30s,(including,gravity).
"897851978000,","-2.7868507,","-0.16280572,",1.1587936,-,jogging,-,30s,(including,gravity).
"897862317000,","-2.9113493,","-0.11492168,",-0.2681506,-,jogging,-,30s,(including,gravity).
"897872614000,","-2.825158,","0.7182605,",-0.05746084,-,jogging,-,30s,(including,gravity).
"897885403000,","-2.384625,","1.4652514,",0.19153613,-,jogging,-,30s,(including,gravity).
"897897343000,","-1.532289,","2.2601264,",0.58418524,-,jogging,-,30s,(including,gravity).
"897909270000,","-0.5267244,","2.882619,",0.6895301,-,jogging,-,30s,(including,gravity).
"897919473000,","0.47884035,","3.2082303,",0.12449849,-,jogging,-,30s,(including,gravity).
"897933542000,","0.49799395,","4.9320555,",-2.681506,-,jogging,-,30s,(including,gravity).
"897942940000,","1.6759412,","7.067683,",-3.8594532,-,jogging,-,30s,(including,gravity).
"897953418000,","3.8881836,","10.783484,",-3.572149,-,jogging,-,30s,(including,gravity).
"897963962000,","4.10845,","15.160085,",-0.6703765,-,jogging,-,30s,(including,gravity).
"897977957000,","3.1124623,","17.353174,",-1.484405,-,jogging,-,30s,(including,gravity).
"897988943000,","3.5242648,","18.44493,",-6.540959,-,jogging,-,30s,(including,gravity).
"898002397000,","7.2209125,","19.268536,",-2.480393,-,jogging,-,30s,(including,gravity).
"898012776000,","8.121132,","19.40261,",-0.9768343,-,jogging,-,30s,(including,gravity).
"898022237000,","7.3071036,","19.469648,",-0.19153613,-,jogging,-,30s,(including,gravity).
"898034704000,","5.21936,","19.507956,",0.79487497,-,jogging,-,30s,(including,gravity).
"898047362000,","2.8443117,","19.52711,",2.432509,-,jogging,-,30s,(including,gravity).
"898062361000,","0.1436521,","18.435352,",4.2904096,-,jogging,-,30s,(including,gravity).
"898072103000,","-0.63206923,","16.46253,",4.8745947,-,jogging,-,30s,(including,gravity).
"898084132000,","-0.7661445,","14.192827,",4.060566,-,jogging,-,30s,(including,gravity).
"898094395000,","-0.6607997,","11.674128,",2.3750482,-,jogging,-,30s,(including,gravity).
"898103776000,","-0.32561144,","9.251195,",0.58418524,-,jogging,-,30s,(including,gravity).
"898113536000,","0.1340753,","6.9527617,",-0.6895301,-,jogging,-,30s,(including,gravity).
"898124366000,","0.7565677,","5.00867,",-1.283292,-,jogging,-,30s,(including,gravity).
"898134297000,","1.283292,","3.1507695,",-1.4460979,-,jogging,-,30s,(including,gravity).
"898144656000,","1.3599066,","1.4748282,",-1.2641385,-,jogging,-,30s,(including,gravity).
"898154328000,","1.0342951,","0.31603462,",-1.0247183,-,jogging,-,30s,(including,gravity).
"898166607000,","0.5363012,","-0.6991069,",-0.7757214,-,jogging,-,30s,(including,gravity).
"898175948000,","0.2873042,","-1.1779473,",-0.48841715,-,jogging,-,30s,(including,gravity).
"898187076000,","0.22026655,","-1.7717092,",-0.15322891,-,jogging,-,30s,(including,gravity).
"898196740000,","0.15322891,","-2.2984335,",0.095768064,-,jogging,-,30s,(including,gravity).
"898207159000,","-0.25857377,","-2.078167,",0.009576807,-,jogging,-,30s,(including,gravity).
"898218583000,","-0.6607997,","-1.5993267,",-0.25857377,-,jogging,-,30s,(including,gravity).
"898228351000,","-1.0342951,","-1.2449849,",-0.22984336,-,jogging,-,30s,(including,gravity).
"898239470000,","-0.8523358,","-0.60333884,",0.4213795,-,jogging,-,30s,(including,gravity).
"898250985000,","-0.05746084,","0.47884035,",1.3694834,-,jogging,-,30s,(including,gravity).
"898260746000,","1.1109096,","2.4612393,",2.834735,-,jogging,-,30s,(including,gravity).
"898271415000,","2.0207062,","4.098873,",5.5162406,-,jogging,-,30s,(including,gravity).
"898283844000,","2.7485435,","4.960786,",6.4068837,-,jogging,-,30s,(including,gravity).
"898294080000,","2.5091233,","4.7788267,",3.9456444,-,jogging,-,30s,(including,gravity).
"898304734000,","3.8786068,","5.2002063,",0.17238252,-,jogging,-,30s,(including,gravity).
"898318042000,","5.889736,","6.655881,",-2.078167,-,jogging,-,30s,(including,gravity).
"898328373000,","4.759673,","16.318878,",0.30645782,-,jogging,-,30s,(including,gravity).
"898338163000,","-4.4340615,","17.870321,",-3.3614593,-,jogging,-,30s,(including,gravity).
"898352427000,","-9.595961,","14.489709,",-1.5897499,-,jogging,-,30s,(including,gravity).
"898362558000,","-10.247183,","12.018892,",-0.37349546,-,jogging,-,30s,(including,gravity).
"898373852000,","-7.651869,","10.97502,",-0.30645782,-,jogging,-,30s,(including,gravity).
"898384174000,","-3.8019924,","12.047623,",0.30645782,-,jogging,-,30s,(including,gravity).
"898393934000,","-0.49799395,","13.876793,",0.45968673,-,jogging,-,30s,(including,gravity).
"898404337000,","0.7661445,","17.448942,",-1.3694834,-,jogging,-,30s,(including,gravity).
"898414122000,","1.1683705,","18.492813,",-0.78529817,-,jogging,-,30s,(including,gravity).
"898424582000,","1.1875241,","19.019539,",0.23942018,-,jogging,-,30s,(including,gravity).
"898437443000,","0.29688102,","19.278112,",0.9959879,-,jogging,-,30s,(including,gravity).
"898449944000,","-0.90021986,","19.412188,",1.3599066,-,jogging,-,30s,(including,gravity).
"898461449000,","-1.9919758,","19.479225,",2.2505496,-,jogging,-,30s,(including,gravity).
"898472264000,","-1.733402,","19.306843,",3.3997664,-,jogging,-,30s,(including,gravity).
"898484171000,","0.81402856,","15.868769,",4.912902,-,jogging,-,30s,(including,gravity).
"898494019000,","0.5650316,","13.8959465,",4.9799395,-,jogging,-,30s,(including,gravity).
"898504205000,","-0.31603462,","12.277467,",4.76925,-,jogging,-,30s,(including,gravity).
"898518251000,","-1.2258313,","10.524911,",4.501099,-,jogging,-,30s,(including,gravity).
"898528121000,","-2.0398598,","8.465898,",4.156334,-,jogging,-,30s,(including,gravity).
"898538251000,","-2.432509,","6.244078,",3.6391866,-,jogging,-,30s,(including,gravity).
"898552419000,","-2.1164744,","2.2697031,",2.9496565,-,jogging,-,30s,(including,gravity).
"898562978000,","-1.8962077,","1.0821792,",2.4420857,-,jogging,-,30s,(including,gravity).
"898573710000,","-1.436521,","0.34476504,",2.2601264,-,jogging,-,30s,(including,gravity).
"898583596000,","-1.1109096,","-0.1340753,",2.5570073,-,jogging,-,30s,(including,gravity).
"898594855000,","-1.4269443,","-0.22026655,",2.6527755,-,jogging,-,30s,(including,gravity).
"898604581000,","-2.2218192,","-0.095768064,",2.2697031,-,jogging,-,30s,(including,gravity).
"898614669000,","-3.2369606,","-0.02873042,",1.8100165,-,jogging,-,30s,(including,gravity).
"898625482000,","-4.223372,","-0.038307227,",1.0821792,-,jogging,-,30s,(including,gravity).
"898636023000,","-4.721366,","0.15322891,",0.545878,-,jogging,-,30s,(including,gravity).
"898652181000,","-3.217807,","0.90021986,",0.80445176,-,jogging,-,30s,(including,gravity).
"898661259000,","-1.7429788,","1.1875241,",0.41180268,-,jogging,-,30s,(including,gravity).
"898671234000,","-0.6799533,","1.7429788,",-0.5746084,-,jogging,-,30s,(including,gravity).
"898682019000,","-0.11492168,","2.7581203,",-2.1739352,-,jogging,-,30s,(including,gravity).
"898691592000,","0.076614454,","4.185065,",-3.9935284,-,jogging,-,30s,(including,gravity).
"898703192000,","1.5227122,","6.8569937,",-5.0757074,-,jogging,-,30s,(including,gravity).
"898712432000,","4.414908,","10.94629,",-4.0892963,-,jogging,-,30s,(including,gravity).
"898722655000,","5.765238,","15.246277,",-0.78529817,-,jogging,-,30s,(including,gravity).
"898734137000,","5.93762,","17.391481,",-2.96881,-,jogging,-,30s,(including,gravity).
"898743317000,","6.7612257,","18.464083,",-6.493075,-,jogging,-,30s,(including,gravity).
"898754025000,","7.7189064,","19.000385,",-5.209783,-,jogging,-,30s,(including,gravity).
"898763583000,","8.6574335,","19.268536,",-4.309563,-,jogging,-,30s,(including,gravity).
"898776229000,","8.082825,","19.40261,",-3.514688,-,jogging,-,30s,(including,gravity).
"898785607000,","6.0238113,","19.469648,",-2.4420857,-,jogging,-,30s,(including,gravity).
"898796330000,","3.3423057,","19.507956,",-0.80445176,-,jogging,-,30s,(including,gravity).
"898806310000,","1.1109096,","19.52711,",0.90979666,-,jogging,-,30s,(including,gravity).
